N	2gram	Bakhtin_Fr_8	Myshleni
1	в том	13	42
2	том что	8	35
3	с помощью	3	31
4	в процессе	5	27
5	таким образом	17	25
6	в развитии	2	25
7	в этом	14	24
8	точки зрения	6	24
9	в качестве	4	21
10	и в	56	20
11	что в	5	19
12	заключается в	1	18
13	в основе	4	17
14	то же	11	16
15	понятий в	1	16
16	не только	8	15
17	то что	3	15
18	что они	2	14
19	как мы	7	13
20	в их	3	12
21	при этом	4	12
22	может быть	3	12
23	с другой	2	12
24	потому что	6	12
25	с точки	2	11
26	в его	18	11
27	так же	2	11
28	этого слова	1	11
29	и то	2	10
30	в себе	4	10
31	в отношении	5	10
32	своего развития	1	10
33	того что	1	10
34	мы видим	6	10
35	только в	9	10
36	так как	4	10
37	того же	1	9
38	и другие	5	9
39	и как	2	9
40	понятий и	1	9
41	как и	5	9
42	понятия и	1	9
43	между тем	3	9
44	что и	3	9
45	тот же	1	9
46	с одной	4	9
47	слова в	1	9
48	одной стороны	2	9
49	ребенка и	1	9
50	те и	1	9
51	другой стороны	2	9
52	но и	9	9
53	и тем	1	8
54	было бы	2	8
55	этом смысле	1	8
56	тогда когда	1	8
57	и что	1	8
58	вместе с	2	8
59	и не	9	8
60	в результате	5	8
61	самом деле	2	7
62	в своей	2	7
63	и более	4	7
64	с другом	1	7
65	могут быть	1	7
66	же самое	1	7
67	того чтобы	4	7
68	тем что	1	7
69	этом отношении	1	7
70	понятия не	1	7
71	а не	2	7
72	как бы	11	7
73	друг с	1	7
74	в самом	9	6
75	той же	6	6
76	и на	7	6
77	тому же	1	6
78	этот процесс	1	6
79	те же	1	6
80	с тем	2	6
81	мы видели	5	6
82	одного и	1	6
83	к одному	1	6
84	по своей	4	6
85	к тому	1	6
86	можно было	1	6
87	его в	2	6
88	что он	2	6
89	уже в	2	6
90	не может	2	6
91	слово в	1	6
92	сказать что	3	6
93	речь идет	1	5
94	мы уже	10	5
95	между собой	1	5
96	как в	1	5
97	все же	2	5
98	перед нами	3	5
99	целый ряд	2	5
100	и к	4	5
101	в действительности	2	5
102	все эти	15	5
103	это не	2	5
104	иным способом	1	5
105	только не	2	5
106	и его	12	5
107	никогда не	5	5
108	так и	13	5
109	если бы	2	5
110	о том	4	5
111	мы можем	1	5
112	для того	2	5
113	в частности	7	5
114	слова и	3	5
115	тем же	1	4
116	в сущности	8	4
117	первый план	2	4
118	видим таким	1	4
119	в своем	3	4
120	его к	3	4
121	в нашем	2	4
122	и те	2	4
123	как он	1	4
124	ключ к	1	4
125	состоит в	1	4
126	и с	8	4
127	этим именем	1	4
128	с этой	2	4
129	и при	2	4
130	по сравнению	1	4
131	которые в	1	4
132	не в	3	4
133	тому что	1	4
134	представляется нам	1	4
135	что оно	1	4
136	роль в	5	4
137	на том	1	4
138	и только	1	4
139	в школе	1	4
140	из них	2	4
141	во всей	2	4
142	образом что	1	4
143	в области	5	4
144	в речи	2	4
145	по своему	8	4
146	нами выше	1	4
147	обратимся к	1	4
148	же предметы	1	4
149	и для	2	4
150	для нас	1	4
151	между ними	2	4
152	к этому	2	4
153	как известно	1	3
154	идет о	1	3
155	почти всегда	1	3
156	в виду	1	3
157	в чем	1	3
158	себе и	2	3
159	когда он	2	3
160	но в	6	3
161	в которой	4	3
162	в этой	6	3
163	на его	6	3
164	что все	4	3
165	в совершенно	4	3
166	со всеми	1	3
167	по смыслу	1	3
168	на все	1	3
169	и других	4	3
170	ни в	2	3
171	чем в	1	3
172	в один	1	3
173	в этих	11	3
174	и мышления	1	3
175	мы говорили	1	3
176	что эта	1	3
177	в другую	1	3
178	и является	1	3
179	во всем	4	3
180	связи с	6	3
181	не могут	1	3
182	является в	1	3
183	и во	2	3
184	своему значению	1	3
185	один из	5	3
186	одной из	3	3
187	но не	5	3
188	себя в	1	3
189	так что	3	3
190	на этот	1	3
191	именно в	1	3
192	к которому	3	3
193	самое слово	1	3
194	в связи	3	3
195	сравнению с	1	3
196	формы мышления	1	3
197	в условиях	5	3
198	к пониманию	1	3
199	и от	1	3
200	не подлежит	3	3
201	новые понятия	1	3
202	к одной	1	3
203	бы в	3	3
204	основе их	2	3
205	иначе чем	1	3
206	в виде	2	3
207	говоря о	1	2
208	одним из	5	2
209	также и	2	2
210	на высшую	1	2
211	ту же	4	2
212	что эти	2	2
213	момент когда	1	2
214	при анализе	1	2
215	с более	1	2
216	место в	1	2
217	между этими	1	2
218	в ней	4	2
219	этому вопросу	2	2
220	которое характеризует	1	2
221	видели что	3	2
222	он говорит	2	2
223	для других	1	2
224	отличие от	1	2
225	не просто	3	2
226	и речи	1	2
227	они действительно	1	2
228	которые не	1	2
229	стороны и	1	2
230	из этих	1	2
231	во многих	1	2
232	в известном	2	2
233	вообще не	1	2
234	в нем	8	2
235	всех остальных	1	2
236	и понятий	4	2
237	свое время	1	2
238	из него	1	2
239	подобно тому	1	2
240	встречаются в	1	2
241	не бывает	1	2
242	в основу	1	2
243	здесь мы	3	2
244	а затем	1	2
245	же не	1	2
246	действительности в	1	2
247	отражение в	2	2
248	далеко не	2	2
249	в слове	2	2
250	такой же	5	2
251	и тогда	1	2
252	момента в	1	2
253	самое название	1	2
254	в отличие	1	2
255	мысли и	1	2
256	их в	4	2
257	том же	1	2
258	в той	6	2
259	но они	1	2
260	не имеет	1	2
261	на котором	2	2
262	того как	2	2
263	этими двумя	1	2
264	свою силу	1	2
265	не по	1	2
266	и отдельных	2	2
267	речи не	1	2
268	это слово	1	2
269	что на	2	2
270	мы встречаем	2	2
271	очень часто	1	2
272	возникает из	1	2
273	мы узнаем	1	2
274	в наши	1	2
275	и он	1	2
276	и это	1	2
277	на нем	1	2
278	и сами	1	2
279	здесь не	1	2
280	данном случае	2	2
281	мы наблюдаем	3	2
282	и которые	4	2
283	еще не	10	2
284	мы в	1	2
285	даны в	1	2
286	смысле и	1	2
287	этих особенностей	1	2
288	и здесь	3	2
289	и т.д	3	2
290	настоящее время	3	2
291	а также	3	2
292	к нему	2	2
293	ко всей	1	2
294	на одном	2	2
295	в языке	1	2
296	языка мы	1	2
297	видим что	2	2
298	в современной	1	2
299	мышления как	1	2
300	образов и	1	2
301	уже говорили	7	2
302	по мнению	1	2
303	по типу	1	2
304	и у	1	2
305	вопроса о	1	2
306	для него	2	2
307	у него	7	2
308	только на	2	2
309	конфликта и	1	2
310	в каком	2	2
311	наиболее чистый	1	2
312	а с	1	2
313	прежде всего	6	2
314	основных и	1	2
315	под влиянием	1	2
316	на слово	1	2
317	все более	1	2
318	стадии своего	1	2
319	в данном	2	2
320	что это	4	2
321	тому как	1	2
322	языке и	2	2
323	даже в	4	2
324	понятий а	1	2
325	в начале	1	2
326	числе и	2	2
327	мы найдем	2	2
328	в настоящее	3	2
329	и которое	1	2
330	и т.п	11	2
331	а в	2	2
332	не знает	1	2
333	на более	1	2
334	существует в	1	2
335	в свое	1	2
336	видим в	1	2
337	это в	2	2
338	совершается в	1	2
339	том числе	3	2
340	они не	5	2
341	смысле слова	1	1
342	слова которые	1	1
343	например в	4	1
344	человека и	2	1
345	слово которое	1	1
346	на самом	2	1
347	в приведенном	1	1
348	явления и	1	1
349	на две	2	1
350	какого-нибудь признака	1	1
351	из всех	2	1
352	а как	1	1
353	и значение	1	1
354	том насколько	1	1
355	мы не	2	1
356	что между	1	1
357	та же	1	1
358	вопрос о	1	1
359	этого является	1	1
360	и новые	1	1
361	самую сущность	1	1
362	так чтобы	1	1
363	время как	1	1
364	времени почти	1	1
365	ему в	1	1
366	и со	1	1
367	отдельные изолированные	1	1
368	и важный	1	1
369	собой в	1	1
370	внимательный анализ	3	1
371	бы то	2	1
372	во всех	8	1
373	справедливым и	1	1
374	как правило	1	1
375	друг к	1	1
376	совсем не	2	1
377	то он	1	1
378	правильно указывает	1	1
379	точка зрения	2	1
380	одном и	1	1
381	значение и	2	1
382	по отношению	1	1
383	большое значение	1	1
384	связи и	3	1
385	независимо от	1	1
386	ничего более	1	1
387	и хотя	2	1
388	в этот	1	1
389	становятся как	1	1
390	словом не	1	1
391	ключ ко	1	1
392	т.п но	1	1
393	одной общей	1	1
394	ряду с	1	1
395	прямой и	1	1
396	создается своеобразное	1	1
397	но на	1	1
398	так сказать	5	1
399	с новым	1	1
400	что одна	2	1
401	по-видимому не	1	1
402	связанные с	1	1
403	он не	5	1
404	связей между	1	1
405	говорили в	1	1
406	в первой	3	1
407	действительности и	2	1
408	мы полагаем	1	1
409	характер в	3	1
410	не могли	2	1
411	без исключения	1	1
412	что она	2	1
413	общего и	1	1
414	не из	1	1
415	то ни	2	1
416	главным образом	3	1
417	к другу	1	1
418	момент и	1	1
419	на этой	1	1
420	первая глава	1	1
421	с другими	1	1
422	подлежит сомнению	3	1
423	его личности	1	1
424	должен был	1	1
425	на характер	1	1
426	самый характер	1	1
427	предметами и	1	1
428	о которых	1	1
429	которые с	1	1
430	на что	1	1
431	которые дает	1	1
432	не всегда	1	1
433	которой он	1	1
434	не больше	1	1
435	приближаются к	1	1
436	и сейчас	1	1
437	не во	1	1
