N	2gram	Voloshinov_1	Dialekti
1	не есть	2	54
2	и не	10	27
3	а не	5	26
4	точки зрения	14	25
5	и в	12	24
6	не только	4	23
7	по себе	3	20
8	не может	16	19
9	ничего не	2	17
10	допустим что	2	16
11	и что	2	15
12	что все	1	14
13	с точки	2	14
14	то что	5	14
15	в таком	1	14
16	таким образом	12	13
17	вовсе не	1	13
18	может быть	14	13
19	что это	1	12
20	есть только	1	12
21	того что	3	12
22	не менее	3	11
23	отнюдь не	5	10
24	тем не	3	10
25	не существует	1	10
26	что она	1	9
27	ни в	3	9
28	но и	3	9
29	нет ничего	2	9
30	в этом	4	8
31	в виде	1	8
32	прежде всего	8	8
33	что мы	5	8
34	том что	5	8
35	если же	2	8
36	это и	1	7
37	в самом	4	7
38	как и	5	7
39	никогда не	5	7
40	что оно	1	7
41	ясно что	3	7
42	в виду	5	7
43	только на	3	7
44	но что	2	7
45	даже и	1	7
46	в особенности	2	7
47	что в	2	7
48	самом деле	3	6
49	должна быть	5	6
50	то же	5	6
51	и с	3	6
52	оно не	2	6
53	если бы	9	6
54	что и	2	6
55	и только	1	6
56	о том	3	6
57	так как	9	6
58	и пр	3	6
59	не на	1	6
60	и все	2	6
61	все это	3	6
62	кроме того	2	6
63	от всего	1	6
64	но если	1	6
65	сам по	1	5
66	точка зрения	3	5
67	хотя и	1	5
68	и к	4	5
69	он не	2	5
70	по крайней	1	5
71	одно и	2	5
72	так и	4	5
73	было бы	1	5
74	в них	3	5
75	мы не	3	5
76	и тогда	1	5
77	в том	6	5
78	в то	2	5
79	тогда когда	2	5
80	и притом	2	5
81	и его	13	5
82	только в	6	5
83	уже не	4	5
84	одно из	1	5
85	крайней мере	1	5
86	как же	2	5
87	что не	4	5
88	что для	1	5
89	как это	2	5
90	с этой	2	5
91	но это	2	5
92	или не	3	5
93	только как	1	5
94	жизни и	4	5
95	как на	2	5
96	и то	2	4
97	и больше	1	4
98	время как	1	4
99	в чем	2	4
100	сама по	1	4
101	в истории	1	4
102	конечно не	3	4
103	подобно тому	1	4
104	это не	2	4
105	как о	1	4
106	от того	4	4
107	не могут	1	4
108	и это	1	4
109	то время	1	4
110	можно только	1	4
111	жизнь и	1	4
112	к тому	1	4
113	с другой	4	4
114	для него	3	4
115	если оно	1	4
116	говорит о	1	4
117	у нас	1	4
118	так же	3	4
119	тому как	1	4
120	хотя бы	5	4
121	сказать что	7	4
122	была бы	2	3
123	мы уже	1	3
124	зависимости от	4	3
125	и на	4	3
126	коем случае	1	3
127	за пределы	4	3
128	в одной	1	3
129	что именно	1	3
130	в своем	2	3
131	все же	4	3
132	перед нами	1	3
133	все эти	3	3
134	тем более	1	3
135	в нем	6	3
136	он должен	3	3
