N	3gram	Ircho_Kome_3	Istorich
1	и т д	1	15
2	с другой стороны	2	7
3	в этом случае	2	5
4	до сих пор	9	5
5	в том что	9	5
6	тем не менее	3	5
7	в некоторых случаях	1	3
8	в связи с	3	3
9	его дочери и	1	2
10	к этому же	1	2
11	состоит в том	2	2
12	по отношению к	3	2
13	что и в	2	2
14	таким образом и	1	2
15	с одной стороны	3	2
16	то время как	2	2
17	во всяком случае	3	2
18	в то время	2	2
19	о том что	4	2
20	но все же	2	2
21	мы имеем в	1	2
22	к тому же	4	2
23	для нас важно	1	1
24	то что и	1	1
25	в пределах этой	1	1
26	хотя и не	2	1
27	очень важный для	1	1
28	к входной двери	1	1
29	подобно тому как	1	1
30	в том числе	1	1
31	в соответствии с	1	1
32	но и здесь	1	1
33	с этой точки	1	1
34	с точки зрения	3	1
35	из своего дома	1	1
36	иначе обстоит дело	2	1
37	независимо от того	1	1
38	что в некоторых	1	1
39	один шаг до	1	1
40	к ним в	1	1
41	этом случае в	1	1
42	образом и здесь	1	1
43	она не могла	1	1
44	вполне возможно что	2	1
45	вместе с тем	3	1
46	с ней в	1	1
47	что он так	1	1
48	остается то что	1	1
49	со стороны мужа	1	1
50	не видно и	1	1
51	обстоит дело с	2	1
52	так или иначе	2	1
53	сравним с этим	1	1
54	сих пор не	1	1
55	но вместе с	1	1
56	но если бы	1	1
57	в других случаях	1	1
58	этой точки зрения	1	1
59	ухода из дома	2	1
60	то обстоятельство что	2	1
61	к ней в	1	1
62	одной стороны он	1	1
63	в свою очередь	6	1
64	ничего общего с	1	1
65	равно как и	1	1
66	один из них	1	1
67	с самого начала	4	1
68	нет никаких препятствий	1	1
69	можно сказать что	1	1
70	вопрос почему в	1	1
71	на то что	1	1
72	друг друга в	1	1
73	только до известного	1	1
74	друг от друга	1	1
75	после того как	1	1
76	несколько иначе обстоит	1	1
77	друг с другом	1	1
78	стало ясно что	1	1
79	друг друга и	1	1
80	здесь не только	1	1
81	принимает уродливые формы	1	1
