N	2gram	Vygotskiy__3	Russkaja
1	не может	7	22
2	и не	10	19
3	в том	25	17
4	в этом	13	17
5	и в	38	14
6	то что	35	13
7	то же	10	11
8	точки зрения	16	11
9	таким образом	12	11
10	в то	3	10
11	но и	5	10
12	в себе	4	9
13	не только	12	9
14	том что	14	9
15	с точки	9	9
16	может быть	19	9
17	во всяком	2	9
18	того чтобы	9	8
19	как на	3	8
20	самом деле	21	7
21	отнюдь не	2	7
22	и если	6	7
23	и с	1	7
24	в данном	2	7
25	к тому	6	7
26	не будет	1	7
27	о том	6	7
28	мы должны	1	7
29	в своем	5	6
30	и к	3	6
31	с тем	8	6
32	в своих	4	6
33	и при	1	6
34	признать что	2	6
35	если бы	14	6
36	все это	3	6
37	и для	4	6
38	для того	8	6
39	что он	11	6
40	всяком случае	2	6
41	для всех	2	6
42	для него	2	6
43	на самом	2	6
44	а между	1	5
45	и на	6	5
46	между собой	2	5
47	во всех	4	5
48	на то	16	5
49	в нем	4	5
50	при этом	4	5
51	он не	6	5
52	было бы	12	5
53	в своей	5	5
54	никогда не	4	5
55	потому что	14	5
56	между тем	7	5
57	и только	3	5
58	только в	4	5
59	хотя бы	2	5
60	конечно не	4	5
61	до сих	6	5
62	себя и	1	5
63	из которых	4	5
64	по существу	2	5
65	сих пор	5	5
66	а в	7	5
67	и то	8	4
68	но не	1	4
69	все же	8	4
70	более или	1	4
71	не в	12	4
72	в этой	13	4
73	в корне	1	4
74	тому чтобы	1	4
75	в совершенно	2	4
76	том случае	1	4
77	его в	3	4
78	как и	8	4
79	или менее	1	4
80	в их	1	4
81	ли это	2	4
82	не могут	2	4
83	идет речь	1	4
84	можно было	1	4
85	при том	2	4
86	в его	5	4
87	так как	6	4
88	со стороны	2	4
89	вместе с	5	4
90	он будет	1	4
91	что же	2	4
92	как бы	14	4
93	отказаться от	1	4
94	жизни и	1	4
95	что в	20	4
96	к этой	2	4
97	все что	1	4
98	и т	14	3
99	то в	1	3
100	и этот	3	3
101	так чтобы	1	3
102	и ни	1	3
103	еще не	1	3
104	из этих	3	3
105	что они	4	3
106	в самом	25	3
107	что это	10	3
108	непременно будет	1	3
109	главным образом	3	3
110	и по	2	3
111	в другом	5	3
112	для них	1	3
113	о которых	9	3
114	несмотря на	5	3
115	должно быть	1	3
116	всех этих	2	3
117	но если	4	3
118	таким же	1	3
119	мы говорили	3	3
120	знаем что	1	3
121	том чтобы	1	3
122	можно ли	1	3
123	одна из	4	3
124	то это	2	3
125	что оно	2	3
126	что все	3	3
127	данном случае	2	3
128	для этого	2	3
129	может не	1	3
130	но мы	2	3
131	и во	2	3
132	что и	4	3
133	в лучшем	2	3
134	того что	4	3
135	в качестве	2	3
136	тем чтобы	1	3
137	в виде	2	3
138	из них	6	3
139	в конце	2	3
140	друг друга	1	3
141	тем что	3	3
142	именно в	1	3
143	что для	1	3
144	не было	1	3
145	и потому	1	3
146	лучшем случае	2	3
147	она может	3	3
148	или в	5	3
149	о котором	5	3
150	и как	8	3
151	все они	2	3
152	не есть	1	3
153	из этого	8	3
154	случае если	1	3
155	себя как	2	2
156	от этой	2	2
157	речь идет	4	2
158	зависимость от	1	2
159	бы для	2	2
160	и есть	1	2
161	должна быть	5	2
162	к чему	6	2
163	из всех	3	2
164	на себя	1	2
165	в ней	15	2
166	в таком	3	2
167	или от	2	2
168	время в	5	2
169	там и	1	2
170	они будут	1	2
171	именно на	1	2
172	не просто	2	2
173	с этим	8	2
174	что действительно	1	2
175	целый ряд	2	2
176	и наконец	2	2
177	но в	3	2
178	не можем	4	2
179	это есть	2	2
