N	3gram	Bakhtin_Fr_6	Dialekti
1	с точки зрения	2	14
2	не может быть	1	6
3	в самом деле	4	5
4	сам по себе	1	5
5	о том что	5	5
6	на первый план	3	4
7	в то время	1	4
8	и не только	1	3
9	с одной стороны	4	3
10	в том что	2	3
11	и прежде всего	2	3
12	ровно ничего не	1	3
13	как и все	1	2
14	из того что	1	2
15	тем более не	1	2
16	в зависимости от	1	2
17	с другой стороны	2	2
18	той или иной	1	2
19	том что в	1	1
20	а потому что	1	1
21	мы уже сказали	3	1
22	и в особенности	2	1
23	все это есть	1	1
24	одной стороны и	2	1
25	античный и средневековый	1	1
26	до сих пор	3	1
27	это есть в	1	1
28	в лучшем случае	1	1
29	а в особенности	1	1
30	в этом отношении	3	1
31	о себе самом	1	1
32	и говорить о	1	1
33	и даже в	1	1
34	на первом плане	1	1
35	а так как	1	1
36	в данном случае	2	1
37	и что он	1	1
38	это и дает	1	1
39	и как бы	1	1
40	с этим есть	1	1
41	каждый из них	2	1
42	как раз на	1	1
43	так и от	1	1
44	это конечно не	1	1
45	лишь тогда когда	1	1
46	более или менее	1	1
47	из самых существенных	1	1
48	то же время	5	1
49	бы в лучшем	1	1
50	жизни и смерти	2	1
51	в одном из	1	1
52	и все это	1	1
53	не забудем что	1	1
54	в то же	5	1
55	в связи с	1	1
56	не существует но	1	1
57	что и в	1	1
58	выдвигает на первый	1	1
