N	2gram	Voloshinov_1	Dialekti
1	не есть	2	40
2	и не	10	30
3	а не	5	18
4	ничего не	2	17
5	может быть	14	17
6	то что	5	16
7	и в	12	15
8	как бы	13	14
9	точки зрения	14	14
10	так как	9	14
11	что это	1	13
12	по себе	3	13
13	того что	3	13
14	это не	2	12
15	в этом	4	11
16	и вот	1	11
17	ясно что	3	11
18	в том	6	11
19	прежде всего	8	11
20	не может	16	11
21	и все	2	11
22	том что	5	10
23	в основе	1	10
24	с ее	1	10
25	это и	1	9
26	то же	5	9
27	мы не	3	9
28	было бы	1	9
29	с точки	2	9
30	в виду	5	9
31	и что	2	9
32	уже не	4	9
33	и пр	3	9
34	все это	3	9
35	в чем	2	8
36	не в	4	8
37	в себе	3	8
38	не только	4	8
39	ни в	3	8
40	и это	1	8
41	и о	1	8
42	и ее	3	8
43	должна быть	5	7
44	что именно	1	7
45	и мы	1	7
46	как и	5	7
47	по крайней	1	7
48	и вообще	3	7
49	ровно ничего	1	7
50	и его	13	7
51	что оно	1	7
52	только в	6	7
53	крайней мере	1	7
54	что мы	5	7
55	что в	2	7
56	перед нами	1	6
57	хотя и	1	6
58	и тем	1	6
59	если бы	9	6
60	в то	2	6
61	же время	1	6
62	что и	2	6
63	вовсе не	1	6
64	нет ничего	2	6
65	в результате	1	6
66	тем более	1	6
67	сказать что	7	6
68	ни на	2	6
69	мы имеем	2	5
70	и на	4	5
71	с его	2	5
72	сама по	1	5
73	в своем	2	5
74	то в	1	5
75	что она	1	5
76	в нем	6	5
77	в жизни	5	5
78	что я	1	5
79	в ней	6	5
80	но что	2	5
81	того чтобы	1	5
82	тогда когда	2	5
83	в каком	3	5
84	таким образом	12	5
85	как только	2	5
86	о том	3	5
87	в себя	2	5
88	так и	4	5
89	можно сказать	5	5
90	и можно	1	5
91	именно в	1	5
92	если мы	1	5
93	как же	2	5
94	знания и	1	5
95	в смысле	1	5
96	и для	3	5
97	но если	1	5
98	хотя бы	5	4
99	что они	1	4
100	бы только	1	4
101	не как	1	4
102	подобно тому	1	4
103	то ни	3	4
104	и с	3	4
105	этом смысле	1	4
106	и уже	3	4
107	бытия и	1	4
108	она не	2	4
109	ничего общего	1	4
110	что все	1	4
111	идет речь	1	4
112	еще не	3	4
113	в его	2	4
114	мы должны	1	4
115	есть в	1	4
116	в одном	1	4
117	отнюдь не	5	4
118	так же	3	4
119	в особенности	2	4
120	тому как	1	4
121	но это	2	4
122	тех или	1	4
123	или не	3	4
124	жизни и	4	4
125	но и	3	4
126	должны быть	1	4
127	переходя в	1	3
128	и то	2	3
129	едва ли	2	3
130	то мы	1	3
131	в истории	1	3
132	общего с	2	3
133	как в	5	3
134	когда он	3	3
135	и наконец	3	3
136	но в	5	3
137	та же	1	3
138	все эти	3	3
139	на этом	1	3
140	от нее	1	3
141	мы уже	1	3
142	не всегда	1	3
143	в данном	2	3
144	смысл и	2	3
145	можно только	1	3
146	в своей	3	3
147	она в	1	3
148	только для	1	3
149	и притом	2	3
150	мы можем	2	3
151	найти в	1	3
152	есть только	1	3
153	могут быть	2	3
154	слово есть	1	3
155	в словах	1	3
156	и та	2	3
157	и следовательно	5	3
158	быть и	3	3
159	от всего	1	3
160	без того	1	3
161	в виде	1	3
162	при помощи	1	3
163	даже и	1	3
164	в области	1	3
165	за пределы	4	3
166	себя и	2	3
167	что не	4	3
168	говорит о	1	3
169	у нас	1	3
170	и потому	2	3
171	на другое	1	3
172	что здесь	1	3
173	от него	1	3
174	с ним	3	3
175	в свою	1	3
176	к этому	2	3
177	и без	1	2
178	ведь и	3	2
179	что уже	1	2
180	совпадает с	2	2
181	сам по	1	2
182	произведение и	2	2
183	может дать	1	2
184	не нужно	1	2
185	во всех	1	2
186	бы не	2	2
187	коем случае	1	2
188	себе и	1	2
189	если она	1	2
