N	3gram	Propp_Russ_2	DiskursI
1	в том что	18	13
2	с одной стороны	2	9
3	о том что	4	5
4	в отличие от	3	4
5	не может быть	3	3
6	в свою очередь	1	3
7	с другой стороны	1	3
8	пока еще не	2	3
9	том что в	1	2
10	подобно тому как	3	2
11	в данном случае	6	2
12	в том чтобы	2	2
13	по своему происхождению	1	2
14	состоит в том	13	2
15	более или менее	1	2
16	можно сказать что	1	2
17	в этом случае	6	1
18	в одном ряду	1	1
19	прежде всего как	1	1
20	дело в том	1	1
21	далеко не все	1	1
22	о том как	1	1
23	но далеко не	1	1
24	в первую очередь	1	1
25	тех случаях когда	1	1
26	из того что	1	1
27	следует обратить внимание	1	1
28	с этим связан	1	1
29	что каждый из	1	1
30	между собой и	1	1
31	а иногда и	1	1
32	в научной литературе	1	1
33	следующим образом в	1	1
34	вместе с тем	4	1
35	как мы видели	1	1
36	и в том	1	1
37	что с ними	1	1
38	еще в xix	2	1
39	в греко-римской античности	1	1
40	во всех этих	1	1
41	потому что в	1	1
42	как и вообще	1	1
43	за тридевять земель	1	1
44	во всяком случае	1	1
45	распространенное представление о	1	1
46	в тех случаях	1	1
47	в этом отношении	1	1
48	это пока еще	2	1
49	имея в виду	1	1
50	это и есть	1	1
51	на этом основании	1	1
52	к этому времени	1	1
53	или во всяком	1	1
54	на то что	1	1
55	по аналогии с	1	1
56	ее к себе	1	1
57	особый интерес представляет	1	1
58	тем не менее	2	1
59	дело не в	1	1
60	как и в	1	1
