N	3gram	Losev_Prob_2	Vladivir
1	о том что	14	7
2	в том что	4	7
3	в свое время	1	5
4	в этом смысле	5	4
5	и то что	7	4
6	на то что	4	4
7	в то же	4	4
8	а иной раз	1	3
9	том что в	2	3
10	мы хотели бы	1	3
11	более или менее	4	3
12	в конце концов	7	3
13	с другой стороны	5	3
14	иной раз даже	1	3
15	не может быть	3	3
16	как мы уже	1	3
17	один и тот	2	2
18	но даже и	1	2
19	и не раз	1	2
20	как раз и	4	2
21	на первый план	3	2
22	и в то	1	2
23	также и то	2	2
24	и в частности	3	2
25	то обстоятельство что	1	2
26	не только в	2	2
27	в то время	1	2
28	и тот же	2	2
29	во всяком случае	10	2
30	в истории философии	1	2
31	можно сказать что	3	2
32	можно судить по	1	2
33	так что в	2	2
34	тем не менее	12	2
35	для того чтобы	2	2
36	и т д	6	2
37	это же самое	1	1
38	которая как раз	1	1
39	что иное как	3	1
40	да и то	2	1
41	сказать что он	1	1
42	каком случае не	2	1
43	того что в	1	1
44	и той же	2	1
45	автора настоящей работы	1	1
46	должны сказать что	1	1
47	и того что	3	1
48	не говоря уже	4	1
49	будет сказать что	3	1
50	в самом деле	2	1
51	виде так что	1	1
52	в настоящее время	16	1
53	в этой области	3	1
54	свидетельствует о том	1	1
55	несколько слов о	1	1
56	нам кажется что	1	1
57	самом же деле	1	1
58	очень и очень	1	1
59	в некоторой степени	1	1
60	и для всех	1	1
61	и не может	1	1
62	говоря уже о	4	1
63	еще и о	1	1
64	бы то ни	2	1
65	на самом же	1	1
66	и в своих	1	1
67	только то что	3	1
68	что не только	1	1
69	он не был	1	1
70	а значит и	1	1
71	или иначе но	1	1
72	а в конце	1	1
73	и совсем не	1	1
74	под ред и	1	1
75	совсем никак не	1	1
76	вообще и в	1	1
77	в значительной мере	3	1
78	вместе с тем	1	1
79	что даже в	1	1
80	о чем не	1	1
81	то время как	1	1
82	уже о том	1	1
83	этого видно что	1	1
84	от всяких других	1	1
85	содержит в себе	2	1
86	здесь мы имеем	1	1
87	и тут же	2	1
88	в целом и	1	1
89	не потому что	1	1
90	необходимо сказать что	5	1
91	автор настоящей работы	3	1
92	то ни было	1	1
93	пока еще достаточно	1	1
94	с одной стороны	5	1
95	в связи с	5	1
96	и то же	1	1
97	в обычном смысле	1	1
98	и в этом	3	1
99	и к его	1	1
100	а с другой	1	1
101	не будет ли	1	1
102	и ничего не	1	1
103	так или иначе	6	1
104	в каком случае	3	1
105	где же тут	1	1
106	а вернее сказать	1	1
107	ред и с	1	1
108	к существу дела	1	1
109	и не очень	1	1
110	мы должны сказать	1	1
111	но и вообще	1	1
112	а в том	1	1
113	одной и той	2	1
114	есть не что	3	1
115	и ни в	2	1
116	ни в каком	4	1
117	для меня они	1	1
118	которые казались ему	1	1
119	до тех пор	4	1
120	вовсе не есть	10	1
121	замечания по поводу	1	1
122	заключается в том	2	1
123	так и в	1	1
124	но как раз	1	1
125	даже и в	3	1
126	это и есть	2	1
127	в более общем	1	1
128	именно уже с	1	1
129	мы не будем	1	1
130	и тем самым	1	1
131	не только не	2	1
132	но отнюдь не	1	1
133	что отнюдь не	1	1
134	можно говорить только	1	1
135	никак не мог	1	1
136	как и сам	1	1
137	же о нем	2	1
138	нашей настоящей работы	1	1
139	но это не	1	1
140	не очень долго	1	1
141	не что иное	3	1
142	по этому поводу	2	1
143	мысль о том	2	1
144	и только в	1	1
145	случае не может	1	1
146	оставаться на почве	1	1
147	том что и	1	1
148	в этом отношении	1	1
149	во всей этой	1	1
150	также и в	1	1
