N	3gram	Vygotskiy__4	KulturaY
1	и т п	3	24
2	и т д	2	14
3	в том что	12	10
4	можно было бы	4	9
5	с точки зрения	4	8
6	для того чтобы	19	8
7	в самом деле	7	7
8	то обстоятельство что	1	7
9	с другой стороны	2	7
10	в этом смысле	1	5
11	во всяком случае	3	5
12	не только в	1	4
13	не может быть	1	4
14	точно так же	3	3
15	в конце концов	3	3
16	то же время	1	3
17	в то же	1	3
18	что все эти	1	3
19	потому что он	2	2
20	на самом деле	5	2
21	тем самым мы	1	2
22	до некоторой степени	1	2
23	на этот вопрос	1	2
24	с этой точки	1	2
25	вместе с тем	2	2
26	так же как	3	2
27	является ли это	1	2
28	этой точки зрения	1	2
29	в свою очередь	1	2
30	и в самом	2	2
31	в конечном счете	1	2
32	мы знаем что	1	2
33	можно сказать что	1	2
34	на то что	6	2
35	так или иначе	1	2
36	мы будем иметь	1	1
37	возникает целый ряд	1	1
38	если бы нам	1	1
39	это на примере	1	1
40	в виду не	1	1
41	однако он не	1	1
42	все дело в	1	1
43	прежде всего тем	1	1
44	дело в том	1	1
45	в том и	1	1
46	состоящий в том	1	1
47	знает что он	1	1
48	и если мы	2	1
49	до сих пор	3	1
50	сам по себе	2	1
51	существу она не	1	1
52	что он не	4	1
53	мы должны признать	1	1
54	по себе и	2	1
55	бы то ни	1	1
56	когда говорит что	1	1
57	мы могли бы	1	1
58	не было бы	1	1
59	ясно что в	1	1
60	только то что	1	1
61	но он не	1	1
62	совершенно ясно что	3	1
63	и то обстоятельство	1	1
64	какой бы то	1	1
65	том или ином	1	1
66	тех пор пока	2	1
67	что все это	1	1
68	но все дело	1	1
69	самого по себе	1	1
70	и той же	2	1
71	мы приходим к	1	1
72	только для того	1	1
73	свой смысл и	1	1
74	но может быть	2	1
75	и в частности	2	1
76	того чтобы мы	1	1
77	все это в	1	1
78	то время как	2	1
79	в том или	1	1
80	уже о том	1	1
81	того чтобы понять	1	1
82	не то что	3	1
83	сами по себе	3	1
84	в первый раз	3	1
85	то ни было	1	1
86	с одной стороны	3	1
87	характер и что	1	1
88	смысле этого слова	3	1
89	и здесь мы	1	1
90	смысл и свое	1	1
91	всего тем что	1	1
92	а также и	1	1
93	который лежит в	1	1
94	будто бы и	1	1
95	чтобы мы могли	1	1
96	не до конца	1	1
97	и в этой	1	1
98	именно это и	1	1
99	никак не следует	1	1
100	но только в	1	1
101	он не хочет	1	1
102	те или иные	1	1
103	в нем есть	1	1
104	вместо того чтобы	2	1
105	потому что и	1	1
106	этого слова и	2	1
107	сказать что оно	1	1
108	нужно было бы	1	1
109	ни в каком	1	1
110	на русский язык	1	1
111	до тех пор	2	1
112	потому что не	1	1
113	заключается в том	3	1
114	в то время	2	1
115	может быть это	2	1
116	в том чтобы	3	1
117	то что мы	3	1
118	о том что	10	1
119	ничего общего с	1	1
120	не забудем что	1	1
121	и никогда не	1	1
122	с самого начала	5	1
123	того что составляет	1	1
124	что иное как	1	1
125	речь идет о	2	1
126	к тому чтобы	3	1
127	несмотря на все	1	1
128	и дает нам	1	1
129	имеем здесь дело	1	1
130	по существу она	1	1
131	по поводу этого	1	1
132	должны признать что	1	1
133	к тому что	5	1
134	было бы сказать	2	1
135	в каком отношении	1	1
136	одной и той	2	1
137	не что иное	1	1
138	сама по себе	3	1
139	в предисловии к	1	1
140	на то как	2	1
141	таким образом в	2	1
142	все мы в	1	1
143	потому что они	1	1
144	без всякого затруднения	1	1
145	к тому же	2	1
146	в высокой степени	1	1
147	также и в	1	1
