N	2gram	Vygotskiy__3	Dialekti
1	не есть	3	40
2	и не	10	30
3	а не	1	18
4	может быть	13	17
5	то что	15	16
6	и в	25	15
7	как бы	10	14
8	точки зрения	6	14
9	не имеет	1	14
10	так как	12	14
11	что это	5	13
12	по себе	7	13
13	того что	10	13
14	в этом	14	11
15	ясно что	2	11
16	в том	23	11
17	прежде всего	4	11
18	не может	6	11
19	и все	4	11
20	том что	20	10
21	в основе	16	10
22	потому что	6	10
23	с ее	5	10
24	то же	2	9
25	мы не	9	9
26	было бы	10	9
27	с точки	1	9
28	в виду	1	9
29	и что	10	9
30	уже не	2	9
31	значит что	4	9
32	все это	6	9
33	что иное	1	8
34	в чем	2	8
35	не в	6	8
36	в себе	2	8
37	не только	6	8
38	ни в	9	8
39	и это	4	8
40	иное как	1	8
41	это значит	4	8
42	не что	1	8
43	не просто	1	7
44	он есть	1	7
45	как и	15	7
46	и вообще	1	7
47	и его	2	7
48	что оно	4	7
49	только в	10	7
50	что мы	7	7
51	или в	2	7
52	что он	6	7
53	что в	17	7
54	перед нами	10	6
55	хотя и	2	6
56	и тем	1	6
57	если бы	5	6
58	в то	4	6
59	что и	10	6
60	так что	2	6
61	вовсе не	1	6
62	и даже	1	6
63	а именно	1	6
64	в результате	3	6
65	сказать что	4	6
66	ни на	2	6
67	в сфере	2	5
68	той же	4	5
69	мы имеем	4	5
70	в сущности	1	5
71	и на	6	5
72	с его	2	5
73	сама по	1	5
74	в своем	4	5
75	то в	3	5
76	на то	4	5
77	что она	5	5
78	в нем	2	5
79	есть не	1	5
80	в жизни	3	5
81	в ней	1	5
82	но что	1	5
83	но только	3	5
84	того чтобы	8	5
85	тогда когда	4	5
86	в каком	2	5
87	таким образом	17	5
88	о том	5	5
89	в себя	3	5
90	так и	5	5
91	другими словами	1	5
92	именно в	5	5
93	в свете	2	5
94	если мы	3	5
95	не говорит	1	5
96	для того	7	5
97	в смысле	4	5
98	и для	2	5
99	но если	1	5
100	также и	1	4
101	или по	1	4
102	хотя бы	1	4
103	что они	10	4
104	в этой	5	4
105	в течение	2	4
106	и как	5	4
107	с их	2	4
108	не как	3	4
109	в силу	6	4
110	подобно тому	1	4
111	то ни	1	4
112	и с	1	4
113	этом смысле	2	4
114	с тем	16	4
115	той или	2	4
116	ничего общего	3	4
117	что все	1	4
118	еще не	4	4
119	в его	15	4
120	мы должны	6	4
121	мы видим	3	4
122	с ними	3	4
123	есть в	1	4
124	в одном	2	4
125	не о	1	4
126	само по	2	4
127	как раз	1	4
128	отнюдь не	4	4
129	и отношение	2	4
130	так же	17	4
131	тому как	2	4
132	но это	5	4
133	один из	6	4
134	лишь как	1	4
135	бы в	2	4
136	или не	1	4
137	но и	4	4
138	отношения к	1	3
139	и то	2	3
140	только потому	2	3
141	мы имели	4	3
142	едва ли	2	3
143	так чтобы	1	3
144	же что	1	3
145	то мы	1	3
146	общего с	1	3
147	как в	9	3
148	с этим	4	3
149	когда он	3	3
