N	2gram	Voloshinov_1	Mirosoze
1	и в	19	46
2	в нем	10	22
3	это –	4	22
4	может быть	26	21
5	в этом	16	20
6	не только	8	18
7	и не	26	18
8	никогда не	2	18
9	для него	9	18
10	есть лишь	2	17
11	но и	8	15
12	не может	24	15
13	человека в	2	14
14	как и	12	13
15	а не	7	13
16	не есть	3	13
17	друг друга	8	12
18	прежде всего	13	12
19	потому что	1	12
20	и он	2	11
21	не было	3	11
22	в ней	4	11
23	у нас	2	11
24	но в	7	10
25	та же	1	10
26	в себе	2	10
27	он не	3	10
28	не в	5	9
29	не знает	2	9
30	и есть	3	8
31	отношение к	1	8
32	в своем	2	8
33	так как	2	8
34	она не	2	8
35	как бы	15	8
36	он –	3	8
37	связана с	2	7
38	как в	4	7
39	и к	3	7
40	в нашем	2	7
41	в этой	1	7
42	хотя бы	5	7
43	и потому	5	7
44	и для	11	7
45	что он	2	7
46	вопрос о	4	6
47	там и	2	6
48	что это	1	6
49	в русской	2	6
50	он сам	1	6
51	и здесь	6	6
52	так же	7	6
53	того что	3	6
54	и там	1	6
55	жизни и	2	6
56	по преимуществу	5	5
57	то же	7	5
58	совсем не	1	5
59	в самом	10	5
60	бы и	2	5
61	и вот	1	5
62	что все	2	5
63	в своей	3	5
64	в отношении	4	5
65	в конце	5	5
66	есть прежде	1	5
67	и его	19	5
68	к тому	2	5
69	и это	3	5
70	те же	5	5
71	это не	1	5
72	в его	6	5
73	для того	4	5
74	то что	8	5
75	образ и	2	5
76	и все	5	5
77	в духе	1	5
78	также и	1	4
79	жизни это	1	4
80	с его	1	4
81	у них	1	4
82	его на	1	4
83	– говорит	4	4
84	нет в	1	4
85	народа и	1	4
86	том что	3	4
87	тому что	2	4
88	не имеет	3	4
89	того чтобы	5	4
90	перед ним	1	4
91	должны быть	3	4
92	они и	2	4
93	должен быть	1	4
94	так и	11	4
95	для этого	1	4
96	в русском	1	4
97	уже не	1	4
98	что и	2	4
99	в свою	2	4
100	до конца	5	4
101	человека не	1	4
102	что в	4	4
103	же как	2	3
104	это и	3	3
105	к другому	3	3
106	высшей степени	3	3
107	той же	2	3
108	они были	1	3
109	и самого	1	3
110	и на	4	3
111	в чем	2	3
112	менее всего	2	3
113	если есть	1	3
114	как он	2	3
115	в россии	1	3
116	в каждом	7	3
117	не будет	4	3
118	и с	2	3
119	на все	1	3
120	его в	3	3
121	на почве	6	3
122	ни в	2	3
123	он же	1	3
124	в высшей	3	3
125	все равно	1	3
126	одна и	1	3
127	этого необходимо	1	3
128	что было	1	3
129	того как	1	3
130	и всегда	1	3
131	по своей	1	3
132	только с	1	3
133	себя и	1	3
134	момент в	3	3
135	не существует	3	3
136	личности он	1	3
137	в образе	1	3
138	если бы	2	3
139	и должно	1	3
140	о том	2	3
141	и во	2	3
142	в том	6	3
143	только в	9	3
144	тем что	2	3
145	от того	4	3
146	до сих	8	3
147	человек в	1	3
148	нет ничего	3	3
149	– не	6	3
150	жизни в	4	3
151	сих пор	8	3
152	и от	3	3
153	лишь как	1	3
154	отношении к	4	3
155	на смену	2	3
156	сказать что	4	3
157	не что	1	3
158	есть и	1	3
159	в своих	2	3
160	нем нет	2	2
161	от этой	1	2
162	– внутренняя	1	2
163	не имеют	3	2
164	лишь одна	1	2
165	его не	1	2
166	как то	1	2
167	принадлежит к	1	2
168	для нашей	2	2
169	во всех	7	2
170	по отношению	3	2
171	себе и	2	2
172	она есть	1	2
173	под его	1	2
174	как к	2	2
175	него –	1	2
176	хотя и	1	2
177	в действительности	2	2
178	от этого	2	2
179	от своей	1	2
180	добро и	1	2
181	то в	2	2
182	в которой	3	2
183	средство для	1	2
184	и принять	1	2
185	и тот	4	2
186	и те	7	2
187	если он	2	2
188	этот процесс	3	2
189	и если	1	2
190	этого вопроса	1	2
191	друг для	1	2
192	одной и	2	2
193	– то	3	2
194	и орудие	1	2
195	лишь в	9	2
196	в единую	1	2
197	то все	1	2
198	должно быть	2	2
199	точки зрения	34	2
200	нас не	1	2
201	ее в	1	2
202	место в	3	2
203	от его	1	2
204	то перед	1	2
205	и той	2	2
206	которые в	1	2
207	его до	1	2
208	что есть	1	2
209	эта мысль	2	2
210	тогда когда	1	2
211	– все	3	2
212	ничего не	6	2
213	природы в	1	2
214	к ней	1	2
215	– его	4	2
216	связи с	11	2
217	– нет	1	2
218	в основе	2	2
219	нигде нет	1	2
220	нет ни	2	2
221	был для	1	2
222	людей в	1	2
223	можно было	2	2
224	еще в	1	2
225	в которые	1	2
226	по себе	4	2
227	в разных	1	2
228	нет уже	1	2
229	лишь одно	1	2
230	и та	2	2
231	и что	1	2
232	как ее	5	2
233	принадлежит уже	1	2
234	в сущности	3	2
235	к нему	1	2
236	наук и	1	2
237	подобно тому	1	2
238	мы видим	1	2
239	тот же	4	2
240	мы увидим	1	2
241	между тем	3	2
242	одни и	5	2
243	так что	1	2
244	же и	2	2
245	уже в	1	2
246	друг за	1	2
247	и других	2	2
248	и мир	1	2
249	не о	1	2
250	лишь один	1	2
251	были бы	1	2
252	или иной	3	2
253	мы еще	1	2
254	что не	2	2
255	превращается в	1	2
256	– в	10	2
257	не означает	1	2
258	перейти в	1	2
259	к своему	2	2
260	– это	8	2
261	такого рода	1	2
262	тому как	1	2
263	что же	4	2
264	но для	2	2
265	в более	1	2
266	сознания и	3	2
267	человек и	1	2
268	ее и	1	2
269	бы в	2	2
270	для друга	1	2
271	быть и	3	2
272	а в	4	2
273	к самому	1	2
274	но этот	1	2
275	отношению к	2	2
276	и эта	4	2
277	пор не	1	1
278	к полному	1	1
279	– может	1	1
280	– чисто	1	1
281	и то	1	1
282	самом деле	10	1
283	людей на	1	1
284	он может	3	1
285	и чрезвычайно	1	1
286	ведь и	1	1
287	должна быть	2	1
288	со своей	1	1
289	этом направлении	1	1
290	мы не	6	1
291	других представителей	1	1
292	на внешние	1	1
293	среды и	1	1
294	большое место	1	1
295	говорить о	1	1
296	это отношение	2	1
297	и ее	3	1
298	и отличается	1	1
299	на них	1	1
300	быть в	2	1
301	этим не	1	1
302	а следовательно	1	1
303	значение и	1	1
304	не все	2	1
305	его во	1	1
306	как со	1	1
307	нет и	4	1
308	за пределы	5	1
309	определяется не	1	1
310	сама по	2	1
311	нет как	1	1
312	мы дадим	1	1
313	одному знаменателю	2	1
314	с этим	4	1
315	сознание могло	1	1
316	с себя	1	1
317	это был	1	1
318	все остальные	2	1
319	друга не	1	1
320	сознания в	1	1
321	могли бы	1	1
322	и всецело	1	1
323	и как	3	1
324	его к	2	1
325	для которого	1	1
326	лежит на	1	1
327	явления и	1	1
328	не хочет	1	1
329	жизни эта	1	1
330	ни один	1	1
331	в целом	1	1
332	формы в	2	1
333	все эти	7	1
334	или во	1	1
335	во многих	1	1
336	бы только	1	1
337	если для	1	1
338	все другие	1	1
339	она становится	1	1
340	перестает быть	1	1
341	природной и	1	1
342	и социальной	1	1
343	по ту	1	1
344	есть та	1	1
345	принять если	1	1
346	ведь не	1	1
347	а процесс	1	1
348	у пушкина	1	1
349	в плане	1	1
350	дальше он	1	1
351	может существовать	2	1
352	– очень	1	1
353	наконец его	1	1
354	в социальную	1	1
355	но все	3	1
356	– явление	1	1
357	значительной степени	1	1
358	зрения так	2	1
359	же не	1	1
360	– принадлежит	1	1
361	в другом	2	1
362	с целью	1	1
363	входит в	5	1
364	за собою	1	1
365	предмет –	1	1
366	сознания своей	1	1
367	было бы	4	1
368	после этого	1	1
369	и тем	1	1
370	за ней	1	1
371	не соответствует	1	1
372	в социальном	1	1
373	она и	1	1
374	с тем	1	1
375	во взаимоотношениях	1	1
376	остается в	1	1
377	бы на	1	1
378	но если	2	1
379	что такое	2	1
380	сознания но	1	1
381	можно найти	1	1
382	и без	1	1
383	уже к	1	1
384	в котором	3	1
385	с точки	20	1
386	к одному	4	1
387	существует для	2	1
388	степени не	1	1
389	должны были	1	1
390	ответить на	1	1
391	сознание –	1	1
392	а вне	1	1
393	него не	1	1
394	втором случае	1	1
395	другом и	2	1
396	и более	2	1
397	их в	1	1
398	между двумя	3	1
399	с необычайной	1	1
400	этими двумя	2	1
401	для каждого	3	1
402	она существует	1	1
403	к этим	3	1
404	не по	1	1
405	во всякой	1	1
406	для всего	3	1
407	почве этого	1	1
408	следовательно и	2	1
409	или как	1	1
410	нее нет	1	1
411	ту сторону	1	1
412	же этот	1	1
413	ибо все	1	1
414	в сознании	2	1
415	того же	6	1
416	в нее	1	1
417	его –	1	1
418	не могут	3	1
419	лежит в	1	1
420	отличается от	1	1
421	– с	2	1
422	как человек	1	1
423	внутреннего движения	1	1
424	творчества не	1	1
425	несет с	1	1
426	в ее	7	1
427	он с	1	1
428	в пределах	6	1
429	приводит к	1	1
430	дано в	2	1
431	как с	2	1
432	природе своей	1	1
433	на нее	1	1
434	вещи и	1	1
435	по природе	1	1
436	мог бы	2	1
437	– и	4	1
438	мира и	2	1
439	еще ни	1	1
440	мысль не	1	1
441	оценок и	1	1
442	с человеком	1	1
443	сознание не	1	1
444	и нигде	1	1
445	в самой	1	1
446	направлений и	1	1
447	в значительной	1	1
448	до известной	1	1
449	не выходит	1	1
450	все в	2	1
451	как нет	1	1
452	формула и	1	1
453	во втором	2	1
454	ибо и	1	1
455	и только	2	1
456	так для	1	1
457	и борьбы	1	1
458	придать ей	1	1
459	социальной среды	1	1
460	речи о	1	1
461	– исключительно	1	1
462	как найти	1	1
463	в какой	3	1
464	но ни	1	1
465	не останется	1	1
466	правда и	3	1
467	в природе	1	1
468	бы ни	1	1
469	в голове	1	1
470	со всеми	1	1
471	только этот	1	1
472	можно как	1	1
473	к какому	1	1
474	идеи в	1	1
475	и они	1	1
476	не дает	3	1
477	искать в	1	1
478	а потому	1	1
479	постановка проблемы	2	1
480	смысле этого	3	1
481	для них	2	1
482	но что	1	1
483	дело и	1	1
484	этом отношении	3	1
485	он один	1	1
486	бы это	1	1
487	лишь для	3	1
488	пришли к	1	1
489	с другой	5	1
490	и прежде	2	1
491	и быть	1	1
492	на которые	1	1
493	к более	1	1
494	также в	1	1
495	принадлежит не	1	1
496	от труда	1	1
497	о чем	1	1
498	преимуществу во	1	1
499	материал и	1	1
500	становится по	1	1
501	того духа	1	1
502	на самом	3	1
503	в меру	1	1
504	независимо от	2	1
505	и проблема	1	1
506	требует от	1	1
507	xix века	3	1
508	в той	1	1
509	а между	1	1
510	– что	2	1
511	века и	1	1
512	в тот	2	1
513	неизбежно должна	2	1
514	многих других	1	1
515	чтобы сделать	1	1
516	всего может	1	1
517	этого слова	2	1
518	с этой	2	1
519	все это	3	1
520	глубины и	1	1
521	получить от	1	1
522	же почве	1	1
523	не нашли	2	1
524	культуры и	2	1
525	изменения в	1	1
526	формы и	3	1
527	в силах	1	1
528	организма но	1	1
529	задача которая	1	1
530	а все	1	1
531	этого духа	1	1
532	тема всегда	1	1
533	целый ряд	3	1
534	той или	1	1
535	конце концов	3	1
536	мы должны	3	1
537	более всего	1	1
538	ведь есть	1	1
539	ни к	2	1
540	не допускает	1	1
541	для каких-либо	1	1
542	между ними	4	1
543	с ней	1	1
544	была бы	1	1
545	для нашего	1	1
546	из этого	2	1
547	всего как	1	1
548	превращена в	1	1
549	это так	2	1
550	к этой	2	1
551	цены не	1	1
552	к этому	5	1
553	дает для	1	1
554	которая не	1	1
555	атмосферу и	1	1
