N	3gram	Vygotskiy__4	formyVre
1	и т п	3	11
2	с точки зрения	4	8
3	для того чтобы	19	7
4	не только в	1	5
5	то же время	1	4
6	в то же	1	4
7	как мы уже	1	4
8	друг с другом	4	4
9	в средние века	1	3
10	о том как	2	3
11	и в то	1	3
12	и в этом	3	3
13	во всех этих	2	3
14	мы уже говорили	1	3
15	в том что	12	3
16	и т д	2	3
17	что в этом	1	2
18	равно как и	1	2
19	то же самое	6	2
20	до сих пор	3	2
21	сами по себе	3	2
22	и та же	2	2
23	не было бы	1	2
24	лежит в основе	1	2
25	не для того	3	2
26	одна и та	2	2
27	потому что они	1	2
28	так много в	1	1
29	себе место в	1	1
30	мы будем говорить	1	1
31	сводится к тому	2	1
32	и в сущности	1	1
33	то есть как	1	1
34	его части и	1	1
35	на самом деле	5	1
36	и в заключение	1	1
37	в этот новый	1	1
38	его физическая природа	1	1
39	том что он	3	1
40	мы вовсе не	1	1
41	и целый ряд	1	1
42	как это обычно	1	1
43	в конце концов	3	1
44	так как все	1	1
45	что он не	4	1
46	мы в дальнейшем	1	1
47	жизни и смерти	1	1
48	с ним в	2	1
49	потому что тут	1	1
50	то что в	3	1
51	но в этом	1	1
52	никак не могла	1	1
53	но он не	1	1
54	все это мы	1	1
55	как это делают	1	1
56	к этому вопросу	1	1
57	что весь этот	1	1
58	со всех сторон	1	1
59	с этой точки	1	1
60	вместе с тем	2	1
61	только для того	1	1
62	так как он	1	1
63	в пределах каждой	1	1
64	здесь мы видим	3	1
65	эту борьбу с	1	1
66	то время как	2	1
67	новый смысл и	2	1
68	в любви и	1	1
69	с одной стороны	3	1
70	толпы народа и	1	1
71	на первый взгляд	1	1
72	а также и	1	1
73	и никак не	1	1
74	в нашем анализе	1	1
75	он утверждает что	1	1
76	до некоторой степени	1	1
77	не до конца	1	1
78	потому что всякий	1	1
79	но только в	1	1
80	все это было	2	1
81	с другой стороны	2	1
82	что ему нужно	1	1
83	вместо того чтобы	2	1
84	не может быть	1	1
85	бы не было	1	1
86	что до сих	1	1
87	именно в том	2	1
88	этой точки зрения	1	1
89	то есть в	1	1
90	не был бы	1	1
91	в своем рассказе	1	1
92	но это значит	1	1
93	в то время	2	1
94	том что они	1	1
95	и вместе с	1	1
96	всех этих вещей	1	1
97	в свою очередь	1	1
98	рядом с этим	1	1
99	о том что	10	1
100	с тем что	1	1
101	с самого начала	5	1
102	можно сказать что	1	1
103	и в результате	1	1
104	также и в	1	1
105	это как бы	1	1
106	к тому что	5	1
107	как бы в	1	1
108	и все они	1	1
109	с другом и	2	1
110	что и в	1	1
111	на одном из	1	1
112	в точном смысле	1	1
