N	2gram	Bakhtin_Pr_3	EvropaiE
1	и в	53	37
2	точки зрения	4	23
3	что в	2	21
4	не только	4	18
5	с точки	2	17
6	в то	5	16
7	то же	6	15
8	хотя бы	2	15
9	в своем	1	14
10	но в	5	14
11	же время	5	14
12	в качестве	1	14
13	но и	7	14
14	и не	15	14
15	в этом	8	12
16	в их	2	11
17	в области	3	11
18	в том	14	11
19	так и	6	10
20	в себе	5	9
21	только в	4	9
22	прежде всего	15	9
23	все более	1	9
24	не может	2	9
25	в смысле	2	9
26	в ее	3	8
27	было бы	5	8
28	в своей	3	8
29	между тем	2	8
30	также и	4	7
31	а также	4	7
32	так как	7	7
33	с другой	2	7
34	как и	11	7
35	по своему	6	7
36	может быть	12	6
37	и на	18	6
38	во всех	12	6
39	то есть	48	6
40	том что	5	6
41	вовсе не	3	6
42	для того	1	6
43	и даже	2	6
44	как бы	14	6
45	с этой	1	6
46	то что	9	6
47	столь же	1	5
48	но не	5	5
49	не в	2	5
50	в россии	1	5
51	и по	3	5
52	но если	1	5
53	тем самым	1	5
54	как мы	5	5
55	одной из	4	5
56	и потому	5	5
57	в той	2	5
58	мы не	4	4
59	в ней	7	4
60	независимо от	1	4
61	в самом	2	4
62	во многих	1	4
63	несмотря на	2	4
64	чем в	1	4
65	весьма вероятно	1	4
66	даже в	1	4
67	и притом	1	4
68	в процессе	1	4
69	к ней	1	4
70	в направлении	1	4
71	той или	1	4
72	можно сказать	8	4
73	тем более	2	4
74	именно в	2	4
75	или иной	1	4
76	как это	2	4
77	сказать что	10	4
78	культуры в	1	4
79	в применении	1	3
80	в сфере	1	3
81	и со	1	3
82	того же	2	3
83	время в	1	3
84	в общем	1	3
85	как в	7	3
86	когда он	1	3
87	и к	5	3
88	себе не	1	3
89	но на	1	3
90	в определенном	1	3
91	мы можем	5	3
92	не дает	1	3
93	большинстве случаев	4	3
94	этом смысле	1	3
95	и тем	2	3
96	в них	2	3
97	мы видели	2	3
98	никогда не	2	3
99	отчасти к	1	3
100	потому что	5	3
101	уже и	1	3
102	ли это	1	3
103	во все	5	3
104	всех случаях	1	3
105	можно было	1	3
106	о том	2	3
107	от них	1	3
108	место в	2	3
109	что и	3	3
110	отметить что	2	3
111	народов и	1	3
112	европе и	1	3
113	всяком случае	1	3
114	из них	4	3
115	в известной	2	3
116	к ним	1	3
117	тем что	2	3
118	этом отношении	1	3
119	по своим	1	3
120	и прежде	6	3
121	говорит о	2	3
122	связано с	1	3
123	там где	1	3
124	ни на	1	3
125	применении к	1	3
126	и для	4	3
127	и от	3	3
128	в результате	1	3
129	мира и	2	3
130	жизни в	3	3
131	ее в	3	3
132	как на	1	3
133	в таком	2	3
134	во всяком	1	3
135	и отчасти	2	2
136	и то	1	2
137	есть не	1	2
138	что если	1	2
139	об относительности	1	2
140	меньшей степени	2	2
141	на них	1	2
142	он сам	4	2
143	населения и	1	2
144	друг от	1	2
145	в истории	3	2
146	его на	1	2
147	с этим	2	2
148	хотя и	4	2
149	целый ряд	1	2
150	можно в	1	2
151	что это	2	2
152	в этой	1	2
153	xviii и	2	2
154	и если	3	2
155	главным образом	3	2
156	но именно	1	2
157	он не	3	2
158	и еще	1	2
159	отношений между	1	2
160	в силу	1	2
161	таким образом	6	2
162	в мире	5	2
163	и с	6	2
164	заключается в	1	2
165	с другими	3	2
166	все другие	1	2
167	например с	1	2
168	для них	1	2
169	далеко не	2	2
170	дело идет	1	2
171	в своих	2	2
172	в развитии	3	2
173	в эту	3	2
174	в этих	5	2
175	жизни мира	1	2
176	и сейчас	1	2
177	или точнее	1	2
178	в котором	1	2
179	представление о	1	2
180	не к	1	2
181	и более	2	2
182	можем сказать	1	2
183	на язык	4	2
184	по своей	9	2
185	как будто	2	2
186	именно потому	1	2
187	что на	1	2
188	к той	1	2
189	могут быть	4	2
190	всего в	1	2
191	от друга	1	2
192	на основе	2	2
193	нужно заметить	1	2
194	и ту	1	2
195	мог бы	1	2
196	во многом	2	2
197	наше внимание	1	2
198	по сравнению	4	2
199	и та	1	2
200	и что	1	2
201	и во	4	2
202	в его	8	2
203	во всей	4	2
204	и существенно	1	2
205	мы должны	4	2
206	но с	1	2
207	в органическом	1	2
208	и теперь	1	2
209	есть в	3	2
210	не можем	1	2
211	в большинстве	4	2
212	и других	9	2
213	следует отметить	1	2
214	заметить что	1	2
215	в других	1	2
216	влияние на	12	2
217	в некоторых	4	2
218	пожалуй и	1	2
219	а не	11	2
220	и тут	1	2
221	что все	1	2
222	начиная с	3	2
223	вместе с	2	2
224	и xix	2	2
225	или по	3	2
226	сравнению с	4	2
227	наряду с	5	2
228	в европейской	2	2
229	ко всему	1	2
230	для понимания	2	2
231	или хотя	1	2
232	с большой	2	2
233	или в	1	2
234	и все	10	2
235	еще более	5	2
236	и наконец	2	2
237	мы видим	2	2
238	а в	2	2
239	между ними	2	2
240	другой стороны	1	2
241	жизни и	9	2
242	так но	1	1
243	своей совокупности	1	1
244	ту же	1	1
245	ко всем	2	1
246	например в	5	1
247	связана с	2	1
248	мы здесь	3	1
249	в тех	1	1
250	и это	3	1
251	но тем	1	1
