N	3gram	Propp_Isto_7	Psycholo
1	в самом деле	1	18
2	в том что	4	11
3	с точки зрения	1	9
4	то же самое	1	8
5	мы видим что	3	7
6	мы увидим что	2	7
7	до сих пор	2	5
8	и т п	1	5
9	с одной стороны	4	5
10	с другой стороны	8	5
11	и т д	16	4
12	и то и	1	3
13	здесь совершенно ясно	1	3
14	как если бы	1	3
15	о том что	5	3
16	то и другое	1	3
17	о том как	1	2
18	только в том	1	2
19	как мы увидим	1	2
20	и та же	1	2
21	то что в	3	2
22	вместе с тем	1	2
23	то время как	2	2
24	в данном случае	3	2
25	ничего не может	1	2
26	что у него	4	2
27	то что он	1	2
28	он не мог	1	2
29	мы видели что	1	2
30	мы увидим ниже	1	2
31	мы не можем	2	2
32	образом мы видим	2	2
33	в то время	2	2
34	к тому что	1	2
35	как мы видели	1	2
36	но все же	2	1
37	таким образом что	1	1
38	тех задач которые	1	1
39	уже выше в	3	1
40	более или менее	1	1
41	и может быть	1	1
42	те случаи когда	1	1
43	и показывают что	1	1
44	только там где	1	1
45	никак не может	1	1
46	и действительно мы	1	1
47	он склонен думать	1	1
48	нам кажется что	1	1
49	он не может	1	1
50	в зависимости от	1	1
51	что он не	1	1
52	они представляют собой	1	1
53	можно было бы	1	1
54	и здесь мы	2	1
55	чаще всего в	1	1
56	что и здесь	3	1
57	что под этим	1	1
58	с этой точки	3	1
59	здесь мы видим	1	1
60	конечно не в	1	1
61	и что в	1	1
62	здесь мы имеем	2	1
63	там где он	1	1
64	в противоречие с	1	1
65	мы все же	1	1
66	состоит в том	1	1
67	в которой они	1	1
68	его потому что	1	1
69	достаточно сослаться на	1	1
70	дело не в	3	1
71	не могли объяснить	1	1
72	одна и та	1	1
73	может быть названо	1	1
74	мы видим какие	1	1
75	не только у	1	1
76	один и тот	1	1
77	этой точки зрения	3	1
78	в тех случаях	4	1
79	а в том	2	1
80	с тобой я	1	1
81	склонен думать что	1	1
82	таким образом мы	2	1
83	в том чтобы	2	1
84	в их основе	1	1
85	и что это	1	1
86	что в действительности	1	1
87	мы знаем что	1	1
88	никогда не говорит	1	1
89	с тем и	1	1
90	той роли которую	1	1
91	и вступает в	1	1
92	совершенно очевидно что	1	1
93	таким образом и	1	1
94	том что такое	1	1
95	показывает что он	3	1
96	не может быть	3	1
97	по его мнению	1	1
98	на то чтобы	2	1
99	если бы для	1	1
100	она не может	1	1
101	не в этом	1	1
102	и тот же	1	1
