N	3gram	Medvedev_V_1	Istorich
1	и т д	14	22
2	мы видим что	1	8
3	не может быть	8	7
4	более или менее	6	5
5	с другой стороны	8	5
6	до сих пор	1	5
7	с одной стороны	2	4
8	в том что	5	4
9	по отношению к	7	3
10	то же самое	1	3
11	то время как	1	3
12	в то время	1	3
13	в связи с	3	3
14	о том что	3	3
15	можно было бы	2	3
16	оно может быть	1	2
17	что мы имеем	1	2
18	в зависимости от	5	2
19	но и в	1	2
20	то что в	1	2
21	на этот вопрос	1	2
22	вместе с тем	3	2
23	в конечном итоге	2	2
24	так же как	1	2
25	то же говорит	2	2
26	как будто бы	1	2
27	все же не	1	2
28	мы видели что	3	2
29	большей или меньшей	3	2
30	вопрос о том	1	2
31	по этому поводу	7	2
32	если бы он	1	1
33	вполне естественно что	2	1
34	он вполне возможен	1	1
35	в сад и	1	1
36	только в пределах	1	1
37	достаточно напомнить хотя	1	1
38	в другом месте	2	1
39	в прямом смысле	1	1
40	уже указывалось что	1	1
41	мы имеем дело	1	1
42	иметь в виду	2	1
43	о природе и	1	1
44	равно как и	4	1
45	не говоря уже	1	1
46	подобно тому как	2	1
47	что для того	1	1
48	в этом смысле	1	1
49	в соответствии с	1	1
50	о том как	3	1
51	одной стороны и	2	1
52	только тогда когда	1	1
53	как это делает	3	1
54	в силу того	1	1
55	же как и	1	1
56	как один из	1	1
57	сами по себе	1	1
58	быть отличаем от	1	1
59	только то что	2	1
60	в единый образ	1	1
61	и т п	9	1
62	в противном случае	2	1
63	говоря уже о	1	1
64	эти примеры показывают	1	1
65	является не чем	1	1
66	вспомним хотя бы	1	1
67	в том случае	1	1
68	энгельс в анти-дюринге	1	1
69	напомнить хотя бы	1	1
70	но не могут	1	1
71	уже о том	1	1
72	приводит к тому	1	1
73	в ту же	1	1
74	не чем иным	1	1
75	а не только	1	1
76	в том чтобы	2	1
77	еще в году	1	1
78	мы знаем не	1	1
79	но в то	1	1
80	не только в	2	1
81	люди никогда не	1	1
82	таким образом и	1	1
83	ответ на этот	1	1
84	по существу своему	1	1
85	которых можно было	1	1
86	об этом же	1	1
87	из приведенных выше	3	1
88	не только для	1	1
89	свойственна не только	1	1
90	в большей или	2	1
91	не в том	2	1
92	уже по одному	2	1
93	не могут быть	1	1
94	с большей или	1	1
95	в том отношении	2	1
96	за это время	1	1
97	что они не	1	1
98	таким образом в	2	1
99	чем иным как	1	1
100	это правило в	1	1
101	никогда не может	1	1
102	примеров можно указать	1	1
103	этот труд и	1	1
104	того или иного	1	1
105	в одном из	3	1
106	хотя бы в	3	1
107	мы знаем что	2	1
108	но и для	1	1
109	том отношении что	2	1
110	в саду и	1	1
111	после того как	1	1
112	число которых можно	1	1
113	природных явлений в	1	1
114	к тому что	3	1
115	не значит что	1	1
116	один из видов	1	1
117	в реальной действительности	1	1
118	дело не в	1	1
119	для того чтобы	3	1
120	этом отношении можно	2	1
121	по его мнению	1	1
122	все это не	1	1
123	что во всех	1	1
124	к тому же	1	1
125	том что и	1	1
126	в этом отношении	13	1
127	что он в	1	1
