N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	29
2	то есть	5	21
3	таким образом	10	20
4	и не	9	16
5	в этой	5	13
6	но в	4	12
7	как и	6	12
8	и на	5	11
9	в этом	8	11
10	так и	6	11
11	то же	7	10
12	мы уже	1	10
13	не только	13	10
14	во время	1	10
15	в то	10	10
16	как мы	1	10
17	в романе	15	10
18	все эти	4	9
19	и с	8	9
20	его в	3	9
21	в конце	6	9
22	вовсе не	2	9
23	но и	8	9
24	же время	7	8
25	и его	9	8
26	в его	10	8
27	прежде всего	8	8
28	как бы	11	8
29	в них	1	7
30	мы видели	1	7
31	в том	8	7
32	так как	3	7
33	так же	5	7
34	своего рода	3	6
35	но он	1	6
36	в большинстве	1	6
37	из них	2	6
38	это и	1	5
39	и до	1	5
40	что это	1	5
41	в нем	3	5
42	в своей	6	5
43	уже говорили	1	5
44	в кн	3	5
45	рядом с	2	5
46	и о	1	5
47	это не	7	5
48	у него	6	5
49	сказать что	1	5
50	и по	2	5
51	связана с	1	4
52	и есть	2	4
53	в которой	2	4
54	еще не	5	4
55	с его	1	4
56	в образе	3	4
57	в плане	3	4
58	этот образ	1	4
59	характер этого	1	4
60	в результате	1	4
61	жизнь и	1	4
62	в литературе	2	4
63	и одновременно	1	4
64	что он	6	4
65	руки и	1	4
66	тем что	3	4
67	связан с	1	4
68	с другой	2	4
69	и др	3	4
70	играют в	1	4
71	только для	2	4
72	но это	5	4
73	все это	6	4
74	один из	3	4
75	перед нами	1	4
76	то что	3	4
77	по преимуществу	2	3
78	в доме	1	3
79	и за	1	3
80	той же	1	3
81	и здесь	1	3
82	в чем	4	3
83	но как	1	3
84	и как	1	3
85	то в	1	3
86	в себе	3	3
87	при этом	8	3
88	он не	3	3
89	и вот	1	3
90	и сам	5	3
91	своего времени	1	3
92	в году	16	3
93	а затем	3	3
94	особенно в	2	3
95	такой же	2	3
96	том что	4	3
97	в эту	1	3
98	образом и	1	3
99	не видят	1	3
100	самого начала	1	3
101	и вполне	1	3
102	в ее	2	3
103	с самого	1	3
104	в дальнейшем	4	3
105	роль в	2	3
106	что у	4	3
107	известной мере	2	3
108	образом в	1	3
109	там же	9	3
110	святых и	1	3
111	все время	2	3
112	с ними	2	3
113	и других	2	3
114	и их	1	3
115	в известной	4	3
116	том числе	1	3
117	не случайно	2	3
118	и даже	5	3
119	превращается в	3	3
120	все же	5	3
121	мы видим	4	3
122	тот же	1	3
123	другой стороны	2	3
124	в частности	2	3
125	как известно	2	2
126	по адресу	1	2
127	перед лицом	1	2
128	то время	1	2
129	и со	1	2
130	в виду	1	2
131	он был	1	2
132	ту эпоху	1	2
133	в различных	1	2
134	с одной	1	2
135	но не	5	2
136	если в	1	2
137	что они	4	2
138	в одной	3	2
139	как в	4	2
140	дает нам	1	2
141	это был	3	2
142	не замечая	1	2
143	хотя и	4	2
144	и наконец	2	2
145	и к	1	2
146	романе не	1	2
147	всего романа	1	2
148	бы не	2	2
149	так сказать	2	2
150	на его	4	2
151	после этого	1	2
152	эта система	1	2
153	может быть	8	2
154	и мы	3	2
155	в жизни	1	2
156	ни в	1	2
157	соответствии с	4	2
158	со своими	2	2
159	года и	4	2
160	в один	1	2
161	не мог	1	2
162	в этих	1	2
163	в котором	3	2
164	в их	3	2
165	место в	3	2
166	не столько	2	2
167	большую роль	1	2
168	что я	2	2
169	их в	2	2
170	том же	2	2
171	эпохи был	1	2
172	дело в	1	2
173	но только	1	2
174	никогда не	11	2
175	связи с	1	2
176	как будто	1	2
177	у меня	1	2
178	числе и	1	2
179	к тому	1	2
180	если же	1	2
181	о том	5	2
182	и это	3	2
183	и сегодня	1	2
184	же не	2	2
185	в себя	1	2
186	сам он	1	2
187	во второй	1	2
188	в которые	1	2
189	поэтому в	1	2
190	быть может	3	2
191	с ним	3	2
192	в споре	1	2
193	в ту	2	2
194	всякого рода	2	2
195	он стал	1	2
196	образов и	1	2
197	одной из	3	2
198	то он	1	2
199	замечая что	1	2
200	себя в	2	2
201	и детей	1	2
202	уже не	3	2
203	и у	2	2
204	уже в	2	2
205	его и	2	2
206	мир в	1	2
207	друг друга	2	2
208	как раз	1	2
209	со стороны	1	2
210	о своей	1	2
211	именно в	6	2
212	к которому	2	2
213	нужно сказать	1	2
214	и первый	1	2
215	когда же	1	2
216	с образами	1	2
217	чудесным образом	1	2
218	уже давно	1	2
219	это своего	1	2
220	на свете	1	2
221	и для	1	2
222	в основе	2	2
223	жизни в	3	2
224	его к	1	2
225	нет ничего	3	2
226	о своем	1	2
227	между ними	1	2
228	от всех	1	2
229	не может	7	2
230	но этот	1	2
231	раза в	1	2
232	из этого	2	2
233	но эти	2	2
234	как на	1	2
235	только в	2	2
236	и другие	1	2
237	в своих	3	2
238	к этому	3	2
239	с новыми	1	1
240	ту же	1	1
241	повторяются в	1	1
242	же как	3	1
243	с кем	1	1
244	имя которой	1	1
245	вряд ли	1	1
246	свою жену	1	1
247	за собой	4	1
248	нем нет	1	1
249	поэтому он	1	1
250	из его	1	1
251	в какой-то	1	1
252	видеть в	1	1
253	в самом	3	1
254	века в	1	1
255	этот и	1	1
256	со всех	1	1
257	и тут	1	1
258	в первый	1	1
259	на место	1	1
260	со смертью	1	1
261	не была	1	1
262	человека и	3	1
263	не вполне	1	1
264	направо и	1	1
265	эпохи в	1	1
266	как было	1	1
267	это отношение	1	1
268	жизни как	1	1
269	и он	2	1
270	в сцене	1	1
271	г к	1	1
272	литературы и	1	1
273	собой в	1	1
274	он сам	3	1
275	во имя	1	1
276	создать образ	1	1
277	самом деле	2	1
278	а тем	1	1
279	в быту	2	1
280	в противоречии	1	1
281	не все	1	1
282	конечном счете	1	1
283	отношение к	1	1
284	в наиболее	1	1
285	отличие от	2	1
286	тут же	2	1
287	нет и	2	1
288	античной мифологии	1	1
289	сочетается с	1	1
290	с этим	1	1
291	стороны и	1	1
292	и налево	1	1
293	нами в	1	1
294	и речевая	1	1
295	новую жизнь	1	1
296	в противоположность	1	1
297	и чуда	2	1
298	в этот	2	1
299	он дал	1	1
300	сливается с	1	1
301	унижения и	2	1
302	в целом	6	1
303	за это	1	1
304	думать что	1	1
305	с их	1	1
306	но его	1	1
307	тому же	2	1
308	на то	1	1
309	после чего	1	1
310	на площадях	1	1
311	и если	2	1
312	чтобы перед	1	1
313	например как	1	1
314	главным образом	1	1
315	народной толпы	1	1
316	не значит	1	1
317	эта последняя	1	1
318	к одному	1	1
319	первым и	1	1
320	в силу	1	1
321	на земле	1	1
322	на жизнь	1	1
323	плане образ	1	1
324	и независимо	1	1
325	что она	4	1
326	значение в	1	1
327	в мире	5	1
328	чего он	1	1
329	об этой	1	1
330	об этом	4	1
331	или даже	2	1
332	г в	1	1
333	входит в	1	1
334	которого не	1	1
335	то все	1	1
336	даже в	1	1
337	действительности он	1	1
338	в бытовом	1	1
