N	2gram	Nazirov_Tr_1	Vladivir
1	и в	18	31
2	в году	9	30
3	не только	8	24
4	а к	1	22
5	но и	4	19
6	то что	4	18
7	и не	7	17
8	м м	1	15
9	и даже	4	15
10	у него	6	15
11	в этом	9	14
12	том что	4	14
13	и с	7	14
14	он был	2	14
15	что в	4	14
16	но в	6	12
17	в его	3	12
18	что он	6	12
19	по поводу	2	12
20	с его	2	11
21	о том	2	11
22	в том	2	11
23	потому что	2	11
24	и то	2	10
25	он не	2	10
26	так что	2	10
27	как мы	1	9
28	никогда не	2	9
29	в конце	3	9
30	только в	1	9
31	и по	1	8
32	в то	5	8
33	в дальнейшем	5	8
34	в петербурге	1	8
35	тут же	2	7
36	как это	3	7
37	и его	6	7
38	для него	3	7
39	об этом	4	7
40	о нем	1	7
41	уже в	3	7
42	то же	5	6
43	это было	1	6
44	он и	2	6
45	в котором	1	6
46	и сам	3	6
47	так и	5	6
48	и что	4	6
49	может быть	7	6
50	на этот	1	6
51	и потому	1	6
52	не может	5	6
53	не был	2	5
54	но как	1	5
55	это был	2	5
56	и если	1	5
57	которой он	1	5
58	не в	2	5
59	что и	2	5
60	но он	1	5
61	не было	1	5
62	все это	4	5
63	и от	1	5
64	а также	1	5
65	с ним	3	5
66	в период	1	5
67	я не	4	4
68	в этой	4	4
69	в истории	1	4
70	в своем	3	4
71	и как	3	4
72	говорит что	2	4
73	в которой	1	4
74	в себе	4	4
75	как он	1	4
76	в нем	4	4
77	в россии	1	4
78	как и	5	4
79	несмотря на	5	4
80	еще в	2	4
81	в своей	1	4
82	не раз	1	4
83	же время	6	4
84	к ней	1	4
85	во всем	1	4
86	к нему	3	4
87	по своей	1	4
88	один из	3	4
89	и теперь	1	4
90	в особенности	1	4
91	и все	4	4
92	и особенно	1	4
93	для нас	1	4
94	на себя	1	3
95	и он	3	3
96	и на	7	3
97	но не	1	3
98	в общем	1	3
99	отношение к	2	3
100	за пределы	1	3
101	отнюдь не	3	3
102	как в	3	3
103	все же	5	3
104	первого же	2	3
105	со своей	1	3
106	в целом	4	3
107	он в	1	3
108	все эти	3	3
109	и вот	1	3
110	здесь мы	1	3
111	то есть	3	3
112	отца и	2	3
113	всю жизнь	1	3
114	со своими	1	3
115	не мог	2	3
116	взгляд на	1	3
117	но это	4	3
118	что этот	2	3
119	раз и	2	3
120	и притом	1	3
121	но только	1	3
122	и всегда	1	3
123	ничего не	2	3
124	вот что	1	3
125	таким образом	1	3
126	к тому	2	3
127	время он	1	3
128	жизнь и	3	3
129	ii с	1	3
130	свидетельствует о	1	3
131	и здесь	2	3
132	это была	1	3
133	конце концов	1	3
134	уже не	2	3
135	только на	1	3
136	в виде	2	3
137	с этими	1	3
138	только к	2	3
139	и стал	1	3
140	под влиянием	2	3
141	в связи	1	3
142	вместе с	1	3
143	на одной	1	3
144	но я	1	3
145	но этот	1	3
146	и т	1	2
147	одним из	1	2
148	к своей	1	2
149	это и	1	2
150	и до	2	2
151	и за	2	2
152	той же	1	2
153	хотя бы	1	2
154	ему в	1	2
155	еще не	4	2
156	он сам	7	2
157	и личность	2	2
158	в чем	1	2
159	к жизни	5	2
160	и я	2	2
161	что она	2	2
162	при этом	3	2
163	и еще	1	2
164	по всем	1	2
165	на этом	1	2
166	от нее	1	2
167	приступил к	1	2
168	что все	2	2
169	эта книга	1	2
170	для характеристики	1	2
171	а по	1	2
172	на ту	1	2
173	лишь в	1	2
174	известно что	1	2
175	ни в	2	2
176	в них	1	2
177	рассказывает в	1	2
178	с тем	2	2
179	года и	1	2
180	почти не	1	2
181	что я	4	2
182	значение для	1	2
183	тем не	1	2
184	что сам	1	2
185	на всю	1	2
186	не менее	1	2
187	тем самым	3	2
188	что с	3	2
189	того чтобы	1	2
190	что на	1	2
191	в момент	1	2
192	указывает на	1	2
193	где он	1	2
194	году в	2	2
195	и о	1	2
196	это мы	1	2
197	не столько	1	2
198	не нравится	1	2
199	во многом	1	2
200	часто и	1	2
201	на все	1	2
202	году и	1	2
203	но мы	1	2
204	она всегда	1	2
205	с того	1	2
206	и который	1	2
207	толстой и	1	2
208	времени в	2	2
209	ума и	1	2
210	того что	1	2
211	с ними	1	2
212	всяком случае	1	2
213	он очень	1	2
214	то и	2	2
215	чтобы он	1	2
216	а это	1	2
217	не из	1	2
218	тем что	2	2
219	был даже	1	2
220	даже не	1	2
221	только что	1	2
222	именно так	1	2
223	с которым	1	2
224	виде в	1	2
225	с первого	2	2
226	к себе	1	2
227	в это	2	2
228	о его	2	2
229	в результате	1	2
230	от него	1	2
231	он стал	1	2
232	совершенно не	1	2
233	в самом	2	2
234	к этой	1	2
235	и это	2	2
236	в частности	2	2
237	во всяком	1	2
238	к людям	3	1
239	а из	1	1
240	и есть	1	1
241	что когда	1	1
242	то в	1	1
243	он всегда	4	1
244	в селе	1	1
245	то для	1	1
246	в и	1	1
247	сильное впечатление	1	1
248	что уже	1	1
249	величайшему моему	1	1
250	не вполне	1	1
251	веке в	1	1
252	не способен	1	1
253	в ней	1	1
254	не знал	1	1
255	литературы и	1	1
256	на них	1	1
257	столь же	2	1
258	во всех	1	1
259	году по	1	1
260	значение и	1	1
261	этот тон	1	1
262	тогда как	1	1
263	большое значение	1	1
