N	2gram	Propp_Russ_2	FransuaR
1	и в	29	49
2	прежде всего	2	19
3	в его	1	18
4	и на	6	17
5	не только	10	17
6	и его	1	17
7	в этом	11	15
8	и не	1	15
9	в году	3	13
10	в них	4	13
11	только в	1	13
12	но и	8	13
13	во время	12	12
14	как и	11	11
15	как бы	18	11
16	в этой	3	10
17	в нем	1	9
18	для него	1	9
19	и др	1	9
20	все это	10	9
21	отношение к	1	8
22	смеха и	1	8
23	то же	4	7
24	все же	2	7
25	все эти	3	7
26	таким образом	6	7
27	как мы	3	7
28	один из	2	7
29	не может	5	7
30	к смеху	1	7
31	мы уже	1	6
32	именно в	4	6
33	во всех	3	6
34	смеха в	1	6
35	так и	1	6
36	и с	10	6
37	рядом с	1	6
38	но он	3	6
39	в то	2	6
40	в литературе	1	6
41	и обновления	1	6
42	то что	5	6
43	здесь в	2	6
44	так как	13	6
45	сказать что	1	6
46	из этих	2	5
47	но не	5	5
48	в своем	1	5
49	выражение в	1	5
50	при этом	6	5
51	в эту	3	5
52	в своей	2	5
53	никогда не	2	5
54	тот же	1	5
55	уже в	1	5
56	может быть	13	5
57	в особенности	1	5
58	относится к	1	5
59	и потому	1	5
60	в основном	1	5
61	и до	1	4
62	но в	5	4
63	но все	1	4
64	в этих	3	4
65	и более	1	4
66	с ним	1	4
67	и смех	3	4
68	одна из	11	4
69	с другой	2	4
70	и во	1	4
71	этот момент	1	4
72	а в	9	4
73	тем что	3	4
74	в форме	2	4
75	смерти и	2	4
76	не было	2	4
77	там где	2	4
78	и о	3	4
79	том что	22	4
80	в духе	1	4
81	священные тексты	1	4
82	в своих	2	4
83	значение в	1	4
84	как на	1	4
85	человека и	1	3
86	в самом	1	3
87	в праздник	1	3
88	место в	1	3
89	не был	2	3
90	он пишет	1	3
91	всех этих	1	3
92	можно было	2	3
93	а затем	4	3
94	на все	1	3
95	и других	3	3
96	было бы	3	3
97	из них	4	3
98	далеко не	4	3
99	несмотря на	1	3
100	мы видели	7	3
101	в г	2	3
102	на земле	5	3
103	во всем	2	3
104	в одном	1	3
105	их в	4	3
106	и под	3	3
107	но они	1	3
108	в день	7	3
109	только с	1	3
110	и это	1	3
111	в ее	3	3
112	так в	2	3
113	в xix	3	3
114	связанных с	1	3
115	и вообще	1	3
116	в виду	2	3
117	о том	9	3
118	к нему	4	3
119	смех в	1	3
120	же в	6	3
121	что он	1	3
122	с одной	2	3
123	этом отношении	1	3
124	и особенно	1	3
125	что для	3	3
126	превращается в	1	3
127	связь с	3	3
128	о чем	4	3
