N	2gram	Bakhtin_Fr_6	PoTuStor
1	может быть	2	17
2	и в	41	16
3	в этом	12	9
4	таким образом	17	9
5	мы можем	1	9
6	прежде всего	10	9
7	и с	16	8
8	точки зрения	2	8
9	и его	13	8
10	не может	4	8
11	с его	5	7
12	не только	10	7
13	сказать что	6	7
14	самом деле	4	6
15	конечно не	3	6
16	при этом	3	6
17	с точки	2	6
18	и это	1	6
19	для него	1	6
20	и к	1	6
21	еще не	1	5
22	в чем	3	5
23	отношение к	1	5
24	все эти	11	5
25	только для	1	5
26	ни в	1	5
27	в него	3	5
28	как бы	7	5
29	на самом	1	4
30	и на	9	4
31	и наконец	4	4
32	но в	8	4
33	в этой	8	4
34	в нем	16	4
35	его в	1	4
36	мысли и	1	4
37	все это	11	4
38	как мы	12	4
39	так и	5	4
40	можно сказать	1	4
41	в его	7	4
42	а потому	1	4
43	с ними	1	4
44	только в	3	4
45	для всех	1	4
46	и их	3	4
47	так как	10	4
48	и даже	4	4
49	но и	13	4
50	и не	3	4
51	и все	9	4
52	все что	4	4
53	если б	2	3
54	тех же	2	3
55	во всех	17	3
56	и как	4	3
57	чувств и	1	3
58	мы полагаем	1	3
59	и вот	1	3
60	их в	2	3
61	на этом	2	3
62	том что	7	3
63	во время	9	3
64	сих пор	3	3
65	в одном	5	3
66	в основе	4	3
67	до сих	3	3
68	к себе	2	3
69	те же	3	3
70	мира и	2	3
71	с другими	3	3
72	в том	2	3
73	в большинстве	4	3
74	большинстве случаев	5	3
75	полагаем что	1	3
76	в области	2	3
77	и др	10	3
78	но оно	3	3
79	вместе с	6	3
80	и потому	2	3
81	как это	2	3
82	могут быть	1	3
83	матери и	1	3
84	в основном	1	3
85	что в	7	3
86	в этих	2	3
87	а в	4	3
88	то что	10	3
89	между ними	3	3
90	жизни и	3	3
91	ту же	1	2
92	в самом	10	2
93	мы уже	18	2
94	мы не	2	2
95	и о	1	2
96	говорить о	2	2
97	того же	4	2
98	и говорить	1	2
99	на них	1	2
100	между собой	1	2
101	из этих	2	2
102	нет и	1	2
103	за пределы	2	2
104	с этим	3	2
105	в этот	1	2
106	что это	5	2
