N	2gram	Trubetskoy_1	Literetu
1	а не	1	20
2	и в	23	19
3	может быть	16	17
4	то же	4	12
5	и не	8	11
6	как и	9	10
7	в том	30	10
8	но и	9	10
9	тогда как	6	9
10	в этом	12	9
11	состоит в	1	9
12	в то	6	9
13	в мире	6	9
14	же время	2	9
15	не может	17	9
16	не только	7	8
17	и даже	1	8
18	с другой	6	8
19	том что	19	7
20	так и	10	7
21	и т.д	4	7
22	с одной	3	7
23	я в	2	7
24	то что	18	7
25	и на	6	6
26	в себе	5	6
27	при этом	9	6
28	однако в	1	6
29	не менее	7	6
30	одной стороны	2	6
31	общего пути	1	5
32	я не	2	5
33	столь же	5	5
34	но не	2	5
35	в принципе	1	5
36	он не	3	5
37	одна из	2	5
38	так в	1	5
39	в качестве	1	5
40	для всех	1	5
41	у нас	3	5
42	то есть	2	5
43	того что	6	5
44	вместе с	6	5
45	я и	1	4
46	мы не	1	4
47	того же	9	4
48	по отношению	9	4
49	так что	5	4
50	отнюдь не	2	4
51	для него	2	4
52	точки зрения	13	4
53	не в	8	4
54	даже в	3	4
55	в области	4	4
56	в ней	3	4
57	тех кто	5	4
58	в его	5	4
59	один из	1	4
60	и других	2	4
61	не случайно	1	4
62	каждый из	3	4
63	тем что	1	4
64	прежде всего	3	4
65	в частности	2	4
66	жизни в	1	4
67	другой стороны	5	4
68	жизни и	2	4
69	что в	8	4
70	одним из	4	3
71	и то	4	3
72	тем же	2	3
73	в сущности	2	3
74	во всех	10	3
75	как к	5	3
76	в этой	6	3
77	то и	2	3
78	в нем	3	3
79	всех своих	1	3
80	в глазах	2	3
81	но лишь	1	3
82	перестает быть	1	3
83	такой же	2	3
84	в их	4	3
85	том чтобы	2	3
86	с точки	8	3
87	тем самым	3	3
88	никогда не	4	3
89	ничего не	1	3
90	и его	1	3
91	этот путь	1	3
92	данном случае	3	3
93	в себя	2	3
94	и с	5	3
95	быть может	1	3
96	в другом	2	3
97	но с	2	3
98	а в	3	3
99	так как	7	3
100	себе и	1	3
101	следует признать	1	3
102	со стороны	1	3
103	и жизни	1	3
104	в равной	1	3
105	в данном	3	3
106	а именно	1	3
107	по существу	6	3
108	мыслится как	1	3
109	в культуре	1	3
110	в начале	2	3
111	и для	6	3
112	и как	1	3
113	что он	7	3
114	отношению к	9	3
115	как на	4	3
116	ту же	2	2
117	же как	3	2
118	и до	3	2
119	той же	1	2
120	из своих	1	2
121	на себя	1	2
122	с ее	2	2
123	из того	4	2
124	к своему	1	2
125	во имя	3	2
126	но как	2	2
127	если в	1	2
128	очевидно что	3	2
129	в истории	3	2
130	все же	13	2
131	и наконец	3	2
132	и к	5	2
133	но в	4	2
134	то в	2	2
135	со своей	1	2
136	в целом	5	2
137	в нашем	3	2
138	о которой	2	2
139	культуры как	3	2
140	и сам	2	2
141	на этом	2	2
142	одно и	1	2
143	в каждом	1	2
144	а затем	2	2
145	солдат и	1	2
146	в жизни	3	2
147	в них	2	2
148	нет в	2	2
149	с этой	3	2
150	с тем	2	2
151	а за	1	2
152	он и	1	2
153	и еще	1	2
154	как бы	10	2
155	в такой	4	2
156	и без	5	2
157	не к	1	2
