N	2gram	Propp_Russ_1	Problemy
1	и в	36	35
2	как бы	5	31
3	и не	6	27
4	что он	1	24
5	в его	2	21
6	но в	2	19
7	как и	10	18
8	не может	4	18
9	к другому	2	16
10	в нем	2	16
11	то есть	3	16
12	то же	3	15
13	и все	1	15
14	в этом	12	14
15	и его	1	14
16	может быть	8	14
17	но и	16	14
18	все это	6	14
19	он не	1	13
20	что я	1	13
21	к нему	1	13
22	и с	2	12
23	и к	3	12
24	в пределах	1	11
25	в то	1	11
26	самом деле	1	10
27	не только	22	10
28	то что	6	10
29	на самом	2	9
30	мы уже	1	8
31	все же	5	8
32	как мы	10	8
33	так и	7	8
34	себя и	2	8
35	и для	2	8
36	потому что	10	8
37	еще не	4	7
38	на них	1	7
39	с его	1	7
40	себе и	1	7
41	и наконец	1	7
42	там где	2	7
43	таким образом	6	7
44	для себя	1	7
45	и сам	1	7
46	в виде	6	7
47	так же	3	7
48	точки зрения	3	7
49	с ним	2	7
50	а в	9	7
51	отношению к	1	7
52	и на	10	6
53	но не	2	6
54	по отношению	1	6
55	что они	7	6
56	что у	2	6
57	в каждом	2	6
58	к тому	4	6
59	в одном	3	6
60	и что	4	6
61	слово с	1	6
62	только в	4	6
63	слова в	3	6
64	но это	4	6
65	от него	1	6
66	не знает	1	6
67	что в	19	6
68	как в	5	5
69	в себе	1	5
70	он и	1	5
71	во время	14	5
72	его с	4	5
73	и это	1	5
74	в глаза	1	5
75	в том	17	5
76	с ними	5	5
77	так что	2	5
78	этого слова	3	5
79	в чем	1	4
80	та же	2	4
81	что это	3	4
82	друг с	1	4
83	но все	3	4
84	же не	2	4
85	из своего	1	4
86	его в	1	4
87	в них	6	4
88	и без	1	4
89	это слово	1	4
90	как будто	5	4
91	еще в	4	4
92	между тем	7	4
93	наконец в	1	4
94	и так	1	4
95	и у	5	4
96	только на	3	4
97	всяком случае	1	4
98	так как	15	4
99	не о	1	4
100	у него	2	4
101	тем что	4	4
102	с другом	1	4
103	что не	1	4
104	до конца	2	4
105	а не	2	4
106	с которым	1	4
107	по своему	1	4
108	в той	1	4
109	тот же	1	4
110	во всяком	1	4
111	говорить о	1	3
112	в виду	1	3
113	как символ	2	3
114	во всех	4	3
115	совсем не	1	3
116	в общем	1	3
117	с этим	2	3
118	когда он	2	3
119	его к	2	3
120	в целом	2	3
121	все эти	2	3
122	тому же	1	3
123	к другу	2	3
124	было бы	1	3
125	нет в	1	3
126	с тем	8	3
127	такой же	2	3
128	сам и	1	3
129	не как	1	3
130	собой и	1	3
131	ничего не	3	3
132	или как	1	3
133	только с	1	3
134	всего этого	1	3
135	под влиянием	1	3
136	и во	1	3
137	что и	7	3
138	это не	10	3
139	в форме	1	3
140	друг к	2	3
141	того что	4	3
142	нуждается в	1	3
143	он уже	1	3
144	уже не	6	3
145	уже в	1	3
146	из них	8	3
147	его и	2	3
148	а с	4	3
149	i это	1	3
150	другому и	1	3
151	и своего	1	3
152	мы остановимся	1	3
153	в начале	1	3
154	которой он	1	3
155	это как	1	3
156	мы должны	2	3
157	том что	19	3
158	сказать что	1	3
159	например в	2	2
160	чтобы не	1	2
161	показать что	1	2
162	в первом	1	2
163	она в	3	2
164	надо было	1	2
165	еще до	2	2
166	кто же	1	2
167	в каждой	1	2
168	него он	1	2
169	в ней	2	2
170	и определяется	1	2
171	в которых	5	2
172	должна была	2	2
173	с которыми	1	2
174	отличие от	1	2
175	не просто	2	2
176	в своем	3	2
177	мы можем	2	2
178	хотя и	2	2
179	и как	2	2
180	увидим что	1	2
181	в этот	10	2
182	в которой	1	2
183	как он	2	2
184	теми же	1	2
185	при этом	6	2
186	всех этих	2	2
187	собой не	1	2
188	с таким	1	2
189	их в	3	2
190	и по	8	2
191	на этом	3	2
192	а затем	1	2
193	что все	1	2
194	было в	1	2
195	ни в	1	2
196	и того	1	2
197	в этих	3	2
198	с точки	3	2
199	в отличие	1	2
200	своего рода	3	2
201	но эта	1	2
202	что сам	1	2
203	же но	1	2
204	как можно	2	2
205	между двумя	2	2
206	тому что	4	2
207	вопрос о	1	2
208	не менее	3	2
209	но что	2	2
210	подобно тому	1	2
211	к ней	2	2
212	iv в	1	2
213	обращает на	1	2
214	слова с	1	2
215	и он	1	2
216	из их	1	2
217	всем этим	1	2
218	всей своей	1	2
219	так в	4	2
220	приводит к	3	2
221	в дальнейшем	2	2
222	он так	2	2
223	с собой	4	2
224	можно было	1	2
225	здесь он	1	2
226	те же	1	2
227	жизнь и	1	2
228	для этого	2	2
229	и вообще	1	2
