N	3gram	Medvedev_F_2	Psycholo
1	в том что	2	17
2	для того чтобы	3	13
3	в самом деле	5	11
4	с точки зрения	7	10
5	и т п	9	8
6	не может быть	10	8
7	на самом деле	3	5
8	до сих пор	1	5
9	в этом отношении	7	5
10	в художественном произведении	1	5
11	мы знаем что	1	4
12	что в основе	1	4
13	том случае если	1	4
14	сам по себе	3	4
15	в том случае	2	4
16	в данном случае	1	4
17	тем не менее	1	4
18	только в том	1	4
19	сами по себе	2	3
20	с тем что	5	3
21	в том чтобы	1	3
22	в конце концов	2	3
23	сделать камень каменным	1	3
24	что и в	1	3
25	он не может	1	2
26	и не может	3	2
27	что он не	1	2
28	как и в	1	2
29	на этот вопрос	1	2
30	такой же материал	1	2
31	если же мы	1	2
32	не в том	3	2
33	столько же сколько	1	2
34	в искусстве есть	1	2
35	все более и	1	2
36	бы то ни	1	2
37	таким образом сюжет	1	2
38	во всяком случае	5	2
39	тем что его	1	2
40	в этой области	1	2
41	таким образом в	1	2
42	то же время	5	2
43	в свою очередь	1	2
44	того или иного	4	2
45	с другой стороны	3	2
46	искусство как прием	2	2
47	в то же	5	2
48	более и более	1	2
49	к тому что	2	2
50	и т д	5	2
51	при анализе произведения	1	1
52	сюжетная обработка этой	1	1
53	стилистических мотивов поэтому	1	1
54	и в поэзии	1	1
55	с приемами хотя	1	1
56	надобности не встречается	1	1
57	что иное как	1	1
58	также выразительные движения	1	1
59	есть лишь материал	1	1
60	мотивов песня комбинация	1	1
61	известной зависимости между	1	1
62	не могла быть	1	1
63	ним отношение которое	1	1
64	все дело в	1	1
65	по существу и	1	1
66	то ни стало	2	1
67	о методах изучения	1	1
68	что и со	1	1
69	если мы в	1	1
70	в ней и	1	1
71	и рифма в	1	1
72	отношение которое в	1	1
73	установление известной зависимости	1	1
74	имеем в виду	1	1
75	теории формализма и	1	1
76	и в принципе	1	1
77	этим возникает эмоциональное	1	1
78	о звуках в	1	1
79	тому что и	1	1
80	морфемы или же	1	1
81	комбинация стилистических мотивов	1	1
82	поэтического творчества так	1	1
83	обработка этой фабулы	1	1
84	в этом смысле	2	1
85	а сюжетная обработка	1	1
86	один и тот	1	1
87	возникает эмоциональное к	1	1
88	новые и новые	1	1
89	приемы сюжетосложения сходны	1	1
90	в этом случае	1	1
91	движения органов речи	1	1
92	что же касается	1	1
93	этого понятия в	1	1
94	и там где	1	1
95	стихотворения и его	1	1
96	сюжетности надобности не	1	1
97	чтобы показать что	1	1
98	во что бы	1	1
99	поэтической речи но	1	1
100	свою очередь влечет	1	1
101	понятии содержание при	1	1
102	между тем в	1	1
103	и для всех	1	1
104	хотя бы звуковой	1	1
105	в таком случае	1	1
106	в зависимости от	3	1
107	способствуют также выразительные	1	1
108	фабулы произведенная введением	1	1
109	в отличие от	2	1
110	так что восприятие	1	1
111	но и в	3	1
112	все эти утверждения	1	1
113	не было бы	1	1
114	только то что	1	1
115	но он не	1	1
116	лишь материал для	1	1
117	и в других	1	1
118	его звуками последнему	1	1
119	на деле и	1	1
120	с этим возникает	1	1
121	роман героя с	1	1
122	звуков артикуляционных движений	1	1
123	может быть даже	1	1
124	поэтического произведения с	1	1
125	допустим вместе с	1	1
126	комбинация мотивов песня	1	1
127	влечет установление известной	1	1
128	в противном случае	1	1
129	изучения литературы а	1	1
130	звуками последнему способствуют	1	1
131	по самому своему	1	1
132	произведения искусства с	1	1
133	по крайней мере	1	1
134	то или иное	1	1
135	которое в свою	1	1
136	вместе с тем	4	1
137	по аналогии с	1	1
138	и в этих	1	1
139	того что они	1	1
140	звуковая сторона морфемы	1	1
141	татьяной а сюжетная	1	1
142	эмоциональное к ним	1	1
143	одинаковы с приемами	1	1
144	инструментовки произведения словесности	1	1
