N	2gram	Propp_Russ_1	Marksizm
1	может быть	8	28
2	и пр	2	25
3	и в	36	19
4	как бы	5	19
5	и не	6	19
6	не может	4	18
7	точки зрения	3	17
8	то же	3	16
9	и его	1	16
10	как мы	10	15
11	в этом	12	15
12	таким образом	6	14
13	не только	22	13
14	с точки	3	13
15	связи с	4	13
16	в нем	2	11
17	если бы	1	11
18	так и	7	10
19	но и	16	10
20	в пределах	1	10
21	том что	19	10
22	самом деле	1	9
23	при этом	6	9
24	как и	10	9
25	в основе	1	9
26	а не	2	9
27	на почве	1	9
28	с его	1	8
29	по отношению	1	8
30	в то	1	8
31	только в	4	8
32	слова в	3	8
33	отнюдь не	2	8
34	не является	1	8
35	отношению к	1	8
36	на самом	2	7
37	его в	1	7
38	и более	2	7
39	одна из	4	7
40	в том	17	7
41	в связи	4	7
42	и для	2	7
43	но в	2	7
44	в таком	1	7
45	мы уже	1	6
46	во всех	4	6
47	и как	2	6
48	ни в	1	6
49	к тому	4	6
50	и следовательно	1	6
51	быть и	2	6
52	между тем	7	6
53	мы можем	2	6
54	и все	1	6
55	в свою	3	6
56	того же	1	5
57	к другому	2	5
58	и на	10	5
59	все же	5	5
60	на этой	2	5
61	в данном	1	5
62	в их	4	5
63	свою очередь	2	5
64	и здесь	2	5
65	к нему	1	5
66	в его	2	5
67	в форме	1	5
68	в большинстве	2	5
69	большинстве случаев	2	5
70	в той	1	5
71	этого слова	3	5
72	и того	1	5
73	к этому	4	5
74	так же	3	5
75	тем же	1	4
76	должна быть	1	4
77	и ее	1	4
78	только на	3	4
79	в себе	1	4
80	на то	1	4
81	значение в	1	4
82	это не	10	4
83	было бы	1	4
84	и тем	1	4
85	мы видели	1	4
86	одного и	1	4
87	тому что	4	4
88	ничего не	3	4
89	русском языке	1	4
90	для себя	1	4
91	по мере	1	4
92	в русском	4	4
93	того что	4	4
94	с ними	5	4
95	что он	1	4
96	и их	4	4
97	влияние на	1	4
98	пр и	1	4
99	в основном	3	4
100	к пониманию	1	4
101	то что	6	4
102	сказать что	1	4
103	таком случае	1	3
104	и до	2	3
105	не имеют	1	3
106	в ней	2	3
107	еще не	4	3
108	иногда и	5	3
109	отличие от	1	3
110	относится к	1	3
111	в истории	1	3
112	с этим	2	3
113	перед нами	1	3
114	все эти	2	3
115	в этой	1	3
116	слово в	1	3
117	он не	1	3
118	не к	1	3
119	не как	1	3
120	здесь мы	1	3
121	от одного	1	3
122	в этих	3	3
123	в отличие	1	3
124	а иногда	4	3
125	не имеет	6	3
126	у нас	8	3
127	могут быть	2	3
128	и это	1	3
129	значения и	2	3
130	на основе	1	3
131	о том	8	3
132	что и	7	3
133	в двух	1	3
134	в какой	2	3
135	в качестве	3	3
136	его и	2	3
137	так как	15	3
138	же деле	1	3
139	связано с	1	3
140	не было	2	3
141	самом же	1	3
142	слово для	1	3
143	в различных	2	3
144	а в	9	3
145	во всяком	1	3
146	собственном смысле	1	2
147	из всего	1	2
148	вопрос о	1	2
149	зависимости от	1	2
150	мы здесь	1	2
151	и он	1	2
152	он был	2	2
153	именно эти	1	2
154	иное как	2	2
155	значение и	2	2
156	ответ на	1	2
157	что они	7	2
158	в собственном	1	2
159	независимо от	2	2
160	в своем	3	2
161	в противном	1	2
162	его к	2	2
163	от этого	1	2
164	что это	3	2
165	в нашем	2	2
166	в тех	4	2
167	свет на	1	2
168	значение так	1	2
169	тому же	1	2
170	и с	2	2
171	на все	2	2
172	то есть	3	2
173	уже знаем	1	2
174	в жизни	2	2
175	всем этим	1	2
176	далеко не	3	2
177	и потому	2	2
178	он и	1	2
179	мы не	6	2
180	и всюду	1	2
181	нас не	2	2
182	место в	1	2
183	они уже	1	2
184	точку зрения	1	2
185	но они	3	2
186	слова как	1	2
187	или как	1	2
188	только с	1	2
189	должны быть	1	2
190	его значение	1	2
191	если же	1	2
192	и о	1	2
193	приводит к	3	2
194	не с	3	2
195	прав в	1	2
196	всяком случае	1	2
197	или может	1	2
198	но не	2	2
199	мы увидим	8	2
200	и у	5	2
201	уже в	1	2
202	в виде	6	2
203	свидетельствует о	1	2
204	но для	1	2
205	мы знаем	1	2
206	не так	1	2
207	привела к	1	2
208	но что	2	2
209	у него	2	2
210	тем что	4	2
211	в особенности	2	2
212	характерен для	1	2
213	а с	4	2
214	что не	1	2
215	противном случае	1	2
216	они не	1	2
217	до конца	2	2
218	не на	2	2
219	однако и	1	2
220	и непосредственно	2	2
221	так называемой	3	2
222	о чем	3	2
223	вместе с	10	2
224	границы между	1	2
225	направление в	1	2
226	там где	2	2
227	как из	1	2
228	в начале	1	2
229	в более	2	2
230	или в	2	2
231	от него	1	2
232	следовательно и	1	2
233	между ними	1	2
234	не знает	1	2
235	жизни и	1	2
236	что в	19	2
237	именно здесь	1	2
238	как на	1	2
239	как известно	2	1
240	то на	3	1
241	можно говорить	2	1
242	также и	1	1
243	например в	2	1
244	и действительно	1	1
245	в разные	2	1
246	рассказов и	1	1
247	но тем	2	1
248	между двумя	2	1
249	другие однако	1	1
250	что эти	1	1
251	и за	1	1
252	и могут	1	1
253	на тех	2	1
254	а совершенно	1	1
255	не приходится	1	1
256	из глубин	1	1
257	имеет свою	1	1
258	работы на	2	1
259	говорить о	1	1
260	что иное	2	1
261	которое в	1	1
262	так а	1	1
