N	4gram	Bakhtin_Pr_4	VLabPisa
1	в то же время	5	5
2	и в то же	1	3
3	и не может быть	5	2
4	в большей или меньшей	2	2
5	с одной стороны и	1	2
6	в том числе и	3	2
7	большей или меньшей степени	2	2
8	до сих пор не	2	1
9	никогда не может быть	1	1
10	не может обойтись без	1	1
11	одно и то же	1	1
12	но в то же	2	1
13	то это вовсе не	1	1
14	в той или иной	1	1
15	и так или иначе	1	1
16	между ними нет и	1	1
17	но между ними нет	1	1
18	как если бы он	1	1
19	нет и не может	2	1
20	одну и ту же	1	1
21	во время работы над	1	1
22	уже сама по себе	1	1
