N	3gram	Losev_Prob_5	Vladivir
1	в том что	8	9
2	в связи с	7	8
3	во всяком случае	2	6
4	в то время	3	6
5	тем не менее	5	6
6	и то что	3	5
7	как это мы	1	4
8	по крайней мере	4	4
9	в это время	2	4
10	необходимо сказать что	4	4
11	можно судить по	1	4
12	содержит в себе	1	4
13	в те времена	2	3
14	дело в том	2	3
15	с точки зрения	8	3
16	в то же	1	3
17	точно так же	3	3
18	в конце концов	6	3
19	так или иначе	1	3
20	то же время	1	3
21	о том что	9	3
22	хотя и не	1	2
23	не говоря уже	1	2
24	на то что	2	2
25	в настоящее время	3	2
26	том что он	2	2
27	конечно не мог	1	2
28	можно было бы	1	2
29	говоря уже о	1	2
30	вот что пишет	1	2
31	сам по себе	1	2
32	на эту тему	1	2
33	в данном случае	2	2
34	не только в	1	2
35	или по крайней	1	2
36	после того как	3	2
37	до некоторой степени	4	2
38	и в его	1	2
39	и все же	1	2
40	что иное как	3	1
41	и в конце	1	1
42	уже содержит в	1	1
43	не к кому	1	1
44	во что бы	1	1
45	он все же	1	1
46	то ни стало	1	1
47	чуть ли не	1	1
48	своей работе года	1	1
49	и в частности	3	1
50	равно как и	2	1
51	но даже и	2	1
52	также и в	2	1
53	в том числе	2	1
54	что несмотря на	1	1
55	крайней мере в	1	1
56	в своей работе	1	1
57	как раз и	1	1
58	не было и	1	1
59	до сих пор	2	1
60	и никак не	2	1
61	для себя место	1	1
62	бы то ни	2	1
63	у него не	1	1
64	с ним в	1	1
65	в этом отношении	1	1
66	которого мы находим	1	1
67	никак не мог	2	1
68	статью под названием	1	1
69	на первом плане	3	1
70	является для нас	1	1
71	и не в	2	1
72	вместе с тем	3	1
73	что он и	2	1
74	что бы то	1	1
75	было бы с	1	1
76	но в то	1	1
77	а восстановление его	1	1
78	в стихотворении года	5	1
79	указать хотя бы	1	1
80	а также и	1	1
81	и как бы	1	1
82	то время как	3	1
83	как и вообще	1	1
84	не только как	1	1
85	нам представляется что	1	1
86	на земле в	1	1
87	уже и в	1	1
88	хотя бы на	1	1
89	в конечное торжество	1	1
90	вы не знаете	1	1
91	и в том	1	1
92	не может быть	2	1
93	мы читаем и	1	1
94	здесь перед нами	1	1
95	что и здесь	1	1
96	насколько можно судить	1	1
97	и без всяких	1	1
98	то что я	1	1
99	у него и	1	1
100	к кому другому	1	1
101	но тем не	1	1
102	мы находим у	1	1
103	и притом в	1	1
104	и даже с	1	1
105	достаточно указать хотя	1	1
106	связи с этим	1	1
107	мы увидим ниже	1	1
108	мы прежде всего	1	1
109	с самого начала	1	1
110	нас в настоящее	2	1
111	смысле а именно	1	1
112	также и с	1	1
113	в самом деле	1	1
114	и можно сказать	1	1
115	но все же	2	1
116	с этой стороны	1	1
117	можно сказать что	3	1
118	только тогда когда	3	1
119	мере в двух	1	1
120	также и то	2	1
121	в этом смысле	3	1
122	для нас в	2	1
123	в этом виде	1	1
124	по этому поводу	2	1
125	но это не	1	1
126	в котором можно	1	1
127	если не прямо	2	1
128	не что иное	3	1
129	оказывается что в	2	1
130	в сравнении с	3	1
131	он вместе с	1	1
132	никак не может	2	1
133	для того чтобы	2	1
134	а именно в	3	1
135	которых вы не	1	1
136	к тому же	1	1
137	и т д	1	1
