N	2gram	Vinokur_Ku_2	Dialekti
1	не есть	1	47
2	и не	16	30
3	т е	22	30
4	может быть	15	20
5	не только	20	19
6	и в	23	19
7	по себе	10	18
8	и т	39	17
9	а не	10	16
10	в себе	1	15
11	т д	14	15
12	что она	3	14
13	потому что	25	14
14	то что	9	14
15	в том	19	14
16	так как	15	14
17	и даже	2	14
18	как бы	4	14
19	вовсе не	9	13
20	то же	6	12
21	точки зрения	14	12
22	не просто	2	12
23	но и	7	12
24	значит что	1	12
25	и все	2	12
26	и как	1	10
27	что это	7	10
28	в нем	4	10
29	ни в	4	10
30	как и	2	10
31	том что	11	10
32	сказать что	4	10
33	так и	4	10
34	это не	6	10
35	по крайней	6	9
36	никогда не	2	9
37	крайней мере	6	9
38	же и	2	9
39	не может	9	9
40	она есть	1	9
41	мы уже	1	8
42	в этом	18	8
43	в своей	2	8
44	с точки	8	8
45	не в	8	8
46	есть нечто	1	8
47	она не	2	8
48	прежде всего	8	8
49	и то	5	7
50	есть не	1	7
51	время как	1	7
52	сама по	1	7
53	так что	1	7
54	и к	1	7
55	должно быть	4	7
56	как это	5	7
57	в поэзии	1	7
58	только тогда	1	7
59	но что	2	7
60	как будто	2	7
61	совершенно не	3	7
62	но это	3	7
63	что в	10	7
64	чтобы не	2	6
65	я не	5	6
66	но не	6	6
67	что они	2	6
68	отнюдь не	4	6
69	тогда когда	1	6
70	в то	4	6
71	и вообще	2	6
72	что он	5	6
73	конечно не	2	6
74	не потому	1	6
75	что не	6	6
76	того что	3	6
77	да и	6	6
78	и потому	2	5
79	и это	3	5
80	должна быть	5	5
81	говорить о	4	5
82	в силу	7	5
83	в одну	2	5
84	все равно	2	5
85	же время	3	5
86	и его	3	5
87	и с	7	5
88	в виду	3	5
89	сознания и	2	5
90	о том	1	5
91	и что	8	5
92	можно сказать	4	5
93	но как	1	5
94	не то	2	5
95	что и	3	5
96	с другой	8	5
97	а именно	2	5
98	и пр	8	5
99	и следовательно	2	5
100	в одно	1	5
101	что поэзия	1	5
102	по своему	1	5
103	как раз	3	5
104	только что	1	5
105	в самом	12	5
106	только в	5	5
107	и есть	2	4
108	еще не	5	4
109	самом деле	9	4
110	или иное	3	4
111	независимо от	1	4
112	в своем	2	4
