N	2gram	Tiupa_Vved_1	Psycholo
1	то что	6	32
2	и в	13	31
3	в том	10	30
4	то есть	8	26
5	что в	3	23
6	может быть	18	22
7	таким образом	4	20
8	при этом	26	19
9	не может	7	17
10	как и	11	16
11	том что	7	16
12	и не	12	16
13	точки зрения	1	15
14	только в	6	14
15	не только	20	13
16	что и	2	13
17	а не	15	13
18	мы не	4	12
19	если мы	1	12
20	так же	1	12
21	в этом	21	12
22	в самом	2	11
23	не в	6	11
24	в области	3	11
25	могут быть	4	11
26	в сущности	1	10
27	на то	1	10
28	того что	6	10
29	потому что	5	10
30	самом деле	3	9
31	по себе	2	9
32	как в	4	9
33	и что	1	8
34	всякий раз	1	8
35	никогда не	4	8
36	что мы	2	8
37	вместе с	1	8
38	все это	1	8
39	во всяком	1	8
40	том чтобы	2	7
41	сказать что	1	7
42	того чтобы	1	7
43	и его	5	7
44	о том	5	7
45	есть в	2	7
46	тому как	2	7
47	что он	1	7
48	что это	1	6
49	зависимости от	1	6
50	отнюдь не	7	6
51	целый ряд	2	6
52	из этих	3	6
53	что она	1	6
54	было бы	4	6
55	если бы	7	6
56	в его	4	6
57	вслед за	2	6
58	всяком случае	1	6
59	вовсе не	1	6
60	и даже	1	6
61	одной стороны	5	6
62	до конца	3	6
63	а в	6	6
64	в зависимости	1	5
65	то же	5	5
66	в ее	1	5
67	с одной	5	5
68	в целом	3	5
69	подобно тому	2	5
70	несмотря на	1	5
71	иначе говоря	6	5
72	в то	4	5
73	в процессе	1	5
74	как будто	4	5
75	не является	3	5
76	для нас	2	5
77	с другой	5	5
78	мы видим	1	5
79	в какой	4	5
80	так что	1	5
81	само по	1	5
82	как бы	4	5
83	все же	6	5
84	и для	3	5
85	и все	4	5
86	другой стороны	2	5
87	в котором	8	4
88	мы имеем	5	4
89	в виду	1	4
90	столь же	1	4
91	точка зрения	3	4
92	у него	1	4
93	отличие от	2	4
94	в себе	5	4
95	и если	1	4
96	в совершенно	1	4
97	различие между	1	4
98	от себя	1	4
99	что я	1	4
100	тому что	1	4
101	одна из	4	4
102	у нас	1	4
103	к тому	6	4
104	те же	2	4
105	со стороны	5	4
106	никак не	2	4
107	прежде всего	7	4
108	между тем	1	4
109	один из	3	4
110	мы увидим	1	4
111	и у	1	4
112	могло бы	3	4
113	мы можем	2	4
114	и так	1	4
115	как это	1	4
116	и о	1	4
117	в результате	3	4
118	в этих	3	4
119	указывает на	1	4
120	в искусстве	1	4
121	в своих	2	4
122	к этому	2	4
123	речь идет	1	3
124	например в	2	3
125	тем же	1	3
126	должна быть	2	3
127	той же	1	3
128	нуждаются в	1	3
129	из которых	1	3
130	в которых	1	3
131	но не	5	3
132	конечном счете	1	3
133	сущности говоря	1	3
134	стороны и	1	3
135	в художественном	1	3
136	в своем	5	3
137	хотя и	7	3
138	и к	2	3
139	но в	6	3
140	в произведении	1	3
141	та же	1	3
142	уже в	1	3
143	в этой	1	3
144	его и	1	3
145	тому же	4	3
146	состоит в	10	3
147	в силу	2	3
148	и вот	1	3
149	и по	3	3
150	тому чтобы	1	3
151	к которым	1	3
152	с тем	1	3
153	в слове	3	3
154	в своей	5	3
155	представить себе	2	3
156	в отличие	2	3
157	во всем	1	3
158	что на	2	3
159	все то	1	3
160	но только	1	3
161	что все	1	3
162	роль в	1	3
163	так и	8	3
164	что у	1	3
165	он не	3	3
166	в конечном	1	3
167	в частности	13	3
168	дело с	2	3
169	который в	2	3
170	не можем	2	3
171	только на	1	3
172	человека не	1	3
173	слова в	2	3
174	в конце	1	3
175	и только	1	3
176	точек зрения	2	3
177	не было	2	3
178	в одной	2	3
179	евгении онегине	1	3
180	исходя из	2	3
181	но это	3	3
182	каждой из	1	3
183	это все	1	3
184	жизни и	7	3
185	все что	3	3
186	в таком	1	3
187	я сказал	1	2
188	таком случае	1	2
189	того же	1	2
190	на самом	4	2
191	тех же	1	2
192	идет о	1	2
193	которое может	1	2
194	из всех	1	2
195	как мы	3	2
196	сведена к	1	2
197	благодаря тому	1	2
198	это отношение	1	2
199	на основе	1	2
200	но как	1	2
201	а только	1	2
202	отношение к	2	2
203	быть сведена	1	2
204	что они	1	2
205	если она	2	2
206	как к	1	2
207	более или	2	2
208	к чему	1	2
209	действия и	1	2
210	бы и	4	2
211	представляет собой	15	2
212	и тот	1	2
213	как он	2	2
214	в нем	5	2
215	и с	2	2
216	этом смысле	1	2
217	и тем	2	2
218	произведение как	1	2
219	в них	2	2
220	далеко не	4	2
221	очень легко	1	2
222	не всегда	2	2
223	или менее	2	2
224	что такое	18	2
225	иначе как	1	2
226	бы мы	1	2
227	стало быть	7	2
228	тем не	3	2
229	их в	2	2
230	том же	1	2
231	даже в	1	2
232	что есть	1	2
233	можно ли	1	2
234	не менее	4	2
235	тем самым	5	2
236	в науке	1	2
237	в основе	3	2
238	это мы	1	2
239	и теперь	1	2
240	к работе	1	2
241	в сознании	4	2
242	этом отношении	4	2
243	ли это	2	2
244	может показаться	1	2
245	есть только	1	2
246	же самое	1	2
247	если же	1	2
248	приводит к	2	2
249	это только	2	2
250	с ним	3	2
251	в настоящее	1	2
252	совершенно другим	1	2
253	настоящее время	1	2
254	но и	19	2
255	случае не	1	2
256	в евгении	1	2
257	самому себе	1	2
258	тем или	1	2
259	в другой	1	2
260	наконец в	1	2
261	как она	1	2
262	в него	1	2
263	к нему	1	2
264	тот же	1	2
265	и потому	1	2
266	в разные	1	2
267	в качестве	8	2
268	из которого	1	2
269	уже не	5	2
270	всеми остальными	1	2
271	в жизни	4	2
272	произведении и	1	2
273	из них	1	2
274	что содержание	1	2
275	и их	1	2
276	в одном	1	2
277	к ним	2	2
278	как раз	2	2
279	а слово	1	2
280	с что	1	2
281	что для	1	2
282	то и	2	2
283	и составляет	3	2
284	о чем	2	2
285	в связи	1	2
286	мы видели	2	2
287	что же	3	2
288	к другим	1	2
289	одного и	1	2
290	и состоит	1	2
291	не существует	2	2
292	и от	2	2
293	тот кто	2	2
294	бы в	3	2
295	к этой	1	2
296	будто бы	3	2
297	только что	1	2
298	или не	2	2
299	обратиться к	2	2
300	имеет место	4	2
301	из этого	1	2
302	имеет в	1	2
303	по поводу	2	2
304	гораздо более	1	2
305	в движение	1	1
306	рассматривается как	1	1
307	этимологически слово	1	1
308	и писатель	1	1
309	области литературы	1	1
310	которое мы	1	1
311	в первом	2	1
312	едва ли	3	1
313	в несколько	1	1
314	говоря и	1	1
315	именно к	1	1
316	только благодаря	1	1
317	он как	1	1
318	становится совершенно	1	1
319	но она	1	1
320	что иное	1	1
321	принадлежит к	3	1
322	в полной	1	1
323	и ее	1	1
324	мы при	1	1
325	со времен	1	1
326	это время	2	1
327	в ней	4	1
328	свою очередь	4	1
329	еще не	7	1
330	и на	3	1
331	прозе например	1	1
332	взгляде на	1	1
333	во всех	2	1
334	же самые	1	1
335	по своему	2	1
336	без которого	1	1
337	то он	2	1
338	в сторону	1	1
339	ответ на	1	1
340	при условии	1	1
341	тогда как	10	1
342	не хотел	1	1
343	один и	1	1
344	относится к	1	1
345	к автору	1	1
346	мере в	2	1
347	материалом для	1	1
348	как образ	2	1
349	далее мы	1	1
350	и нет	1	1
351	перед нами	6	1
352	и слова	1	1
353	бы я	1	1
354	могли бы	1	1
355	как уже	1	1
356	и наконец	2	1
357	то в	1	1
358	за собой	1	1
359	восприятия как	1	1
360	и сцепление	1	1
361	что автор	1	1
362	с их	1	1
363	отношение между	1	1
364	от простого	1	1
365	я дал	1	1
366	имеются только	1	1
367	всей его	2	1
368	а более	1	1
369	вследствие этого	3	1
370	на его	1	1
371	что без	1	1
372	как оно	2	1
373	не следует	3	1
374	задний план	1	1
375	в лирике	1	1
376	главное в	1	1
377	именно то	1	1
378	и еще	1	1
379	к одному	1	1
380	в корне	1	1
381	этом предполагается	1	1
382	основе своей	1	1
383	действительно так	1	1
384	заключает в	1	1
385	в нее	1	1
386	предполагается что	1	1
387	человека в	1	1
388	введение в	1	1
389	могла бы	3	1
390	этом он	1	1
391	речи или	1	1
392	в мире	8	1
393	об этом	4	1
394	полной мере	1	1
395	времени и	7	1
396	а как	1	1
397	по выражению	2	1
398	не умеет	1	1
399	особенно в	1	1
400	это не	6	1
401	и мы	1	1
402	он есть	1	1
403	присуща всякому	1	1
404	но их	1	1
405	свести к	1	1
406	эти моменты	1	1
407	в учебнике	1	1
408	на этот	1	1
409	исходили из	1	1
410	все равно	2	1
411	автору и	1	1
412	зависимым от	1	1
413	даже чисто	1	1
414	которой он	1	1
415	как сказано	1	1
416	по удачному	1	1
417	для себя	1	1
418	автора и	1	1
419	как таковой	1	1
420	обратимся к	2	1
421	и того	2	1
422	и становится	1	1
423	слова что	1	1
424	другие с	1	1
425	для него	3	1
426	но если	1	1
427	той мере	2	1
428	должны были	2	1
429	последнее что	1	1
430	настоящая книга	2	1
431	иных форм	1	1
432	и более	3	1
433	однако в	4	1
434	и наоборот	1	1
435	новое и	1	1
436	случае мы	1	1
437	с которой	1	1
438	вплоть до	1	1
439	оба эти	1	1
440	себе например	1	1
441	как о	2	1
442	дело не	1	1
443	времени см	1	1
444	пока еще	4	1
445	однако если	1	1
446	на котором	1	1
447	при отсутствии	2	1
448	хх столетия	1	1
449	того как	1	1
450	имеем дело	3	1
451	увидим ниже	1	1
452	своей природе	2	1
453	людей и	1	1
454	вместо того	2	1
455	смысла то	1	1
456	лишена смысла	1	1
457	дело обстоит	1	1
458	связи с	1	1
459	не принадлежит	2	1
460	не ее	1	1
461	же самым	1	1
462	точке зрения	1	1
463	в духе	1	1
464	в направлении	2	1
465	ли не	2	1
466	числе и	1	1
467	уже было	1	1
468	для его	1	1
469	в поле	1	1
470	оно не	1	1
471	следует отнести	1	1
472	оно может	1	1
473	новую область	1	1
474	но при	5	1
475	однако ни	1	1
476	не могу	1	1
477	как по	2	1
478	характер и	1	1
479	мысль о	1	1
480	в пределах	2	1
481	что могло	1	1
482	третий и	1	1
483	что может	1	1
484	с первым	1	1
485	его жизни	1	1
486	здесь как	1	1
487	столько же	1	1
488	она была	2	1
489	том как	3	1
490	строго говоря	2	1
491	границу между	1	1
492	мы всегда	1	1
493	сводится к	4	1
494	произведения как	1	1
495	в состав	4	1
496	то они	1	1
497	и та	1	1
498	определенным образом	1	1
499	одного из	3	1
500	можно сказать	4	1
501	а также	8	1
502	аналогии с	1	1
503	в значительной	1	1
504	как у	1	1
505	и вследствие	2	1
506	как исследование	1	1
507	в приведенных	1	1
508	его существования	1	1
509	во втором	2	1
510	только внешние	1	1
511	стала для	1	1
512	во всей	1	1
513	совершенно особое	1	1
514	отдельного слова	1	1
515	принадлежностью данного	1	1
516	человека как	1	1
517	ивана и	1	1
518	что художественное	1	1
519	но так	1	1
520	но с	1	1
521	лирическое стихотворение	1	1
522	в двух	1	1
523	чем это	1	1
524	проникать во	1	1
525	и предполагает	1	1
526	том или	1	1
527	нем не	1	1
528	должен быть	1	1
529	очень много	1	1
530	простой и	2	1
531	и ряд	1	1
532	одна и	1	1
533	иное как	1	1
534	теперь уже	2	1
535	в нашей	1	1
