N	2gram	Vinokur_St_2	Vladivir
1	и в	29	31
2	в году	3	30
3	не только	19	24
4	а к	2	22
5	но и	19	19
6	то что	11	18
7	и не	9	17
8	и даже	3	15
9	у него	1	15
10	в этом	21	14
11	том что	27	14
12	и с	4	14
13	он был	2	14
14	что в	19	14
15	но в	8	12
16	в его	13	12
17	что он	13	12
18	по поводу	8	12
19	с его	2	11
20	т iii	1	11
21	о том	17	11
22	в том	27	11
23	между прочим	12	11
24	потому что	9	11
25	и то	1	10
26	также и	2	10
27	он не	9	10
28	так что	3	10
29	письме к	8	10
30	как мы	1	9
31	никогда не	3	9
32	н н	1	9
33	в конце	2	9
34	только в	2	9
35	в течение	6	9
36	а в	1	9
37	и по	3	8
38	в москве	2	8
39	в то	2	8
40	в письме	5	8
41	так как	2	8
42	тут же	1	7
43	кроме того	4	7
44	как это	2	7
45	и его	6	7
46	для него	4	7
47	об этом	6	7
48	уже в	1	7
49	как раз	8	7
50	еще и	3	7
51	е в	1	7
52	сказать что	2	7
53	того же	2	6
54	то же	2	6
55	и к	4	6
56	свое время	1	6
57	это было	2	6
58	он и	1	6
59	в котором	7	6
60	иной раз	1	6
61	года он	1	6
62	у нас	3	6
63	и сам	2	6
64	так и	9	6
65	разного рода	1	6
66	и что	6	6
67	можно сказать	1	6
68	в качестве	5	6
69	может быть	2	6
70	на этот	2	6
71	и потому	2	6
72	не может	2	6
73	к этому	4	6
74	не был	3	5
75	но как	1	5
76	когда он	1	5
77	это был	2	5
78	не очень	1	5
79	на то	2	5
80	и если	1	5
81	не в	4	5
82	что и	2	5
83	вовсе не	6	5
84	но он	3	5
85	не было	3	5
86	а с	3	5
87	что же	1	5
88	все это	11	5
89	и от	1	5
90	а также	2	5
91	в период	2	5
92	в свое	1	5
93	жизни и	1	5
94	в своих	1	5
95	из его	2	4
96	он уже	1	4
97	я не	7	4
98	мы и	1	4
99	совсем не	1	4
100	в этой	2	4
101	в истории	2	4
102	в своем	9	4
103	хотя и	4	4
104	и как	2	4
105	говорит что	1	4
106	в которой	11	4
107	в себе	2	4
108	как он	2	4
109	в нем	4	4
110	в россии	3	4
111	что у	4	4
112	же касается	1	4
113	этом смысле	1	4
114	как и	2	4
115	несмотря на	2	4
116	ни с	2	4
117	еще в	2	4
118	в своей	7	4
119	и вообще	2	4
120	не раз	2	4
121	дело в	4	4
122	можно судить	1	4
123	же время	1	4
124	к ней	1	4
125	да и	1	4
126	он писал	3	4
127	никак не	2	4
128	один из	1	4
129	и теперь	2	4
130	в особенности	2	4
131	что для	1	4
132	и все	1	4
133	такого рода	2	4
134	для нас	1	4
135	на себя	3	3
136	и он	3	3
137	это время	2	3
138	и на	6	3
139	но не	3	3
140	в в	1	3
141	в общем	3	3
142	отношение к	1	3
143	и речи	2	3
144	за пределы	1	3
145	что они	2	3
146	как в	3	3
147	все же	6	3
148	более или	2	3
149	все эти	2	3
150	что к	1	3
151	едва ли	1	3
152	на его	2	3
153	не мог	3	3
154	или менее	2	3
155	во время	2	3
156	что касается	1	3
157	на свою	1	3
158	но это	3	3
159	что этот	2	3
160	и очень	1	3
161	в отношении	2	3
162	на него	1	3
163	но только	1	3
164	и всегда	2	3
165	ничего не	4	3
166	вот что	3	3
167	свидетельствуют о	2	3
168	таким образом	10	3
169	к тому	10	3
170	был для	4	3
171	здесь не	1	3
172	к его	1	3
173	и здесь	3	3
174	не помню	1	3
175	конце концов	1	3
176	тот же	1	3
177	по возвращении	1	3
178	и действительно	1	3
179	только на	1	3
180	марта года	1	3
181	но что	1	3
182	с другой	4	3
183	по своим	1	3
184	только к	2	3
185	и стал	1	3
186	по истории	1	3
187	если не	2	3
188	в связи	1	3
189	вместе с	7	3
190	к своему	2	3
191	по своему	2	3
192	в начале	3	3
193	на одной	1	3
194	но я	1	3
195	года в	3	3
196	другой стороны	3	3
197	но этот	1	3
198	и т	9	2
199	одним из	6	2
200	к своей	1	2
201	это и	1	2
202	и до	1	2
203	по его	3	2
204	той же	1	2
205	нет возможности	1	2
206	для своего	2	2
207	на первом	2	2
208	и тут	1	2
209	который был	1	2
210	в полной	2	2
211	письма к	2	2
212	хотя бы	3	2
213	беседует с	1	2
214	еще не	1	2
215	и отец	1	2
216	он сам	1	2
217	в чем	1	2
218	при жизни	1	2
219	ответ на	1	2
220	нет и	2	2
221	то обстоятельство	4	2
222	и я	2	2
223	в июне	1	2
224	конечно не	1	2
225	выписки из	1	2
226	из этих	1	2
227	и тот	1	2
228	тому же	3	2
229	что она	1	2
230	больше всего	2	2
231	при этом	2	2
232	т д	6	2
233	и еще	1	2
234	была не	2	2
235	своего времени	4	2
236	на этом	1	2
237	так например	7	2
238	что все	1	2
239	а по	1	2
240	было бы	5	2
241	известно что	1	2
242	кажется что	3	2
243	ни в	3	2
244	в них	2	2
245	на основании	1	2
246	с тем	7	2
247	можно считать	1	2
248	нее в	1	2
249	точки зрения	5	2
250	полностью в	1	2
251	и сейчас	3	2
252	что такое	2	2
253	это делает	1	2
254	был склонен	2	2
255	место в	1	2
256	i с	1	2
257	что я	2	2
258	значение для	1	2
259	не будем	1	2
260	тем не	2	2
261	и почти	1	2
262	даже в	2	2
263	судить по	2	2
264	ноября года	1	2
265	впечатление и	1	2
266	не менее	3	2
267	что с	2	2
268	дело не	2	2
269	не по	2	2
270	которого он	1	2
271	с и	2	2
272	того чтобы	6	2
273	в москву	1	2
274	больше чем	1	2
275	очень мало	2	2
276	к концу	1	2
277	что на	3	2
278	в каком	2	2
279	у меня	3	2
280	обстоятельство что	4	2
281	в момент	1	2
282	со стороны	2	2
283	и такие	1	2
284	для того	7	2
285	на это	2	2
286	где он	2	2
287	и о	4	2
288	то время	1	2
289	не столько	7	2
290	не нравится	1	2
291	во многом	2	2
292	она была	1	2
293	образом в	1	2
294	не существовало	1	2
295	на все	1	2
296	с того	1	2
297	и который	2	2
298	в которую	2	2
299	ума и	1	2
300	того что	5	2
301	с ними	1	2
302	всяком случае	3	2
303	по этому	2	2
304	том чтобы	1	2
305	русской истории	3	2
306	одной из	3	2
307	то и	1	2
308	был очень	1	2
309	а это	1	2
310	из них	3	2
311	тем что	3	2
312	с соловьева	1	2
313	в очень	1	2
314	не были	1	2
315	даже не	1	2
316	или о	1	2
317	обратить внимание	5	2
318	только что	2	2
319	с которым	1	2
320	жизнь в	1	2
321	виде в	1	2
322	чем не	1	2
323	оказался в	1	2
324	п а	1	2
325	в ответ	1	2
326	в тех	2	2
327	по существу	2	2
328	в это	2	2
329	и м	1	2
330	не испытывал	1	2
331	впрочем не	1	2
332	этом и	1	2
333	нисколько не	1	2
334	и для	1	2
335	которых он	1	2
336	в результате	2	2
337	от него	1	2
338	которую он	2	2
339	а н	1	2
340	совершенно не	2	2
341	из этого	1	2
342	в самом	7	2
343	ко времени	2	2
344	к этой	1	2
345	и это	2	2
346	в частности	4	2
347	была для	1	2
348	как на	9	2
349	во всяком	3	2
350	все что	1	2
351	как известно	2	1
352	склонен к	1	1
353	несколько лет	1	1
354	по адресу	2	1
355	отношении к	3	1
356	с кем	1	1
357	на самом	3	1
358	остаются для	1	1
359	только потому	2	1
360	всего это	1	1
361	что когда	1	1
362	не имеют	1	1
363	не пошел	2	1
364	так живо	1	1
365	в их	3	1
366	то для	1	1
367	г в	5	1
368	в и	13	1
369	с с	1	1
370	о ссылке	1	1
371	большую роль	1	1
372	ответить на	1	1
373	приходится удивляться	1	1
374	почти все	2	1
375	этот был	1	1
376	есть нечто	1	1
377	основания и	1	1
378	не вполне	1	1
379	пишет в	1	1
380	в ней	7	1
381	литературы и	1	1
382	столько же	3	1
383	этой полемики	2	1
384	только была	1	1
385	на них	1	1
386	участвовать в	1	1
387	столь же	1	1
388	сам а	1	1
389	бы то	2	1
390	обедал у	1	1
391	на своих	1	1
392	языке самого	1	1
393	и всего	1	1
394	истинный смысл	1	1
395	понятно почему	1	1
396	в январе	1	1
397	по отношению	1	1
398	тогда как	2	1
399	слова на	1	1
400	себе и	1	1
401	не хотел	1	1
402	на вопрос	3	1
403	знакомства с	1	1
404	смотрел на	3	1
405	ему говорить	1	1
406	ему не	2	1
407	к какой	1	1
408	что во	1	1
409	что как	1	1
410	от истории	1	1
411	был л	1	1
412	академии наук	1	1
413	был связан	1	1
414	из письма	1	1
