N	3gram	Medvedev_U_1	Formalny
1	не может быть	4	14
2	в то же	3	7
3	то же время	3	7
4	с другой стороны	3	5
5	в самом деле	2	4
6	в данном случае	1	4
7	бы то ни	3	4
8	то ни было	3	4
9	то же самое	2	3
10	в этом отношении	2	3
11	в художественном произведении	2	3
12	в том что	2	3
13	художественное произведение как	1	2
14	равно как и	1	2
15	в этом смысле	2	2
16	и в то	1	2
17	как сделан дон-кихот	1	2
18	в конце концов	2	2
19	сводится к следующему	1	1
20	же литературного произведения	1	1
21	весь и сплошь	1	1
22	художественного восприятия а	1	1
23	другой стороны в	1	1
24	содержания и формы	1	1
25	его стилистических приемов	2	1
26	имеем в виду	1	1
27	формалисты отнюдь не	1	1
28	в этом случае	1	1
29	в своей работе	1	1
30	признать приемы своим	1	1
31	на первый план	1	1
32	хочет стать наукой	1	1
33	сумме его стилистических	2	1
34	хотя бы и	2	1
35	сам по себе	1	1
36	сюда же литературного	1	1
37	идет не о	1	1
38	же время не	1	1
39	с тем что	1	1
40	в данное время	1	1
41	своим единственным героем	1	1
42	литературе хочет стать	1	1
43	в противном случае	2	1
44	они находятся в	1	1
45	до сих пор	2	1
46	художественного произведения как	1	1
47	так или иначе	1	1
48	мы полагаем что	1	1
49	не только в	1	1
50	только в этом	1	1
51	с одной стороны	1	1
52	наукой она принуждается	1	1
53	принуждается признать приемы	1	1
54	никогда не может	1	1
55	и в этой	2	1
56	не в том	1	1
57	слово как таковое	1	1
58	на форму и	1	1
59	чуждых друг другу	1	1
60	а не только	1	1
61	в той же	1	1
62	формы слова у	1	1
63	стать наукой она	1	1
64	душа сюда же	1	1
65	в процессе художественного	1	1
66	является с одной	1	1
67	можно сказать что	1	1
68	у нас в	1	1
69	о литературе хочет	1	1
70	содержание душа сюда	1	1
71	мы имеем в	1	1
72	наука о литературе	1	1
73	на то что	1	1
74	язык в его	1	1
75	она принуждается признать	1	1
76	и быть не	1	1
77	приемы своим единственным	1	1
78	тех или иных	2	1
79	друг с другом	1	1
80	если наука о	1	1
81	в отдельности и	1	1
