N	3gram	Voloshinov_1	Marksizm
1	с точки зрения	2	13
2	не может быть	7	10
3	по отношению к	11	8
4	то же время	1	8
5	в то же	1	8
6	в том что	4	6
7	в самом деле	1	5
8	то же самое	2	5
9	может быть и	3	5
10	но в то	1	5
11	с самого начала	1	5
12	в свою очередь	1	5
13	бы то ни	3	4
14	как если бы	4	4
15	то ни было	3	4
16	в отношении к	2	4
17	на самом деле	2	4
18	самом же деле	1	3
19	и не может	3	3
20	на самом же	1	3
21	до сих пор	3	3
22	в жизненной речи	1	3
23	и не в	3	3
24	одно и то	2	3
25	данной социальной группы	1	3
26	с одной стороны	2	3
27	в высшей степени	1	3
28	и то же	2	3
29	о том что	1	3
30	высказывания и его	1	3
31	как мы уже	1	3
32	одной стороны и	2	2
33	какой бы то	1	2
34	мы никогда не	2	2
35	в противном случае	1	2
36	одним и тем	1	2
37	более или менее	1	2
38	а не к	1	2
39	в зависимости от	2	2
40	ни в коем	1	2
41	внутренней и внешней	1	2
42	но и в	1	2
43	оставаясь в пределах	1	2
44	так как если	4	2
45	по крайней мере	1	2
46	отнюдь не является	1	2
47	ни в какой	1	2
48	в коем случае	1	2
49	в значительной степени	1	2
50	к этому пределу	1	2
51	в двух направлениях	1	2
52	и тем же	1	2
53	во всяком случае	1	2
54	слова и не	1	2
55	все более и	1	2
56	той социальной группы	1	2
57	оно ни было	1	2
58	мы можем сказать	2	2
59	является для него	1	2
60	или может быть	1	2
61	более и более	1	2
62	и прежде всего	1	2
63	выходят за пределы	2	2
64	к тому же	1	2
65	для него не	1	1
66	в душе говорящего	1	1
67	все разобранные нами	1	1
68	не перестает быть	1	1
69	в индивидуальной психике	1	1
70	ровно ничего не	1	1
71	дело в том	4	1
72	мы уже сказали	1	1
73	продукт социального взаимодействия	1	1
74	жизни если бы	2	1
75	в нем и	1	1
76	мы должны различать	1	1
77	кругозор на который	1	1
78	в процессе ее	1	1
79	если бы слово	1	1
80	до известной степени	2	1
81	коем случае нельзя	1	1
82	сам по себе	1	1
83	сами по себе	1	1
84	в этом отношении	1	1
85	говорящего со слушателем	1	1
86	по себе в	1	1
87	его внутренней речи	1	1
88	в процессе этого	1	1
89	но тем не	2	1
90	и тогда когда	1	1
91	во внутренней речи	1	1
92	может быть понято	1	1
93	не только его	1	1
94	находят свое выражение	1	1
95	ни на один	2	1
96	к вопросу о	1	1
97	группы к которой	1	1
98	свою связь с	1	1
99	идеологическое выражение и	1	1
100	социальной группы к	1	1
101	тем не менее	3	1
102	является таким образом	1	1
103	себе в своей	1	1
104	взаимоотношения говорящих в	1	1
105	является очень важным	1	1
106	чтобы убедиться в	1	1
107	бы оно ни	1	1
108	в этом направлении	1	1
109	с другой стороны	2	1
110	с такою же	1	1
111	форму и стиль	1	1
112	не совпадает с	1	1
113	и внешней речи	1	1
114	в высший ранг	1	1
115	у нее не	1	1
116	каких бы то	1	1
117	к которой принадлежит	1	1
118	тесную связь с	1	1
119	наиболее яркое и	1	1
120	на один миг	1	1
121	мы попытаемся наметить	1	1
122	но отнюдь не	2	1
123	в конечном счете	1	1
124	уже в ней	1	1
125	в пределах этого	1	1
126	в русской литературе	1	1
127	но все же	1	1
128	можно сказать что	5	1
129	бы они ни	1	1
130	они ни были	1	1
131	или менее широким	1	1
132	в каком направлении	1	1
133	подвести итоги нашему	1	1
134	только в процессе	2	1
135	как и в	1	1
136	в кругозор говорящих	1	1
137	в жизни и	2	1
138	и делает его	1	1
139	нам кажется что	1	1
