N	3gram	Vinokur_Ku_2	Problemy
1	и т п	24	9
2	с точки зрения	8	8
3	в большинстве случаев	1	8
4	до сих пор	1	7
5	сам по себе	1	5
6	то же время	3	5
7	в то же	3	5
8	в отличие от	2	4
9	сама по себе	1	4
10	не может быть	4	4
11	в самом деле	7	4
12	и т д	14	4
13	можно было бы	9	3
14	к тому же	1	3
15	с другой стороны	7	3
16	как и в	1	3
17	хотя и не	1	2
18	в настоящее время	1	2
19	в этом смысле	5	2
20	это вовсе не	1	2
21	на этот вопрос	2	2
22	может быть и	1	2
23	в том или	1	2
24	в конце концов	3	2
25	то время как	1	2
26	тем не менее	5	2
27	в то время	1	2
28	но все же	2	2
29	на то что	2	2
30	в узком смысле	2	2
31	сплошь да рядом	2	1
32	на ту же	1	1
33	что же делать	1	1
34	а следовательно и	2	1
35	вопрос о возможности	1	1
36	в это слово	1	1
37	нужно иметь в	1	1
38	иметь в виду	1	1
39	уже не может	3	1
40	в виду что	1	1
41	прежде всего в	1	1
42	дело в том	1	1
43	большей или меньшей	3	1
44	в этом последнем	1	1
45	также и в	1	1
46	в том и	1	1
47	не в них	1	1
48	и если мы	1	1
49	по крайней мере	6	1
50	и в других	1	1
51	хотя бы и	2	1
52	сами по себе	1	1
53	что он не	1	1
54	бы то ни	1	1
55	было бы привести	2	1
56	том или ином	1	1
57	т е уже	1	1
58	из уст в	1	1
59	и не в	1	1
60	но не до	1	1
61	свою речь в	2	1
62	глубокое принципиальное значение	1	1
63	в значительной степени	1	1
64	на этой почве	3	1
65	т е в	1	1
66	лишает их всякой	1	1
67	себе и не	1	1
68	не может уже	1	1
69	то ни было	1	1
70	мы не знаем	1	1
71	с одной стороны	1	1
72	хотя бы до	1	1
73	смысле этого слова	1	1
74	в связи с	3	1
75	до некоторой степени	2	1
76	отношение к слову	1	1
77	так или иначе	2	1
78	в большей или	3	1
79	или меньшей степени	3	1
80	во всяком случае	5	1
81	строить свою речь	2	1
82	член говорящего коллектива	1	1
83	том и в	1	1
84	и в том	2	1
85	т е как	1	1
86	уст в уста	1	1
87	вместо того чтобы	1	1
88	о том что	1	1
89	ни одного слова	1	1
90	по себе и	1	1
91	только может быть	1	1
92	если есть в	1	1
93	совершается в пределах	1	1
94	само по себе	5	1
95	на самом деле	2	1
96	бы до некоторой	1	1
97	и не даром	1	1
98	этой точки зрения	2	1
99	т п в	2	1
100	еще один пример	1	1
101	можно сказать что	2	1
102	сюда же относится	1	1
103	как мы знаем	1	1
104	но эти слова	1	1
105	в другом случае	1	1
106	после того как	1	1
107	с полным правом	1	1
108	о котором идет	1	1
109	в сущности не	1	1
110	в какой они	1	1
111	в том что	10	1
112	наконец еще один	1	1
113	и он тоже	1	1
114	и в другом	2	1
