N	2gram	Losev_Vlad_2	Dialekti
1	не есть	4	40
2	и не	18	30
3	по себе	5	25
4	и т	1	21
5	т д	1	19
6	и в	30	18
7	точки зрения	7	17
8	ничего не	2	17
9	может быть	7	17
10	и есть	2	16
11	в нем	4	16
12	ни в	7	15
13	не имеет	2	15
14	так что	5	15
15	потому что	9	14
16	значит что	1	14
17	а не	7	14
18	не только	12	13
19	и даже	10	13
20	то что	20	13
21	что в	12	13
22	в этом	20	12
23	было бы	9	12
24	с точки	3	12
25	если бы	1	12
26	и что	5	12
27	не может	9	12
28	что это	4	11
29	учение о	3	11
30	в себе	6	11
31	что он	13	11
32	так как	5	11
33	как бы	5	11
34	это значит	2	11
35	все это	5	11
36	то же	4	10
37	есть нечто	2	10
38	несмотря на	4	10
39	что такое	1	10
40	прежде всего	6	10
41	сказать что	11	10
42	и то	5	9
43	так и	5	9
44	это не	2	9
45	том что	12	9
46	никогда не	7	9
47	это есть	1	9
48	в том	18	9
49	ясно что	1	8
50	но это	4	8
51	в каком	1	8
52	к нему	2	8
53	также и	6	7
54	идея и	1	7
55	и как	3	7
56	то в	5	7
57	что она	1	7
58	что не	2	7
59	мы находим	2	7
60	вовсе не	4	7
61	не просто	1	7
62	но и	8	7
63	сам по	2	6
64	его не	2	6
65	хотя бы	3	6
66	в чем	2	6
67	не то	3	6
68	но в	8	6
69	и вот	3	6
70	не в	9	6
71	она не	2	6
72	в то	9	6
73	с ним	5	6
74	никак не	3	6
75	можно сказать	4	6
76	ни с	2	6
77	не было	10	6
78	ни на	1	6
79	да и	3	6
80	и ни	1	6
81	говорить о	1	5
82	я не	4	5
83	и он	4	5
84	отношение к	4	5
85	общего с	1	5
86	в своем	8	5
87	все же	9	5
88	себе не	1	5
89	в противоположность	1	5
90	на то	2	5
91	и с	14	5
92	и мы	4	5
93	в этих	4	5
94	но если	1	5
95	в отношении	3	5
96	ровно ничего	2	5
97	ни о	1	5
98	в виду	2	5
99	есть только	1	5
100	в дальнейшем	5	5
101	можно было	2	5
102	не с	1	5
103	мы должны	4	5
104	он сам	2	5
105	само по	2	5
106	она есть	1	5
107	есть и	2	5
108	а в	11	5
109	то это	4	4
110	как он	2	4
111	об этом	6	4
112	он есть	1	4
113	но лишь	1	4
114	нисколько не	2	4
115	по крайней	4	4
116	и притом	2	4
117	это мы	5	4
118	только и	3	4
119	же время	3	4
120	не о	2	4
121	к ней	3	4
122	к тому	2	4
123	ничего общего	1	4
124	как мы	11	4
125	не могу	2	4
126	только то	1	4
127	быть может	1	4
128	и вообще	10	4
129	о том	4	4
130	от него	1	4
131	крайней мере	4	4
132	и об	1	4
133	быть и	1	4
134	но не	3	4
135	не мешает	1	4
136	и жизни	2	4
137	с какой	1	4
138	в котором	5	4
139	в конце	13	4
140	для меня	4	4
141	как раз	1	4
142	больше того	2	4
143	как это	7	4
144	хотя и	6	4
145	собственно говоря	2	4
146	так же	4	4
147	во всяком	6	4
148	отношения к	3	3
149	самом деле	1	3
150	от самого	1	3
151	действительности и	1	3
152	есть не	1	3
153	но она	1	3
154	в ней	4	3
155	мысли и	2	3
156	а только	1	3
157	к богу	1	3
158	если в	1	3
159	есть просто	2	3
160	все равно	1	3
161	что они	1	3
162	если она	1	3
163	более или	3	3
164	конечно не	4	3
165	но эта	1	3
166	в самом	2	3
167	та же	1	3
168	и идея	1	3
169	он не	4	3
170	которой не	2	3
171	всех этих	3	3
172	и еще	1	3
173	то как	1	3
174	содержит в	4	3
175	но все	2	3
176	этом смысле	1	3
177	меньше всего	1	3
178	в них	3	3
179	и вы	2	3
180	должно быть	3	3
181	или менее	3	3
182	в их	2	3
183	что я	3	3
184	же тут	1	3
185	даже в	2	3
186	вплоть до	3	3
187	но только	1	3
188	в сознании	1	3
189	только с	1	3
190	уже и	2	3
191	утверждать что	1	3
192	больше ничего	1	3
193	и о	4	3
194	имеет никакого	2	3
195	стороны не	1	3
196	чтобы понять	1	3
197	неизвестно чего	1	3
198	и та	1	3
199	что и	3	3
200	но с	1	3
201	только в	6	3
202	очень много	2	3
203	только на	1	3
204	и внешнее	1	3
205	но что	5	3
206	даже и	3	3
207	же это	2	3
208	даже не	1	3
209	и из	2	3
210	еще и	6	3
211	что для	2	3
212	ничем не	1	3
213	а он	2	3
214	и потому	2	3
215	в данном	3	3
216	относиться к	2	3
217	что же	8	3
218	в его	11	3
219	и все	7	3
220	у них	1	3
221	еще более	3	3
222	конце концов	3	3
223	но вот	3	3
224	отношении к	1	3
225	есть бытие	1	3
226	была бы	1	3
227	религии и	1	3
228	жизни и	6	3
229	думать что	1	3
230	гораздо более	2	3
