N	4gram	Losev_Prob_3	KulturaY
1	и тем не менее	3	4
2	с этой точки зрения	1	2
3	т д и т	4	1
4	только для того чтобы	1	1
5	что в живом языке	1	1
6	этой точки зрения в	1	1
7	язык и вместо него	1	1
8	мы приходим к проблеме	1	1
9	в таких словах как	1	1
10	в том или ином	2	1
11	не что иное как	4	1
12	но все дело в	1	1
13	само по себе не	1	1
14	бы то ни было	3	1
15	и т д в	1	1
16	все дело в том	1	1
17	о котором говорилось выше	1	1
18	ответ на этот вопрос	1	1
19	значит также и то	1	1
20	в этом случае он	1	1
21	дело в том что	2	1
22	и т д и	4	1
23	в то время как	4	1
24	но с другой стороны	2	1
25	точки зрения в качестве	1	1
26	здесь можно было бы	1	1
27	заключается в том что	2	1
28	в том что и	1	1
29	также и то что	4	1
30	есть не что иное	4	1
31	по себе и не	1	1
