N	3gram	Propp_Russ_2	FransuaR
1	как мы уже	1	5
2	более или менее	1	3
3	но и в	1	3
4	для того чтобы	6	3
5	это и есть	1	3
6	с другой стороны	1	3
7	в этой же	1	3
8	таким образом в	1	3
9	подобно тому как	3	3
10	на самом же	2	2
11	и в других	4	2
12	с одной стороны	2	2
13	самом же деле	2	2
14	в то время	2	2
15	о том что	4	2
16	во время которого	1	2
17	как мы видели	1	2
18	можно сказать что	1	1
19	что здесь в	1	1
20	что каждый из	1	1
21	дело в том	1	1
22	что один из	1	1
23	это в свою	1	1
24	но все это	1	1
25	в этом отношении	1	1
26	в это время	1	1
27	то время как	1	1
28	в данном случае	6	1
29	на первый взгляд	1	1
30	смысле этого слова	1	1
31	может быть и	1	1
32	в отличие от	3	1
33	в марте г	1	1
34	в виду что	1	1
35	как мы увидим	1	1
36	и других игр	1	1
37	же деле эти	1	1
38	не может быть	3	1
39	влияние и на	1	1
40	далеко не все	1	1
41	мы уже знаем	1	1
42	в свою очередь	1	1
43	разрывают на части	1	1
44	к этому времени	1	1
45	с того что	1	1
46	и с веселыми	1	1
47	но это не	1	1
48	новую жизнь и	1	1
49	в том что	18	1
50	в том же	1	1
51	но и других	1	1
52	мы видели что	4	1
53	со смехом и	1	1
