N	3gram	Bakhtin_Fr_4	SlovoVZh
1	не может быть	1	7
2	можно сказать что	1	5
3	дело в том	1	4
4	в том что	1	4
5	и не может	1	3
6	может быть и	1	3
7	до сих пор	1	3
8	и то же	1	2
9	на самом деле	1	2
10	с другой стороны	3	2
11	то же самое	1	2
12	одной стороны и	1	2
13	с точки зрения	2	2
14	до известной степени	1	2
15	мы можем сказать	1	2
16	одно и то	1	2
17	в данном случае	1	2
18	с одной стороны	2	2
19	существенный момент в	1	1
20	тех или иных	1	1
21	независимо от него	1	1
22	это один и	1	1
23	один и тот	2	1
24	все разобранные нами	1	1
25	в чем не	1	1
26	в нашем же	1	1
27	все же не	1	1
28	и др все	1	1
29	то время как	1	1
30	высокий и низкий	1	1
31	более или менее	3	1
32	мы уже сказали	1	1
33	как существенный момент	1	1
34	самом же деле	2	1
35	в то время	2	1
36	ни в чем	1	1
37	необходимо отрешиться от	1	1
38	нужно подчеркнуть что	1	1
39	в свою очередь	1	1
40	сказать что и	1	1
41	но и в	3	1
42	и независимо от	1	1
43	на самом же	2	1
44	о том что	2	1
45	но все это	1	1
46	в этом отношении	1	1
47	с самого начала	3	1
48	в конечном счете	1	1
49	но это же	1	1
50	то же время	8	1
51	подобно тому как	3	1
52	но в них	1	1
53	как мы уже	5	1
54	включает в себя	1	1
55	в приведенном нами	2	1
56	со всех сторон	1	1
57	в то же	8	1
58	это ни в	1	1
59	к нему в	1	1
60	тот же акт	1	1
61	к тому же	1	1
62	но в то	1	1
63	может быть ни	1	1
64	и делает его	1	1
65	в том же	1	1
66	и тот же	2	1
