N	2gram	Tiupa_Disk_1	Dialekti
1	не есть	2	47
2	и не	11	30
3	может быть	17	20
4	не только	28	19
5	и в	16	19
6	по себе	3	18
7	в мифе	1	16
8	а не	22	16
9	в себе	7	15
10	что она	1	14
11	потому что	4	14
12	то что	5	14
13	в том	23	14
14	и даже	3	14
15	как бы	5	14
16	то же	7	12
17	точки зрения	3	12
18	но и	14	12
19	и все	2	12
20	и как	6	10
21	что это	1	10
22	в нем	9	10
23	как и	16	10
24	том что	19	10
25	сказать что	3	10
26	так и	8	10
27	это не	3	10
28	по крайней	2	9
29	никогда не	2	9
30	времени и	3	9
31	крайней мере	2	9
32	не может	9	9
33	в этом	15	8
34	в своей	5	8
35	с точки	1	8
36	не в	7	8
37	личности в	1	8
38	прежде всего	11	8
39	и то	1	7
40	и к	4	7
41	как это	1	7
42	и притом	1	7
43	как будто	1	7
44	но это	1	7
45	что в	4	7
46	чтобы не	1	6
47	я не	1	6
48	но не	11	6
49	что они	1	6
50	отнюдь не	8	6
51	в то	3	6
52	не могу	1	6
53	и вообще	2	6
54	что он	4	6
55	что не	4	6
56	того что	3	6
57	да и	1	6
58	и может	1	6
59	личности и	1	6
60	и потому	3	5
61	и это	1	5
62	говорить о	1	5
63	в силу	5	5
64	же время	4	5
65	и его	2	5
66	в виду	2	5
67	о том	8	5
68	и что	2	5
69	можно сказать	5	5
70	но как	2	5
71	не то	1	5
72	что и	3	5
73	с другой	10	5
74	не обязательно	4	5
75	а именно	1	5
76	в одно	1	5
77	по своему	3	5
78	в смысле	1	5
79	как раз	1	5
80	и времени	1	5
81	в самом	3	5
82	только в	7	5
83	и есть	2	4
84	мифа в	1	4
85	во мне	3	4
86	еще не	14	4
87	быть в	1	4
88	самом деле	1	4
89	тут же	1	4
90	за пределы	2	4
91	в одной	3	4
92	независимо от	1	4
93	в своем	6	4
94	все же	3	4
95	только то	1	4
96	мифа и	1	4
97	при этом	13	4
98	он не	1	4
99	содержит в	1	4
100	и по	2	4
101	одно и	1	4
102	таким образом	3	4
103	заключается в	3	4
104	как таковой	1	4
105	в одном	2	4
106	по своей	11	4
107	связи с	4	4
108	в таком	1	4
109	в каком	1	4
110	не могут	1	4
111	той или	3	4
112	в ее	3	4
113	в другом	2	4
114	к нему	1	4
115	как нечто	1	4
116	уже в	2	4
117	от того	1	4
118	в связи	1	4
119	в меру	1	4
120	могут быть	4	4
121	быть и	1	4
122	хотя бы	3	4
123	а в	5	4
124	другой стороны	3	4
125	таком случае	1	3
126	сам по	1	3
127	это и	1	3
128	как мы	2	3
129	вопрос о	1	3
130	в чем	1	3
131	а только	1	3
132	себе и	1	3
133	в этой	2	3
134	она сама	1	3
135	с этим	3	3
136	что всякая	1	3
137	от этого	1	3
138	всех этих	1	3
139	может существовать	1	3
140	об этом	2	3
141	это было	2	3
142	и мы	1	3
143	было бы	1	3
144	мы имеем	2	3
145	в этих	1	3
146	или точнее	1	3
147	что такое	1	3
148	сами по	2	3
149	и более	1	3
150	не менее	2	3
151	должны быть	3	3
152	но только	1	3
153	общения с	3	3
154	уже не	4	3
155	будто бы	2	3
156	из них	3	3
157	бы это	2	3
158	о котором	2	3
159	и их	1	3
160	не было	7	3
161	себе не	3	3
162	о чем	2	3
163	в данном	5	3
164	в той	1	3
165	когда мы	1	3
166	и от	1	3
167	его с	1	3
168	это как	1	3
169	или нет	1	3
170	становления и	2	3
171	понимать как	1	3
172	они не	2	3
173	как известно	1	2
174	также и	3	2
175	на самом	1	2
176	только потому	1	2
177	тем же	1	2
178	он всегда	2	2
179	например в	2	2
180	как не	3	2
181	говоря уже	2	2
182	во всех	5	2
183	различия между	3	2
184	если в	1	2
185	очевидно что	1	2
186	в истории	4	2
187	в акте	3	2
188	как в	10	2
189	и нет	1	2
190	перед нами	3	2
191	более или	2	2
192	но в	8	2
193	в противоположность	2	2
194	в которой	1	2
195	бы и	1	2
196	и пространства	1	2
197	выходя за	1	2
198	на его	4	2
199	в определенном	1	2
200	время и	1	2
201	не как	4	2
202	силу своей	2	2
203	на этом	2	2
204	но все	1	2
205	в каждом	2	2
206	не будет	1	2
207	в мире	1	2
208	на все	1	2
209	с целью	1	2
210	на сцене	2	2
211	в жизни	1	2
212	только лишь	1	2
213	с тем	1	2
214	несмотря на	1	2
215	определенного рода	1	2
216	хотя в	2	2
217	или менее	2	2
218	во время	1	2
219	и при	1	2
220	что бывает	1	2
221	в их	5	2
222	тем не	1	2
223	в становлении	1	2
224	не должно	1	2
225	необходимо чтобы	1	2
226	что с	2	2
227	виду что	1	2
228	самого начала	1	2
229	дело не	2	2
230	в науке	2	2
231	в сущности	2	2
232	на него	1	2
233	не по	1	2
234	он мог	3	2
235	действительно в	1	2
236	своей природе	2	2
237	это уже	1	2
238	и делает	1	2
239	что на	1	2
240	в области	1	2
241	однако это	2	2
242	во все	1	2
243	к тому	5	2
244	в конце	1	2
245	с ее	2	2
246	данном случае	2	2
247	с самого	1	2
248	по этой	2	2
249	только через	1	2
250	том как	1	2
251	понятно что	1	2
252	и должно	1	2
253	или на	3	2
254	времени в	2	2
255	тем или	1	2
256	между тем	4	2
257	всяком случае	1	2
258	мы должны	1	2
259	в сферу	3	2
260	в каких	1	2
261	что здесь	1	2
262	с ними	1	2
263	в какой	2	2
264	с одной	9	2
265	себя в	2	2
266	есть в	2	2
267	или в	2	2
268	а потому	1	2
269	не выходя	1	2
270	тем что	3	2
271	момент в	1	2
272	до сих	1	2
273	именно в	3	2
274	и прежде	1	2
275	в любой	1	2
276	не на	1	2
277	зависит от	2	2
278	ни о	1	2
279	уже о	2	2
280	в частности	9	2
281	на который	1	2
282	вместе с	1	2
283	что же	2	2
284	утверждение в	1	2
285	быть только	1	2
286	в тех	2	2
287	как нельзя	1	2
288	сих пор	1	2
289	же самое	2	2
290	тех или	1	2
291	и часто	1	2
292	в миф	1	2
293	в результате	1	2
294	или иным	1	2
295	или не	1	2
296	в системе	1	2
297	может и	2	2
298	не говоря	2	2
299	только о	1	2
300	в виде	1	2
301	того или	2	2
302	в своих	3	2
303	во всяком	2	2
304	речь идет	1	1
305	мы к	1	1
306	того же	3	1
307	не остается	1	1
308	этом пункте	1	1
309	всего это	1	1
310	идет о	1	1
311	между двумя	1	1
312	из трех	1	1
313	по преимуществу	1	1
314	и до	1	1
315	обойтись без	1	1
