N	2gram	Propp_Russ_2	Problemy
1	и в	29	34
2	и не	1	29
3	как бы	18	27
4	что он	1	23
5	в его	1	22
6	в нем	1	19
7	может быть	13	19
8	не может	5	19
9	и все	4	19
10	как и	11	18
11	к себе	1	17
12	в этом	11	16
13	но в	5	16
14	и его	1	16
15	все это	10	16
16	и с	10	15
17	прежде всего	2	15
18	то же	4	14
19	к нему	4	14
20	для него	1	13
21	в то	2	12
22	потому что	5	12
23	но и	8	12
24	т е	24	12
25	на самом	2	11
26	с другим	2	11
27	то что	5	11
28	не только	10	10
29	не в	4	9
30	а не	4	9
31	и т	5	8
32	никогда не	2	8
33	с ним	1	8
34	в другом	1	8
35	в самом	1	8
36	так же	4	8
37	и для	2	8
38	на него	1	7
39	как будто	1	7
40	как мы	3	7
41	и даже	1	7
42	там где	2	7
43	этого слова	1	7
44	все же	2	7
45	что в	22	7
46	мы уже	1	6
47	и на	6	6
48	отношение к	1	6
49	что они	1	6
50	в пределах	1	6
51	что у	1	6
52	так и	1	6
53	только в	1	6
54	от него	1	6
55	с ними	1	6
56	на них	4	5
57	и наконец	1	5
58	что это	3	5
59	но все	1	5
60	с тем	6	5
61	в конце	1	5
62	таким образом	6	5
63	и что	5	5
64	что и	2	5
65	это не	5	5
66	все время	1	5
67	того что	3	5
68	и так	1	5
69	так что	4	5
70	из них	4	5
71	всяком случае	1	5
72	в одном	1	5
73	и от	3	5
74	мы должны	1	5
75	а в	9	5
76	во всяком	1	5
77	с таким	1	4
78	еще не	6	4
79	но не	5	4
80	как в	7	4
81	он в	1	4
82	все эти	3	4
83	но на	1	4
84	при этом	6	4
85	на этом	3	4
86	что все	1	4
87	его в	8	4
88	с другими	3	4
89	рядом с	1	4
90	но это	1	4
91	ничего не	1	4
92	как раз	1	4
93	и это	1	4
94	если бы	1	4
95	только на	1	4
96	в виде	4	4
97	так как	13	4
98	с другой	2	4
99	тем что	3	4
100	вместе с	6	4
101	а между	1	3
102	в такой	1	3
103	и то	2	3
104	сливается с	1	3
105	уверен что	1	3
106	так чтобы	2	3
107	говорить о	1	3
108	в виду	2	3
109	в ней	1	3
110	как символ	1	3
111	что его	1	3
112	совсем не	2	3
113	нет и	1	3
114	в одной	1	3
115	хотя и	1	3
116	и как	2	3
117	уже в	1	3
118	ее как	1	3
119	как он	1	3
120	их в	4	3
121	знает что	1	3
122	далеко не	4	3
123	мы видели	7	3
124	должно быть	2	3
125	такой же	1	3
126	в своей	2	3
127	в котором	3	3
128	не менее	2	3
129	но он	3	3
130	как можно	2	3
131	что с	2	3
132	том что	22	3
133	во всем	2	3
134	не могу	1	3
135	в ее	3	3
136	еще в	2	3
137	для этого	5	3
138	сводится к	1	3
139	в глаза	2	3
140	и во	1	3
141	между тем	3	3
142	в него	2	3
143	но так	1	3
144	в том	22	3
145	человека с	1	3
146	от другого	1	3
147	а с	2	3
148	до конца	3	3
149	под влиянием	1	3
150	эти слова	1	3
151	по своему	1	3
152	ненависть к	1	3
153	только что	1	3
154	его к	1	3
155	только с	1	3
156	другой стороны	1	3
157	например в	1	2
158	он может	1	2
159	это и	2	2
160	здесь и	1	2
161	а как	1	2
162	для его	1	2
163	та же	2	2
164	совпадает с	1	2
165	мы и	1	2
166	кто же	1	2
167	в которых	4	2
168	во всех	3	2
169	отличие от	3	2
170	с этим	2	2
171	показать что	1	2
172	в своем	1	2
173	когда он	1	2
174	увидим что	1	2
175	в этот	10	2
176	в которой	2	2
177	еще далеко	1	2
178	в большинстве	1	2
179	тому же	1	2
180	так сказать	1	2
181	вообще не	1	2
182	т д	5	2
183	всех этих	1	2
184	он должен	1	2
185	и если	1	2
186	подобно тому	3	2
187	из мертвых	2	2
188	когда уже	1	2
189	входит в	1	2
190	было бы	3	2
191	он есть	2	2
192	мог бы	1	2
193	по всему	1	2
194	в них	4	2
195	был бы	1	2
196	она в	1	2
197	в отличие	3	2
198	своего рода	1	2
199	которые в	1	2
200	тем не	2	2
201	однако в	1	2
202	на всю	1	2
203	во время	12	2
204	о них	2	2
205	этом случае	6	2
206	к ней	2	2
207	такая же	1	2
208	как на	1	2
209	же он	1	2
210	него на	1	2
211	не является	1	2
212	отнюдь не	1	2
213	всем этим	1	2
214	так в	2	2
215	под силу	1	2
216	жизнь и	2	2
217	собой и	1	2
218	и вообще	1	2
219	находится в	1	2
220	о том	9	2
221	на нее	6	2
222	в форме	2	2
223	и мир	1	2
224	быть и	1	2
225	один из	2	2
226	но с	1	2
227	тот же	1	2
228	мы увидим	1	2
229	и ее	2	2
230	иной характер	2	2
231	в эти	1	2
232	же и	1	2
233	не входит	1	2
234	уже не	4	2
235	к слову	1	2
236	за ним	3	2
237	ты меня	1	2
238	ту сторону	1	2
239	друг друга	3	2
240	как его	1	2
241	каждый из	2	2
242	нет в	1	2
243	говорит о	2	2
244	не было	2	2
245	а так	1	2
246	о чем	4	2
247	должна была	5	2
248	и потому	1	2
249	это в	2	2
250	несколько раз	1	2
251	смысле этого	1	2
