N	2gram	Tiupa_Anal_1	Literetu
1	и не	21	22
2	тогда как	14	17
3	в мире	8	16
4	и в	18	16
5	х годов	2	15
6	при этом	12	15
7	в этом	13	14
8	не только	15	14
9	но и	17	14
10	в том	27	12
11	может быть	29	12
12	а не	17	12
13	то что	6	12
14	хх века	1	11
15	в частности	19	11
16	я и	6	10
17	своего рода	3	10
18	не в	14	10
19	такого рода	5	10
20	е годы	1	9
21	то же	9	9
22	так и	4	9
23	в то	9	9
24	того что	4	9
25	в е	1	8
26	в этой	5	8
27	том что	12	8
28	не может	22	8
29	к себе	1	8
30	как бы	5	8
31	в своей	6	7
32	тем самым	7	7
33	же время	6	7
34	только в	6	7
35	себя в	6	7
36	в противовес	2	7
37	со стороны	2	7
38	эстетического субъекта	3	7
39	лирического героя	2	7
40	точки зрения	6	7
41	я в	3	7
42	еще не	3	6
43	с его	3	6
44	в себе	11	6
45	состоит в	11	6
46	в другом	4	6
47	по мысли	3	6
48	эстетического объекта	11	6
49	произведение искусства	9	6
50	о том	5	6
51	и его	5	6
52	в его	13	6
53	присутствия в	2	6
54	и т.п	5	6
55	с другой	4	6
56	к тому	7	6
57	в году	1	5
58	в отличие	6	5
59	отличие от	6	5
60	субъекта и	4	5
61	как в	1	5
62	всего лишь	4	5
63	в целом	5	5
64	тому же	4	5
65	то есть	11	5
66	лишь в	5	5
67	это не	6	5
68	соответствии с	2	5
69	как и	13	5
70	в основе	6	5
71	коммуникативного события	14	5
72	этом отношении	2	5
73	в ее	1	5
74	что он	3	5
75	в качестве	31	5
76	именно в	4	5
77	а именно	3	5
78	вместе с	4	5
79	художественной культуры	1	5
80	особого рода	7	5
81	а в	9	5
82	перед лицом	6	4
83	одним из	3	4
84	но не	10	4
85	по отношению	6	4
86	в рамках	3	4
87	хотя и	1	4
88	входит в	1	4
89	должно быть	2	4
90	место в	3	4
91	однако в	3	4
92	даже в	3	4
93	не говоря	2	4
94	никогда не	2	4
95	в тексте	5	4
96	говоря уже	1	4
97	данном случае	2	4
98	коммуникативное событие	6	4
99	а также	3	4
100	другого в	3	4
101	с одной	3	4
102	в начале	2	4
103	из них	2	4
104	в одном	1	4
105	как будто	3	4
106	одной стороны	3	4
107	в данном	2	4
108	и для	1	4
109	я как	1	4
110	об искусстве	2	4
111	жизни в	1	4
112	отношению к	5	4
113	отношения к	2	3
