N	3gram	Nazirov_Tv_2	Literetu
1	то же время	7	7
2	в то же	7	7
3	в отличие от	2	5
4	к тому же	1	5
5	по отношению к	3	4
6	о том что	2	4
7	в том что	2	4
8	в том числе	1	3
9	в соответствии с	4	3
10	не может быть	3	3
11	особое место в	1	2
12	в самом деле	2	2
13	том числе и	1	2
14	в целом и	2	2
15	с другой стороны	2	2
16	в одном из	2	2
17	той или иной	1	2
18	тем что он	1	2
19	в другом месте	1	1
20	хотя и не	1	1
21	на свете есть	1	1
22	что однако не	1	1
23	своего права на	1	1
24	о том как	1	1
25	так и не	1	1
26	как будто бы	1	1
27	и не стал	1	1
28	в этой связи	1	1
29	в первую очередь	1	1
30	себя самого в	1	1
31	и т п	2	1
32	несмотря на его	1	1
33	но это не	1	1
34	именно в этом	2	1
35	тем самым его	1	1
36	едва ли не	2	1
37	содержит в себе	1	1
38	в году он	1	1
39	вырождается и умирает	1	1
40	но при этом	1	1
41	писал в году	1	1
42	не только для	1	1
43	автором и читателем	1	1
44	это и есть	1	1
45	в xix веке	2	1
46	в связи с	1	1
47	в мире и	1	1
48	в целом ряде	1	1
49	и в том	1	1
50	нужна была не	1	1
51	но уже в	1	1
52	в свою очередь	1	1
53	ничего общего с	1	1
54	восприятие художественного произведения	1	1
55	в конечном счете	1	1
56	может и не	1	1
57	между автором и	1	1
58	но отнюдь не	1	1
59	в какой-то мере	1	1
60	может быть в	1	1
61	на наш взгляд	2	1
62	в глубине души	1	1
63	в литературной традиции	2	1
