N	2gram	Trubetskoy_1	Myslijsy
1	потому что	9	52
2	то есть	2	42
3	и в	23	39
4	может быть	16	27
5	в том	30	26
6	только в	6	25
7	не может	17	22
8	что в	8	22
9	не только	7	21
10	так как	7	21
11	а не	1	21
12	в нем	3	20
13	но и	9	20
14	и не	8	18
15	том что	19	16
16	так что	5	16
17	в этом	12	15
18	не в	8	15
19	если бы	8	14
20	по отношению	9	13
21	в себе	5	13
22	таким образом	31	13
23	так и	10	13
24	отношению к	9	13
25	было бы	3	12
26	есть только	1	11
27	точно так	1	11
28	мы не	1	10
29	как в	1	10
30	и что	8	10
31	а потому	5	10
32	то что	18	10
33	в человеке	1	10
34	не есть	2	10
35	но в	4	9
36	как и	9	9
37	тогда когда	3	9
38	могут быть	1	9
39	для нас	3	9
40	мысли и	1	9
41	тем что	1	9
42	душевной жизни	1	9
43	но не	2	8
44	точки зрения	13	8
45	того что	6	8
46	со стороны	1	8
47	вместе с	6	8
48	по его	2	7
49	в ней	3	7
50	в истории	3	7
51	с этим	11	7
52	это не	3	7
53	в этих	3	7
54	должны быть	3	7
55	то и	2	7
56	с другой	6	7
57	должно быть	4	7
58	то же	4	6
59	независимо от	2	6
60	все же	13	6
61	и как	1	6
62	бы не	1	6
63	при этом	9	6
64	и по	3	6
65	от нее	2	6
66	между собою	5	6
67	не менее	7	6
68	того как	1	6
69	тем не	4	6
70	что на	1	6
71	что и	7	6
72	еще не	5	6
73	как бы	10	6
74	в первом	1	5
75	с в	3	5
76	то это	1	5
77	во всех	10	5
78	только тогда	2	5
79	то в	2	5
80	не следует	1	5
81	с тем	2	5
82	несмотря на	6	5
83	не имеет	1	5
84	и его	1	5
85	что при	6	5
86	если же	3	5
87	язык и	1	5
88	между тем	12	5
89	во втором	2	5
90	в его	5	5
91	для всех	1	5
92	вовсе не	2	5
93	друг друга	2	5
94	зависит от	1	5
95	так же	8	5
96	и потому	3	5
97	и для	6	5
98	и народа	1	5
99	из себя	10	5
100	а в	3	5
101	другой стороны	5	5
102	в таком	4	5
103	на деле	1	4
104	его мнению	1	4
105	вопрос о	3	4
106	бы ни	1	4
107	а только	1	4
108	все остальные	1	4
109	увидим что	1	4
110	из этих	8	4
111	в каждом	1	4
112	мы видели	2	4
113	тем самым	3	4
114	однако в	1	4
115	в то	6	4
116	не по	1	4
117	а так	1	4
118	никогда не	4	4
119	же время	2	4
120	и притом	1	4
121	во всем	3	4
122	не могут	4	4
123	к тому	8	4
124	свою очередь	2	4
125	каждый раз	1	4
126	бы в	3	4
127	согласно с	1	4
128	с нею	1	4
129	и других	2	4
130	для него	2	4
131	в более	1	4
132	не было	2	4
133	и даже	1	4
134	прежде всего	3	4
135	что мы	4	4
136	самого себя	4	4
137	быть не	1	4
138	при таком	2	4
139	от него	3	4
140	от того	3	4
141	не более	2	4
142	мы видим	1	4
143	в свою	2	4
144	языка то	1	4
145	в своих	2	4
146	а между	8	3
147	того же	9	3
148	должна быть	5	3
149	что если	3	3
150	и то	4	3
151	столь же	5	3
152	тем как	1	3
153	очевидно что	3	3
154	более как	2	3
155	что как	4	3
156	в своем	10	3
157	помнить что	1	3
158	хотя и	4	3
159	что по	3	3
160	в самом	8	3
161	что это	5	3
162	он не	3	3
163	то ни	3	3
164	что все	5	3
165	в мире	6	3
166	той же	1	3
167	и с	5	3
168	а его	1	3
