N	3gram	Losev_Vlad_3	Hudozhes
1	о том что	8	9
2	то же время	2	8
3	в то же	3	8
4	в том что	10	6
5	в самом деле	1	4
6	можно было бы	1	4
7	к тому что	2	4
8	с точки зрения	6	3
9	в этом отношении	2	3
10	в связи с	2	3
11	тем не менее	9	3
12	том что в	3	2
13	о том как	1	2
14	мы уже знаем	1	2
15	что же касается	5	2
16	только в том	3	2
17	в первую очередь	1	2
18	до сих пор	1	2
19	то и другое	1	2
20	не только в	1	2
21	так или иначе	2	2
22	для всего мира	1	2
23	не может быть	6	2
24	на то что	2	2
25	на наш взгляд	1	2
26	еще не раз	1	1
27	потому что он	1	1
28	не может не	1	1
29	уже знаем что	1	1
30	все дело в	1	1
31	том смысле как	1	1
32	что он один	1	1
33	не имеют для	1	1
34	в этом смысле	3	1
35	том что он	1	1
36	не впадая в	1	1
37	то же самое	1	1
38	одной стороны и	2	1
39	же как и	1	1
40	а в иных	1	1
41	все та же	1	1
42	не имеют никакого	1	1
43	и в этом	5	1
44	мы считаем необходимым	1	1
45	него и в	1	1
46	и то и	1	1
47	в таком случае	2	1
48	том случае если	2	1
49	и в то	2	1
50	с самого начала	1	1
51	в иных случаях	1	1
52	более или менее	5	1
53	на самом же	2	1
54	в себе и	2	1
55	в отличие от	3	1
56	в письме к	1	1
57	в другом и	1	1
58	с этой точки	1	1
59	в том случае	3	1
60	перед нами не	1	1
61	по мнению с	1	1
62	в это время	2	1
63	но еще и	2	1
64	и что в	1	1
65	такой же как	1	1
66	содержит в себе	4	1
67	именно в этой	1	1
68	в конце концов	5	1
69	в себя и	1	1
70	а также и	6	1
71	имеет ничего общего	2	1
72	и потому что	2	1
73	что при всей	1	1
74	он уже не	1	1
75	еще и потому	2	1
76	как впрочем и	1	1
77	в том и	1	1
78	и другое в	1	1
79	во всяком случае	3	1
80	не только на	1	1
81	самом же деле	2	1
82	при всей своей	1	1
83	не имеет ничего	2	1
84	на вопрос что	1	1
85	смысле как мы	1	1
86	в данном случае	2	1
87	как будто бы	1	1
88	и она не	1	1
89	ничего общего с	2	1
90	мы должны в	1	1
91	этой точки зрения	1	1
92	с тем что	1	1
93	едва ли можно	2	1
94	не только не	1	1
95	является для него	1	1
96	не было ни	1	1
97	имеют никакого отношения	1	1
98	если бы не	1	1
99	все же не	1	1
100	в том смысле	1	1
101	с одной стороны	3	1
102	не только от	1	1
103	наше внимание на	1	1
