N	2gram	Tiupa_Hudo_1	Psycholo
1	то что	4	32
2	и в	19	31
3	в том	18	30
4	то есть	18	26
5	что в	6	23
6	может быть	14	22
7	таким образом	3	20
8	при этом	13	19
9	так как	1	18
10	художественного произведения	3	17
11	не может	7	17
12	как и	2	16
13	том что	8	16
14	и не	15	16
15	точки зрения	10	15
16	искусства и	1	15
17	только в	5	14
18	не только	16	13
19	что и	2	13
20	а не	9	13
21	если мы	2	12
22	так же	2	12
23	в этом	11	12
24	в самом	5	11
25	не в	7	11
26	в области	6	11
27	могут быть	4	11
28	в сущности	1	10
29	на то	1	10
30	того что	4	10
31	художественное произведение	1	10
32	потому что	3	10
33	искусства в	4	9
34	по себе	2	9
35	ни в	5	9
36	как в	2	9
37	произведение искусства	8	8
38	и что	3	8
39	всякий раз	2	8
40	никогда не	2	8
41	вместе с	1	8
42	все это	2	8
43	заключается в	2	7
44	сказать что	4	7
45	того чтобы	2	7
46	и его	12	7
47	о том	2	7
48	есть в	2	7
49	тому как	1	7
50	что он	3	7
51	искусство есть	1	6
52	что это	1	6
53	отнюдь не	2	6
54	из этих	3	6
55	что она	2	6
56	для того	2	6
57	было бы	1	6
58	если бы	3	6
59	в его	9	6
60	вслед за	1	6
61	вовсе не	2	6
62	и даже	1	6
63	одной стороны	2	6
64	а в	12	6
65	художественного творчества	4	6
66	и есть	1	5
67	то же	10	5
68	в ее	5	5
69	с одной	2	5
70	в целом	3	5
71	и совершенно	1	5
72	подобно тому	1	5
73	иначе говоря	4	5
74	искусства не	1	5
75	в то	6	5
76	как будто	1	5
77	не является	4	5
78	то время	1	5
79	с другой	7	5
80	мы видим	1	5
81	в какой	2	5
82	отдельных лиц	1	5
83	так что	1	5
84	художественной формы	1	5
85	как бы	9	5
86	этой точки	1	5
87	и для	2	5
88	говорит что	2	5
89	другой стороны	5	5
90	же как	1	4
91	в котором	1	4
92	мы имеем	6	4
93	в которой	2	4
94	совпадает с	2	4
95	в виду	5	4
96	столь же	1	4
97	у него	1	4
98	со всеми	1	4
99	отличие от	7	4
100	искусство и	1	4
101	в себе	9	4
102	от себя	3	4
