N	3gram	Voloshinov_1	PoTuStor
1	с точки зрения	2	6
2	на самом деле	2	4
3	с самого начала	1	4
4	в чем не	1	3
5	в этом смысле	1	3
6	до сих пор	3	3
7	по крайней мере	1	3
8	во всяком случае	1	3
9	не может быть	7	3
10	ни в чем	1	3
11	можно сказать что	5	3
12	нам кажется что	1	2
13	по аналогии с	1	2
14	так же как	1	2
15	в самом деле	1	2
16	протяжении всей жизни	1	2
17	можно определить как	1	2
18	на ранних ступенях	1	2
19	о том что	1	2
20	мы можем сказать	2	2
21	но отнюдь не	2	2
22	в конечном счете	1	2
23	на протяжении всей	1	2
24	и в этом	1	2
25	даже тогда когда	1	1
26	то что я	1	1
27	зависит от того	2	1
28	уже не может	1	1
29	дело в том	4	1
30	мы имеем в	1	1
31	в нем и	1	1
32	имеем в виду	2	1
33	подобно тому как	1	1
34	то же самое	2	1
35	как это делает	1	1
36	же как и	1	1
37	герой нашего времени	1	1
38	коем случае нельзя	1	1
39	ни в коем	1	1
40	конечно не может	2	1
41	таким образом к	1	1
42	бы то ни	3	1
43	и та же	1	1
44	и др и	1	1
45	в этом отношении	1	1
46	но несмотря на	1	1
47	несмотря на это	1	1
48	можно было бы	1	1
49	только и делает	1	1
50	со всех сторон	1	1
51	может быть только	1	1
52	в каком отношении	2	1
53	в коем случае	1	1
54	в данном случае	2	1
55	каком направлении может	1	1
56	то ни было	3	1
57	с одной стороны	2	1
58	в высшей степени	1	1
59	того в каком	1	1
60	каких бы то	1	1
61	само нуждается в	1	1
62	смысл и значение	2	1
63	имеем дело с	1	1
64	на это мы	1	1
65	на один шаг	1	1
66	бы оно ни	1	1
67	в них и	1	1
68	и она не	1	1
69	совершенно своеобразно и	1	1
70	нуждается в особом	1	1
71	самом деле в	1	1
72	в том что	4	1
73	этой точки зрения	3	1
74	и таким образом	1	1
75	оно ни было	1	1
76	в особом объяснении	1	1
77	одна и та	1	1
78	и прежде всего	1	1
79	лежит на границе	2	1
80	в каком направлении	1	1
81	мы увидим что	1	1
82	тесной зависимости от	1	1
