N	2gram	Trubetskoy_1	Narrotol
1	не только	10	32
2	может быть	10	25
3	но и	9	23
4	в качестве	3	21
5	и не	8	20
6	то есть	4	19
7	и в	26	19
8	в том	11	18
9	в этом	15	17
10	не в	2	14
11	том что	7	14
12	состоит в	2	13
13	представляет собой	3	12
14	тогда как	1	12
15	в рамках	3	12
16	а не	5	12
17	то что	7	11
18	а в	4	11
19	точки зрения	13	10
20	не может	4	10
21	при этом	3	9
22	в мире	5	9
23	так и	6	9
24	в его	5	9
25	в себе	6	8
26	с другой	8	8
27	не является	1	8
28	еще не	2	7
29	по отношению	1	7
30	как в	1	7
31	все же	6	7
32	как и	1	7
33	к тому	6	7
34	и т.д	6	7
35	а также	2	7
36	с одной	7	7
37	одной стороны	7	7
38	с его	2	6
39	но не	8	6
40	в той	1	6
41	то в	1	6
42	в себя	1	6
43	о том	6	6
44	что он	4	6
45	именно в	2	6
46	отношению к	3	6
47	том числе	5	6
48	но в	7	6
49	отличие от	1	5
50	и как	3	5
51	уже не	3	5
52	в этой	4	5
53	тому же	5	5
54	далеко не	4	5
55	в отличие	1	5
56	по себе	1	5
57	и его	1	5
58	картина мира	1	5
59	к нему	7	5
60	себя в	1	5
61	или иной	2	5
62	мира в	1	5
63	в данном	1	5
64	можно сказать	3	5
65	речь идет	1	4
66	данном случае	1	4
67	все те	1	4
68	то же	4	4
69	из которых	4	4
70	здесь не	1	4
71	за собой	3	4
72	в нем	4	4
73	в силу	5	4
74	но все	7	4
75	и с	10	4
76	было бы	1	4
77	связи с	9	4
78	числе и	4	4
79	той или	2	4
80	те же	2	4
81	одного из	1	4
82	же время	2	4
83	во втором	1	4
84	вслед за	2	4
85	только в	4	4
86	хотя бы	3	4
87	у него	1	4
88	прежде всего	2	4
89	если не	2	4
90	как бы	12	4
91	да и	1	4
92	отличается от	2	4
93	же в	1	4
94	одной из	5	4
95	сказать что	2	4
96	другой стороны	1	4
97	это и	1	3
98	в первом	1	3
99	же как	3	3
100	в сущности	1	3
101	в ней	1	3
102	и на	2	3
103	может не	1	3
104	бы то	2	3
105	в ее	1	3
106	если в	3	3
107	что они	1	3
108	когда он	3	3
109	что это	3	3
110	уже в	2	3
111	из этих	10	3
112	не есть	1	3
113	он не	4	3
114	то ни	2	3
115	особенно в	2	3
116	ни в	1	3
117	тем не	3	3
118	бы быть	1	3
119	бытия в	1	3
120	не менее	3	3
121	в то	4	3
122	тем что	1	3
123	никогда не	5	3
124	по своей	2	3
125	этом отношении	2	3
126	могут быть	1	3
127	с ее	1	3
128	свою очередь	1	3
129	то или	2	3
130	не с	2	3
131	между тем	2	3
132	а именно	1	3
133	один из	2	3
134	из них	7	3
135	за границу	1	3
136	из двух	1	3
137	и даже	3	3
138	или иначе	3	3
139	в свою	2	3
140	а с	7	3
141	не существует	1	3
142	что в	9	3
143	ни было	2	3
144	жизни и	2	3
145	как известно	1	2
146	отношения к	1	2
147	одним из	2	2
148	таком случае	1	2
149	и потому	6	2
150	самом деле	1	2
151	идет о	1	2
152	и до	1	2
153	мы имеем	2	2
154	ему в	2	2
155	в будущем	1	2
156	между собой	1	2
157	он сам	1	2
158	события в	1	2
159	отношение к	5	2
160	или иное	2	2
161	что именно	2	2
162	как к	1	2
163	в своем	3	2
164	что касается	1	2
165	более или	5	2
166	так или	3	2
167	все эти	6	2
168	всей своей	1	2
169	и тот	1	2
170	роль в	1	2
171	та же	1	2
172	они в	2	2
173	не как	2	2
174	будет продолжаться	1	2
175	постольку поскольку	1	2
176	человека в	1	2
177	различие между	1	2
178	а по	1	2
179	его в	1	2
180	это не	1	2
181	в самую	1	2
182	несмотря на	6	2
183	или менее	5	2
184	и сейчас	2	2
185	с точки	6	2
186	однако в	1	2
187	даже в	1	2
188	вплоть до	2	2
189	а иногда	1	2
190	чтобы стать	1	2
191	не могло	2	2
192	не имеет	5	2
193	ничего не	1	2
194	как раз	1	2
195	и после	2	2
196	когда мы	1	2
197	то они	1	2
198	утверждать что	2	2
199	приводит к	2	2
200	было в	1	2
201	всей вероятности	1	2
202	в значительной	3	2
203	времени в	1	2
204	том или	1	2
205	во всей	1	2
206	и только	4	2
207	дело с	1	2
208	всех его	1	2
209	и ее	1	2
210	одно из	2	2
211	для него	3	2
212	сами по	1	2
213	богу не	1	2
214	или ином	1	2
215	смерти и	1	2
216	представляют собой	1	2
217	одну из	1	2
218	после смерти	10	2
219	к которому	2	2
220	по всей	1	2
221	выступает в	2	2
222	не было	2	2
223	зависит от	1	2
224	наконец в	2	2
225	о чем	1	2
226	не всегда	2	2
227	по существу	2	2
228	что мы	2	2
229	и для	5	2
230	в связи	3	2
231	в результате	3	2
232	мира и	1	2
233	совершенно иной	2	2
234	и все	2	2
235	тем более	1	2
236	совершенно не	1	2
237	жизни а	1	2
238	первом случае	1	2
239	этого слова	1	2
240	себе не	1	2
241	так же	5	2
242	в таком	3	2
243	точно так	3	2
244	этой точки	2	2
245	они не	1	2
246	к их	1	1
247	и через	1	1
248	того же	6	1
249	становится в	1	1
250	в разные	1	1
251	он может	1	1
252	показаться что	1	1
253	в самостоятельный	1	1
254	и есть	1	1
255	них как	1	1
256	в какой-то	1	1
257	и больше	2	1
258	и могут	1	1
259	есть не	1	1
260	мир не	1	1
261	и держащихся	1	1
262	этом не	1	1
263	он как	1	1
264	совпадает с	1	1
265	его о	1	1
266	от церкви	1	1
267	мы и	1	1
268	которое в	1	1
269	как не	1	1
270	времени старого	1	1
271	двух или	1	1
272	к ее	1	1
273	нему в	1	1
274	в чем	1	1
275	во всех	2	1
276	по своему	2	1
277	в духовном	1	1
278	иметь в	1	1
279	совсем не	1	1
280	от конца	1	1
281	а третьим	1	1
282	эта особенность	1	1
283	один и	1	1
284	мере в	1	1
285	исследований в	1	1
286	вспомним что	1	1
287	его смерти	2	1
288	могли бы	1	1
289	и наконец	2	1
290	и к	5	1
291	от этого	1	1
292	в самом	4	1
293	знаменательно что	1	1
294	но по	3	1
295	ни один	2	1
296	а во-вторых	1	1
297	формы в	1	1
298	тоже не	1	1
299	сливаются в	1	1
300	имеет для	1	1
301	так сказать	1	1
302	на его	1	1
303	в религиозном	7	1
304	в первую	1	1
305	новое и	1	1
306	на земле	1	1
307	его от	2	1
308	и по	4	1
309	на этом	1	1
310	таким образом	22	1
311	и за	1	1
312	этом последнем	1	1
313	единое целое	1	1
314	мы уже	1	1
315	духовном отношении	1	1
316	входит в	1	1
317	это состояние	1	1
318	первую очередь	1	1
319	с другими	4	1
320	что один	1	1
321	должен был	4	1
322	но именно	1	1
323	как объекты	1	1
324	не самой	1	1
325	смерть и	1	1
326	с богом	1	1
327	в них	2	1
328	соответствии с	1	1
329	жизни то	1	1
330	в слове	1	1
331	мы видели	2	1
332	оно имеет	1	1
333	мы не	1	1
334	зато в	1	1
335	и тогда	4	1
336	превратился в	1	1
337	одного и	1	1
338	связь со	1	1
339	таким же	1	1
340	этого момента	1	1
341	в котором	4	1
342	в их	1	1
343	к одному	1	1
344	место в	1	1
345	все и	1	1
346	в которых	4	1
347	не представляется	1	1
348	жизни с	1	1
349	признать что	2	1
350	и круговорот	1	1
351	в россии	2	1
352	при рассмотрении	1	1
353	с этого	1	1
354	по крайней	5	1
355	и более	1	1
356	их в	1	1
357	не могли	1	1
358	в конце	6	1
359	как от	2	1
360	том же	1	1
361	самое происходит	1	1
362	чистом виде	1	1
363	без участия	1	1
364	до известной	1	1
365	дело не	1	1
366	в процессе	2	1
