N	2gram	Potebnia_M_3	Tvorches
1	и в	30	20
2	и т	5	13
3	не только	21	13
4	т д	3	11
5	как бы	3	11
6	таким образом	14	10
7	в то	10	10
8	в его	4	10
9	и его	4	9
10	там же	6	9
11	же с	6	9
12	и не	15	9
13	при этом	3	8
14	и с	2	8
15	в том	32	8
16	может быть	28	8
17	в этом	10	8
18	прежде всего	3	8
19	но и	19	8
20	то же	23	7
21	это не	1	7
22	же время	5	7
23	потому что	46	7
24	не может	6	7
25	что в	17	7
26	в целом	3	6
27	как и	10	6
28	в своей	2	6
29	что он	6	6
30	так и	11	6
31	у него	2	6
32	именно в	3	6
33	а не	15	6
34	все это	4	6
35	например в	6	5
36	еще не	5	5
37	и на	3	5
38	но не	7	5
39	все же	2	5
40	в этой	2	5
41	в мире	1	5
42	то есть	34	5
43	о том	2	5
44	и даже	2	5
45	но это	6	5
46	так же	3	5
47	мы не	9	4
48	все эти	1	4
49	что они	2	4
50	как в	10	4
51	хотя и	1	4
52	когда он	1	4
53	но в	1	4
54	не в	15	4
55	на его	2	4
56	что она	3	4
57	что у	1	4
58	об этом	2	4
59	на стороне	2	4
60	показывает что	2	4
61	если бы	12	4
62	тем самым	7	4
63	ничего не	1	4
64	в известной	1	4
65	в чем	3	4
66	мы видим	2	4
67	в душе	10	4
68	а в	12	4
69	если не	4	4
70	и потому	4	4
71	и от	4	4
72	том что	18	4
73	одним из	1	3
74	человека и	5	3
75	самой своей	1	3
76	с большим	1	3
77	он сам	1	3
78	а с	2	3
79	по отношению	5	3
80	тогда как	2	3
81	в одной	1	3
82	о жизни	1	3
83	это был	1	3
84	это определение	1	3
85	отношению к	5	3
86	в себе	16	3
87	в нем	9	3
88	он не	4	3
89	в образе	3	3
90	так например	2	3
91	его в	3	3
92	и мы	2	3
93	в самом	8	3
94	в котором	4	3
95	в их	2	3
96	место в	3	3
97	в которых	2	3
98	заставляет нас	2	3
99	тем что	7	3
100	и это	4	3
101	быть может	3	3
102	с ним	6	3
103	до сих	3	3
104	между тем	9	3
105	романа и	1	3
106	уже не	6	3
107	в начале	3	3
108	для него	9	3
109	в современном	1	3
110	так как	13	3
111	то что	18	3
112	как у	1	3
113	что не	8	3
114	превращается в	1	3
115	вместе с	12	3
116	в область	1	3
117	несколько раз	1	3
118	с этой	2	3
119	сих пор	3	3
120	один из	4	3
121	не является	1	3
122	по самой	1	3
123	жизни в	1	3
124	одной из	2	3
125	к этому	3	3
126	в таком	3	3
127	таком случае	2	2
128	самом деле	2	2
129	и есть	3	2
130	по преимуществу	1	2
131	говорить о	3	2
132	и он	1	2
133	в ее	2	2
134	тут же	2	2
135	нет и	1	2
136	во многом	2	2
137	так что	7	2
138	в истории	1	2
139	нас за	1	2
140	и наконец	2	2
141	от ее	1	2
142	имеет в	1	2
143	но эта	1	2
144	в которой	3	2
145	из жизни	1	2
146	бы не	4	2
147	тоже не	1	2
148	т п	2	2
149	тому же	1	2
150	во многих	1	2
151	так сказать	2	2
152	и если	2	2
153	наш взгляд	1	2
154	при виде	1	2
155	едва ли	1	2
156	сердце и	1	2
157	на наш	1	2
158	и по	4	2
159	том же	2	2
160	при помощи	1	2
161	особенно в	1	2
162	к миру	1	2
163	которой он	1	2
164	в такой	1	2
165	не столько	2	2
166	что я	5	2
167	их в	2	2
168	что этот	1	2
169	где нет	1	2
170	в устах	1	2
171	между людьми	2	2
172	не менее	5	2
173	как о	2	2
174	на него	3	2
175	в процессе	1	2
176	другой стороны	4	2
177	целом и	1	2
178	что на	1	2
179	и далее	1	2
180	могут быть	3	2
181	как по	1	2
182	так в	2	2
183	только через	1	2
184	сводится к	1	2
185	и что	10	2
186	крайней мере	5	2
187	в ту	1	2
188	в которую	1	2
189	с ними	1	2
190	только в	21	2
191	в стороне	1	2
192	и ее	1	2
193	не мешает	1	2
194	себя в	1	2
195	уже в	5	2
196	в виде	2	2
197	на ней	1	2
198	или даже	1	2
199	из них	6	2
200	его и	1	2
201	в одном	2	2
202	вовсе не	7	2
203	давно уже	1	2
204	друг друга	3	2
205	отличие от	1	2
206	в свой	2	2
207	с другой	7	2
208	не было	4	2
209	на этот	1	2
210	идеи в	2	2
211	не означает	1	2
212	зависит от	6	2
213	по крайней	5	2
214	и вообще	3	2
215	начиная с	1	2
216	так мы	1	2
217	о человеке	1	2
218	образ и	6	2
219	него в	1	2
220	только для	1	2
221	и тогда	3	2
222	в силах	1	2
223	с другими	5	2
224	к самому	1	2
225	связь с	3	2
226	но если	1	2
227	и без	7	2
228	сам в	1	2
229	отказаться от	2	2
230	но эти	1	2
231	в искусстве	3	2
232	во всяком	1	2
233	народ в	1	1
234	вряд ли	1	1
235	если б	5	1
236	в сфере	1	1
237	художественного произведения	5	1
238	как его	1	1
239	не остается	1	1
240	а между	2	1
241	не имел	1	1
242	есть форма	1	1
243	только потому	3	1
244	это и	2	1
245	в первом	3	1
246	из его	1	1
247	действительности и	3	1
248	с в	2	1
249	приходит к	1	1
250	мы уже	2	1
251	той же	2	1
252	г в	1	1
253	со всех	1	1
254	заставляет человека	1	1
255	бы уже	1	1
256	из всего	1	1
257	что если	1	1
