N	3gram	Bakhtin_Fr_6	Marksizm
1	с точки зрения	2	13
2	не может быть	1	10
3	по отношению к	1	8
4	то же время	5	8
5	в то же	5	8
6	в связи с	1	7
7	для того чтобы	1	6
8	в том что	2	6
9	в самом деле	4	5
10	но в то	1	5
11	в большинстве случаев	4	5
12	смысле этого слова	1	4
13	и того же	1	4
14	той или иной	1	4
15	одного и того	1	4
16	в той или	1	3
17	самом же деле	1	3
18	как мы сказали	1	3
19	на самом же	1	3
20	до сих пор	3	3
21	с одной стороны	4	3
22	о том что	5	3
23	как мы уже	6	3
24	одной стороны и	2	2
25	одним и тем	1	2
26	более или менее	1	2
27	том что он	1	2
28	обратное влияние на	1	2
29	в зависимости от	1	2
30	но и в	2	2
31	в значительной степени	1	2
32	и тем же	1	2
33	в следующей главе	6	2
34	так и от	1	2
35	до настоящего времени	1	2
36	неразрывной связи с	1	2
37	в неразрывной связи	1	2
38	и прежде всего	2	2
39	и до настоящего	1	2
40	как бы изнутри	1	1
41	в другом месте	4	1
42	вполне понятно что	2	1
43	прямо сказать что	2	1
44	если мы вспомним	1	1
45	ровно ничего не	1	1
46	дело в том	1	1
47	мы уже сказали	3	1
48	и так сказать	1	1
49	и т.п то	1	1
50	мы увидим в	1	1
51	того же самого	1	1
52	в нем и	1	1
53	в широком смысле	1	1
54	в сущности только	1	1
55	до известной степени	1	1
56	сам по себе	1	1
57	в той же	4	1
58	как мы увидим	2	1
59	и землю и	1	1
60	несколько слов об	1	1
61	в этом отношении	3	1
62	одно из важнейших	1	1
63	рано или поздно	1	1
64	также и все	1	1
65	и с помощью	1	1
66	уже говорили что	2	1
67	именно здесь в	1	1
68	мы полагаем что	1	1
69	и на все	1	1
70	уже указывали что	1	1
71	связанных с ними	1	1
72	не только в	1	1
73	тема как мы	1	1
74	увидим в следующей	1	1
75	в одной плоскости	2	1
76	является таким образом	1	1
77	во всех этих	2	1
78	а с другой	1	1
79	мы уже говорили	11	1
80	можно прямо сказать	2	1
81	для правильного понимания	1	1
82	с другой стороны	2	1
83	хотя и в	2	1
84	мы видели что	1	1
85	и т.п эта	1	1
86	не совпадает с	1	1
87	его так же	1	1
88	таким образом в	2	1
89	всего того что	1	1
90	начало и конец	2	1
91	с помощью которых	2	1
92	и в особенности	2	1
93	но все же	1	1
94	можно сказать что	1	1
95	о чем мы	1	1
96	конечно не в	2	1
97	мы уже указывали	1	1
98	чувствует себя в	1	1
99	при этом совершенно	1	1
100	свидетельствует о том	1	1
