N	3gram	Losev_Prob_4	Hudozhes
1	о том что	3	9
2	и т п	1	8
3	в то же	2	8
4	в том что	8	6
5	можно было бы	4	4
6	к тому что	1	4
7	с точки зрения	11	3
8	в связи с	3	3
9	тем не менее	10	3
10	как и в	1	3
11	и т д	3	3
12	только потому что	1	2
13	о том как	1	2
14	того или иного	3	2
15	что же касается	1	2
16	только в том	3	2
17	что он не	1	2
18	в первую очередь	1	2
19	до сих пор	1	2
20	то и другое	3	2
21	ту или иную	1	2
22	не только в	4	2
23	не в том	1	2
24	несет на себе	1	2
25	на то что	1	2
26	ориентации человека в	1	2
27	дело здесь не	1	1
28	на том что	1	1
29	потому что он	2	1
30	в чем не	1	1
31	в чистом виде	2	1
32	в этих двух	1	1
33	том смысле как	1	1
34	прежде всего в	1	1
35	из них это	1	1
36	на самом деле	3	1
37	как нам кажется	1	1
38	в этом смысле	3	1
39	здесь прежде всего	1	1
40	том что он	1	1
41	то же самое	6	1
42	же как и	1	1
43	в таком случае	1	1
44	и в то	1	1
45	с самого начала	1	1
46	сами по себе	2	1
47	более или менее	2	1
48	при этом мы	1	1
49	по своему содержанию	5	1
50	на самом же	2	1
51	в себе и	2	1
52	здесь не в	2	1
53	с этой точки	1	1
54	является не чем	1	1
55	и весь мир	2	1
56	в это время	1	1
57	тип в том	1	1
58	здесь нет и	1	1
59	не чем иным	2	1
60	содержит в себе	8	1
61	в конце концов	1	1
62	а также и	2	1
63	причем все эти	1	1
64	так и в	1	1
65	имеет ничего общего	2	1
66	в том как	1	1
67	и потому что	1	1
68	не только для	2	1
69	еще и потому	1	1
70	во всяком случае	4	1
71	самом же деле	2	1
72	не имеет ничего	2	1
73	смысле как мы	1	1
74	а в том	1	1
75	в данном случае	5	1
76	которое отнюдь не	1	1
77	ни в чем	1	1
78	как будто бы	2	1
79	чем иным как	2	1
80	по себе а	1	1
81	но в первую	1	1
82	в свою очередь	1	1
83	как будто тоже	1	1
84	несмотря на свой	1	1
85	ничего общего с	2	1
86	этой точки зрения	1	1
87	но и для	1	1
88	не только не	4	1
89	и поэтому не	1	1
90	времени и пространстве	1	1
91	является для него	2	1
92	но все же	1	1
93	за то что	1	1
94	можно понять и	1	1
95	своею особенною жизнью	1	1
96	мы не знаем	1	1
97	в том смысле	2	1
98	с одной стороны	1	1
99	на первый взгляд	1	1
100	так и ее	1	1
