N	2gram	Potebnia_M_3	Literetu
1	и не	15	22
2	тогда как	2	17
3	в мире	1	16
4	и в	30	16
5	при этом	3	15
6	в этом	10	14
7	не только	21	14
8	но и	19	14
9	в том	32	12
10	может быть	28	12
11	а не	15	12
12	то что	18	12
13	я и	3	10
14	не в	15	10
15	то же	23	9
16	так и	11	9
17	в то	10	9
18	того что	18	9
19	в этой	2	8
20	в жизни	1	8
21	том что	18	8
22	не может	6	8
23	как бы	3	8
24	в своей	2	7
25	тем самым	7	7
26	же время	5	7
27	только в	21	7
28	себя в	1	7
29	со стороны	3	7
30	точки зрения	2	7
31	я в	1	7
32	еще не	5	6
33	с его	1	6
34	в себе	16	6
35	о том	2	6
36	и его	4	6
37	в его	4	6
38	и т.п	1	6
39	с другой	7	6
40	к тому	7	6
41	отличие от	1	5
42	как в	10	5
43	в целом	3	5
44	тому же	1	5
45	то есть	34	5
46	лишь в	1	5
47	это не	1	5
48	как и	10	5
49	что я	5	5
50	этом отношении	2	5
51	в ее	2	5
52	что он	6	5
53	в поэзии	1	5
54	именно в	3	5
55	вместе с	12	5
56	а в	12	5
57	одним из	1	4
58	но не	7	4
59	по отношению	5	4
60	хотя и	1	4
61	и если	2	4
62	входит в	2	4
63	должно быть	5	4
64	место в	3	4
65	однако в	1	4
66	даже в	2	4
67	не говоря	3	4
68	говоря уже	1	4
69	данном случае	1	4
70	другого в	1	4
71	с одной	7	4
72	в начале	3	4
73	из них	6	4
74	одно из	5	4
75	в одном	2	4
76	как у	1	4
77	в природе	2	4
78	одной стороны	3	4
79	в данном	1	4
80	я как	5	4
81	жизни в	1	4
82	отношению к	5	4
83	отношения к	1	3
84	например в	6	3
85	самом деле	2	3
86	свое место	2	3
87	едва ли	1	3
88	той же	2	3
89	и как	5	3
90	и наконец	2	3
91	но в	1	3
92	то в	1	3
93	на его	2	3
94	в глазах	1	3
95	и тем	5	3
96	в слове	32	3
97	с точки	1	3
98	на свою	2	3
99	только для	1	3
100	однако если	1	3
101	потому что	46	3
102	в области	2	3
103	уже о	1	3
104	для его	1	3
105	говоря словами	1	3
106	в словах	3	3
107	искусства и	3	3
108	прежде всего	3	3
109	между тем	9	3
110	вслед за	3	3
111	уже не	6	3
112	в единстве	1	3
113	в самом	8	3
114	и а	1	3
115	тому как	5	3
116	там где	3	3
117	я с	1	3
118	жизни и	2	3
119	как на	5	3
120	художественного произведения	5	2
121	того же	1	2
122	в первом	3	2
123	поэзии и	1	2
124	как мы	7	2
125	вопрос о	1	2
126	не вполне	1	2
127	из того	2	2
128	то это	6	2
129	и на	3	2
130	время в	3	2
131	бы то	1	2
132	во всех	1	2
133	сказать и	1	2
134	с первой	1	2
