N	3gram	Nazirov_Tr_1	Istorich
1	точно так же	2	6
2	в этом случае	1	5
3	в том что	2	5
4	но все же	2	4
5	что он не	1	4
6	в связи с	1	4
7	вместо того чтобы	1	2
8	не может быть	1	2
9	в третий раз	1	2
10	о том что	2	2
11	и вместе с	1	2
12	с самого начала	1	2
13	после того как	1	2
14	бросается в глаза	2	1
15	вопрос об этом	1	1
16	не только нет	1	1
17	говорит не только	1	1
18	эта деталь заставляет	1	1
19	сам по себе	1	1
20	в отличие от	2	1
21	за то что	1	1
22	мы встречаем такие	1	1
23	это может быть	1	1
24	в обоих случаях	1	1
25	в высшей степени	1	1
26	смысле этого слова	1	1
27	тем не менее	1	1
28	третий раз он	1	1
29	то что он	1	1
30	в этой связи	1	1
31	на вопрос о	1	1
32	это и есть	1	1
33	не только не	1	1
34	в последней главе	1	1
35	это как бы	1	1
36	том что он	1	1
