N	2gram	Losev_Vlad_3	StatiiOP
1	и в	40	29
2	том что	18	27
3	в том	18	27
4	в этом	16	21
5	не только	25	19
6	но и	18	19
7	что в	17	19
8	о том	11	17
9	в его	14	13
10	что он	5	13
11	между прочим	5	12
12	в которой	2	11
13	то что	28	11
14	все это	1	11
15	таким образом	11	10
16	к тому	7	10
17	в своем	8	9
18	он не	8	9
19	потому что	11	9
20	так и	6	9
21	этом отношении	2	9
22	и не	25	9
23	как на	3	9
24	но в	4	8
25	как раз	10	8
26	письме к	1	8
27	по поводу	1	8
28	я не	3	7
29	в ней	5	7
30	в самом	4	7
31	но все	3	7
32	в своей	9	7
33	в котором	4	7
34	не столько	3	7
35	тому что	4	7
36	того как	1	7
37	для того	2	7
38	в виду	3	7
39	с тем	7	7
40	вместе с	7	7
41	вопрос о	4	6
42	и на	6	6
43	все же	4	6
44	вовсе не	13	6
45	того чтобы	3	6
46	и его	10	6
47	об этом	6	6
48	и что	8	6
49	в одном	5	6
50	до сих	1	6
51	в течение	4	6
52	в свет	1	5
53	было бы	4	5
54	точки зрения	13	5
55	того что	7	5
56	в качестве	3	5
57	в письме	1	5
58	прежде всего	10	5
59	а не	8	5
60	о чем	1	5
61	как бы	3	5
62	сих пор	1	5
63	речь идет	1	4
64	кроме того	6	4
65	хотя и	7	4
66	и к	2	4
67	в нем	3	4
68	в другом	2	4
69	и с	9	4
70	должен был	2	4
71	не в	3	4
72	еще до	2	4
73	дело в	5	4
74	ничего не	5	4
75	но также	1	4
76	и о	4	4
77	разумеется что	1	4
78	внимание на	1	4
79	но с	2	4
80	связи с	2	4
81	при помощи	4	4
82	для него	8	4
83	до того	1	4
84	с другой	5	4
85	именно в	3	4
86	в частности	1	4
87	еще более	1	4
88	того времени	1	4
89	к этому	2	4
90	например в	1	3
91	же как	3	3
92	самом деле	1	3
93	на самом	3	3
94	в году	10	3
95	в их	2	3
96	по его	2	3
97	его не	1	3
98	хотя бы	6	3
99	и он	1	3
100	не был	8	3
101	но не	4	3
102	могло быть	2	3
103	не то	1	3
104	в общем	1	3
105	которые не	2	3
106	как в	1	3
107	с этим	2	3
108	не было	5	3
109	что это	9	3
110	в известном	1	3
111	интересно что	2	3
112	тому же	5	3
113	в начале	2	3
114	в россии	3	3
115	из них	2	3
116	ни в	10	3
117	не мог	6	3
118	в этих	2	3
119	и сейчас	2	3
120	но он	1	3
121	по себе	6	3
122	не менее	9	3
123	что эта	2	3
124	самого начала	1	3
125	одной из	2	3
126	иметь в	2	3
127	не могло	1	3
128	никогда не	11	3
129	на себя	2	3
130	и по	2	3
131	это слово	1	3
132	тем что	5	3
133	у нас	5	3
134	оно не	3	3
135	с самого	1	3
136	и здесь	6	3
137	на вопрос	1	3
138	но это	6	3
139	года в	1	3
140	вот что	3	3
141	так что	14	3
142	всяком случае	3	3
143	обращает на	2	3
144	что на	2	3
145	и даже	6	3
146	в предисловии	2	3
147	еще и	18	3
148	а с	4	3
149	до конца	4	3
150	так же	8	3
151	xix века	6	3
152	другой стороны	2	3
153	не является	2	3
154	отношении к	1	3
155	во всяком	3	3
156	как известно	1	2
157	также и	17	2
158	до него	1	2
159	по адресу	1	2
160	того же	2	2
161	вне всякого	2	2
162	только потому	1	2
163	думал о	1	2
164	такое же	1	2
165	из его	1	2
166	то же	4	2
167	и была	1	2
168	для своего	1	2
169	на первом	3	2
170	почти все	1	2
171	это время	2	2
172	бы то	3	2
173	с его	2	2
174	отличие от	3	2
175	нет и	1	2
176	что они	1	2
177	на то	4	2
178	к сожалению	1	2
179	в истории	5	2
180	и как	7	2
181	более или	5	2
182	в чисто	1	2
183	все эти	5	2
184	в этой	8	2
185	в себе	9	2
186	как он	1	2
187	больше всего	1	2
188	в статье	1	2
189	при этом	3	2
190	если бы	3	2
191	тем не	10	2
192	не к	2	2
193	и более	2	2
194	том же	1	2
195	то ни	3	2
196	конечно в	1	2
197	не дает	1	2
198	его в	2	2
199	это было	3	2
200	на почве	2	2
201	истории и	1	2
202	в это	2	2
203	само собою	1	2
204	о которых	2	2
205	как и	7	2
206	во внимание	1	2
207	несмотря на	7	2
208	нигде не	1	2
209	в один	1	2
210	что собственно	1	2
211	или менее	5	2
212	которую он	1	2
213	себя внимание	2	2
214	в отношении	5	2
215	свободен от	2	2
216	с точки	6	2
217	в отличие	3	2
218	века и	1	2
219	не раз	1	2
220	была не	1	2
221	что этот	3	2
222	даже в	4	2
223	совершенно так	2	2
224	и вся	2	2
225	что с	1	2
226	в то	7	2
227	не имеет	4	2
228	в процессе	1	2
229	это еще	1	2
230	только не	1	2
231	и всегда	2	2
232	очень мало	1	2
233	и теперь	1	2
234	не может	14	2
235	только с	2	2
236	доказать что	1	2
237	в каком	4	2
238	в духе	3	2
239	и это	6	2
240	в ее	1	2
241	два года	1	2
242	этому поводу	1	2
243	и сам	1	2
244	особенно в	1	2
245	во многом	2	2
246	еще в	5	2
247	к первому	2	2
248	он был	2	2
249	даны в	1	2
250	а также	8	2
251	разумеется в	1	2
252	никак не	4	2
253	что оба	2	2
254	что и	7	2
255	отметить что	1	2
256	как например	2	2
257	в какой	2	2
258	только в	13	2
259	это очень	1	2
260	по этому	3	2
261	знаком с	1	2
262	свидетельствуют о	1	2
263	очевидно что	1	2
264	ни с	3	2
265	в конце	12	2
266	так как	7	2
267	может быть	8	2
268	в них	1	2
269	со стороны	2	2
270	и речи	2	2
271	о своей	1	2
272	ему не	1	2
273	с той	1	2
274	обвинения в	1	2
