N	2gram	Vinokur_Ku_3	Formalny
1	т е	32	32
2	и не	10	30
3	вовсе не	5	28
4	и в	23	27
5	может быть	14	25
6	не может	6	24
7	так и	6	21
8	и его	1	19
9	в этом	16	18
10	таким образом	9	18
11	а не	11	17
12	самом деле	14	16
13	точки зрения	23	16
14	то же	6	15
15	в процессе	3	15
16	и пр	3	15
17	между ними	1	15
18	на самом	3	14
19	как и	5	14
20	с точки	16	14
21	не в	5	12
22	если бы	8	12
23	и т	54	11
24	в самом	13	11
25	и от	1	11
26	не могут	5	10
27	но и	3	10
28	не только	17	9
29	лишь в	8	9
30	социального общения	1	9
31	так как	9	9
32	так же	2	9
33	отнюдь не	3	8
34	с помощью	6	8
35	как бы	5	8
36	при этом	6	8
37	входит в	1	8
38	ни в	3	8
39	как мы	5	8
40	в пределах	2	8
41	только в	6	8
42	как раз	4	8
43	то что	4	8
44	что в	13	8
45	тем же	2	7
46	с тем	6	7
47	не менее	12	7
48	же время	1	7
49	потому что	12	7
50	его в	2	7
51	между тем	4	7
52	в его	11	7
53	в том	22	7
54	если мы	7	7
55	там где	3	7
56	все это	2	7
57	совершенно не	5	7
58	в то	3	7
59	еще не	9	6
60	и понимания	1	6
61	но в	2	6
62	все эти	7	6
63	т д	8	6
64	в своей	4	6
65	и ее	1	6
66	всяком случае	1	6
67	произведения как	1	6
68	все время	1	6
69	было бы	16	6
70	что он	6	6
71	с другой	7	6
72	более того	1	6
73	вместе с	2	6
74	в данном	7	6
75	все же	5	6
76	и для	1	6
77	хотя бы	9	6
78	во всяком	2	6
79	в зависимости	7	5
80	зависимости от	8	5
81	но не	3	5
82	в одной	1	5
83	независимо от	5	5
84	что именно	3	5
85	так сказать	2	5
86	без исключения	1	5
87	в каждом	1	5
88	того чтобы	11	5
89	сводится к	1	5
90	если же	2	5
91	в ней	3	5
92	что они	2	5
93	в дальнейшем	2	5
94	никогда не	1	5
95	говорит он	1	5
96	связи с	6	5
97	и их	1	5
98	т п	41	5
99	тем что	5	5
100	именно так	2	5
101	и потому	1	5
102	тому как	2	5
103	что же	5	5
104	и формы	1	5
105	высказывания и	1	5
106	в результате	3	5
107	другой стороны	3	5
108	можно говорить	10	4
109	не есть	3	4
110	мы не	3	4
111	смысл и	2	4
112	бы то	1	4
113	менее всего	1	4
114	как в	4	4
115	и как	2	4
116	в целом	4	4
117	и те	1	4
118	а вовсе	1	4
119	в корне	2	4
120	то ни	1	4
121	данном случае	4	4
122	в ее	4	4
123	в слове	4	4
124	мы знаем	1	4
125	том что	11	4
126	установка на	3	4
127	для данного	1	4
128	по себе	6	4
129	она не	3	4
130	в смысле	1	4
131	тогда когда	4	4
132	могут быть	6	4
133	к тому	3	4
134	следовательно и	1	4
135	о том	6	4
136	связь между	3	4
137	слов и	5	4
138	же и	1	4
139	конечно не	2	4
140	уже в	3	4
141	для того	12	4
142	со стороны	1	4
143	прежде всего	9	4
144	смысла и	1	4
145	материал в	1	4
146	в связи	5	4
147	мы видели	3	4
148	как это	7	4
149	слова и	7	4
150	между собой	1	4
151	они не	3	4
152	формы и	3	3
153	же как	1	3
154	того же	4	3
155	должна быть	3	3
156	той же	3	3
157	мы и	1	3
158	в виду	8	3
159	литературы и	1	3
160	и на	1	3
161	в которых	3	3
162	столь же	4	3
163	время в	3	3
164	то мы	3	3
165	то он	3	3
166	нет и	1	3
167	жанра и	1	3
168	бы и	3	3
169	что это	3	3
170	формы в	1	3
171	в себе	1	3
172	этот процесс	1	3
173	и с	3	3
174	те же	7	3
175	искусства в	1	3
176	это не	3	3
177	и тем	6	3
178	как таковой	2	3
179	раз и	2	3
180	в этих	2	3
181	от его	1	3
182	творчества и	1	3
183	и более	3	3
184	по отношению	3	3
185	тому что	4	3
186	случае в	1	3
187	в основе	1	3
188	для нас	4	3
189	все без	1	3
190	о материале	3	3
191	же самое	1	3
192	а что	2	3
193	только то	3	3
194	ясно что	4	3
195	никак не	2	3
196	и что	7	3
197	можно сказать	2	3
198	в него	1	3
199	в какой	3	3
200	уже не	8	3
201	в поэзии	5	3
202	нуждается в	1	3
203	слово как	1	3
204	не о	2	3
205	у нас	10	3
206	на фоне	7	3
207	к его	2	3
208	внутренней формы	2	3
209	она есть	2	3
210	в той	4	3
211	данной эпохи	1	3
212	того что	11	3
213	отношению к	2	3
214	дело идет	1	3
215	в условиях	2	3
216	материалом поэзии	2	3
217	о нем	1	3
218	лишь как	1	3
219	сказать что	7	3
220	равно как	2	3
221	и эта	1	3
222	смысле слова	2	2
223	ту же	1	2
224	отношения к	1	2
225	чтобы не	2	2
226	в такой	1	2
227	это и	3	2
228	к другому	2	2
229	отношения между	4	2
230	в котором	2	2
231	с таким	1	2
232	одним и	2	2
233	бы например	2	2
234	язык как	1	2
235	в сущности	4	2
236	так чтобы	1	2
237	говорить о	6	2
238	в полной	1	2
239	и со	1	2
240	же что	1	2
241	так называемые	1	2
242	мы без	1	2
243	роман и	1	2
244	в отвлечении	1	2
245	в сторону	1	2
246	в общем	6	2
247	очевидно что	3	2
248	отличие от	2	2
249	или иное	2	2
250	за пределы	2	2
251	связи и	2	2
252	чем же	2	2
253	в своем	4	2
254	увидим что	2	2
255	то в	3	2
256	это можно	1	2
