N	3gram	Tiupa_Hudo_2	FransuaR
1	то же время	4	9
2	в то же	4	9
3	в том числе	1	4
4	после того как	1	4
5	с точки зрения	2	3
6	на этом свете	1	3
7	в последней главе	1	3
8	в том что	11	3
9	дело в том	1	2
10	по отношению к	7	2
11	о том как	2	2
12	в этом отношении	1	2
13	том числе и	1	2
14	можно было бы	2	2
15	в значительной степени	1	2
16	как и в	3	2
17	того как он	1	2
18	в тот момент	1	1
19	не в состоянии	1	1
20	то что было	2	1
21	то же самое	2	1
22	также о том	1	1
23	это своего рода	1	1
24	а на другой	1	1
25	и рядом с	1	1
26	о том чтобы	1	1
27	рядом с ней	1	1
28	будем признать что	1	1
29	тем что между	1	1
30	в это время	1	1
31	тогда как в	2	1
32	и с такой	1	1
33	содержит в себе	1	1
34	в данном случае	2	1
35	не только в	2	1
36	и все его	1	1
37	здесь не в	1	1
38	а также и	1	1
39	и в этом	2	1
40	к себе то	1	1
41	о том что	7	1
42	не только для	1	1
43	ключ ко всей	1	1
44	что я не	1	1
45	кто видит в	1	1
46	на поверхности земли	1	1
47	потому что это	1	1
48	у него в	1	1
49	поверхности земли в	1	1
50	в первом случае	1	1
51	и т.п в	1	1
52	в одном из	1	1
53	но и для	1	1
54	с самого начала	1	1
55	и в самом	1	1
56	к тому же	2	1
57	именно потому что	1	1
58	тот момент когда	1	1
59	друг от друга	1	1
60	и в том	1	1
61	в этой плоскости	1	1
62	на другой день	2	1
