N	2gram	Tiupa_Narr_1	DiskursI
1	в качестве	14	34
2	не только	31	28
3	в том	8	23
4	а не	13	22
5	то есть	9	20
6	тогда как	10	19
7	том что	7	19
8	представляет собой	8	17
9	может быть	15	17
10	как и	13	16
11	и в	11	16
12	в этом	12	15
13	еще не	4	14
14	коммуникативного события	1	14
15	но и	27	14
16	при этом	19	13
17	и т.п	8	12
18	по своей	1	11
19	но не	4	11
20	прежде всего	4	11
21	и не	23	11
22	как в	4	10
23	далеко не	1	10
24	с другой	2	10
25	по отношению	3	9
26	в нем	4	9
27	не может	8	9
28	состоит в	10	9
29	с одной	1	9
30	одной стороны	1	9
31	в частности	14	9
32	отношению к	3	9
33	отнюдь не	2	8
34	но в	7	8
35	своего рода	10	8
36	о том	4	8
37	так и	5	8
38	а также	6	8
39	не было	3	7
40	в себе	6	7
41	то же	8	7
42	художественного письма	3	7
43	не в	6	7
44	роль в	2	7
45	со стороны	8	7
46	в его	6	7
47	только в	12	7
48	высказывания в	2	6
49	в своем	3	6
50	пока еще	1	6
51	и как	3	6
52	и на	5	5
53	во всех	1	5
54	отличие от	2	5
55	в рамках	1	5
56	коммуникативной ситуации	2	5
57	тому же	6	5
58	в силу	1	5
59	[...] в	2	5
60	в котором	1	5
61	в их	1	5
62	в отличие	2	5
63	сводится к	3	5
64	коммуникативное событие	1	5
65	или иной	4	5
66	можно сказать	5	5
67	а с	1	5
68	речевых практик	2	5
69	в данном	11	5
70	как бы	6	5
71	к тому	6	5
72	а в	13	5
73	то что	9	5
74	в своей	5	5
75	в нарративном	1	4
76	и о	3	4
77	в которых	1	4
78	с его	4	4
79	отношение к	1	4
80	о.м фрейденберг	1	4
81	и к	1	4
82	уже не	8	4
83	в целом	3	4
84	не как	1	4
85	лишь в	3	4
86	потому что	5	4
87	могут быть	1	4
88	по сути	2	4
89	писал бахтин	1	4
90	и т.д	6	4
91	внимание на	4	4
92	же время	4	4
93	между тем	3	4
94	повествовательного дискурса	1	4
95	во втором	6	4
96	как правило	5	4
97	одной из	1	4
98	что он	3	4
99	для него	4	4
100	в особенности	2	4
101	не обязательно	1	4
102	по своим	2	4
103	что не	2	4
104	связи с	2	4
105	такого рода	10	4
106	не является	3	4
107	не предполагает	1	4
108	что в	3	4
109	по бахтину	1	4
110	также и	3	3
111	того же	1	3
112	и потому	1	3
113	значении этого	1	3
114	в первом	4	3
115	столь же	5	3
116	той или	5	3
117	различия между	1	3
118	с этим	1	3
119	перед нами	5	3
120	в самом	6	3
121	человеческого сознания	2	3
122	из жизни	1	3
123	это не	3	3
124	по мысли	3	3
125	события рассказывания	1	3
126	ведет к	1	3
127	и того	2	3
128	точки зрения	5	3
129	в ходе	3	3
130	самого рассказывания	2	3
131	однако в	3	3
132	по себе	4	3
133	о событиях	1	3
134	в то	4	3
135	таким образом	1	3
136	ли не	2	3
137	они и	2	3
138	в строгом	1	3
139	в ситуации	1	3
140	как не	1	3
141	свою очередь	2	3
142	но при	3	3
143	в ее	1	3
144	в произведении	2	3
145	времени и	9	3
146	не с	1	3
147	еще в	3	3
148	и даже	2	3
149	имея в	1	3
150	что и	1	3
151	существенную роль	1	3
152	не сводится	2	3
153	хотя бы	2	3
154	рассказывания в	2	3
155	являет собой	4	3
156	различного рода	3	3
157	в данной	1	3
158	из них	4	3
159	первобытного человека	2	3
160	событийного характера	1	3
161	к ним	2	3
162	автор и	1	3
163	тем что	1	3
164	именно в	3	3
165	очевидным образом	1	3
166	при всей	3	3
167	имеет место	4	3
168	и составляет	2	3
169	понятие о	1	3
170	мира в	4	3
171	по своему	2	3
172	для обозначения	2	3
173	тому как	3	3
174	того что	4	3
175	один из	6	3
176	все же	4	3
177	в свою	2	3
178	сказать что	2	3
179	другой стороны	2	3
180	в действительности	1	3
181	одним из	1	2
182	например в	1	2
183	нарративности но	1	2
184	е годы	1	2
185	свидетель и	3	2
186	и есть	1	2
187	едва ли	3	2
188	процессов состояний	1	2
189	в году	2	2
190	мы имеем	3	2
191	в сущности	2	2
192	на себя	4	2
193	ему в	2	2
194	этого термина	1	2
195	в виду	1	2
196	первого и	1	2
197	слово не	1	2
198	в е	2	2
199	между собой	2	2
200	в различных	1	2
201	события в	2	2
202	рассказываемое событие	1	2
203	действующее лицо	2	2
204	сказать и	1	2
205	и второго	1	2
206	но как	3	2
207	дискурсивные практики	1	2
208	событий а	1	2
209	себя в	2	2
210	иным образом	1	2
211	опирается на	1	2
212	что касается	2	2
213	собственно и	1	2
214	хотя и	4	2
215	когда он	1	2
216	сознания в	2	2
217	целый ряд	1	2
218	более или	1	2
219	в противоположность	1	2
220	не приходится	1	2
221	в тех	1	2
222	в этой	6	2
223	в речевой	1	2
224	событийный статус	5	2
225	строгом значении	1	2
226	всей его	1	2
227	так сказать	2	2
228	в принципе	4	2
229	подобно тому	3	2
230	главное действующее	2	2
231	и по	1	2
232	так например	1	2
233	человека в	2	2
234	исходя из	3	2
235	могла бы	1	2
236	различие между	1	2
237	об этом	6	2
238	речевой практике	1	2
239	событийности бытия	2	2
240	и тем	4	2
241	соответствии с	4	2
242	не всегда	3	2
243	иначе говоря	8	2
244	одного и	1	2
245	или менее	1	2
246	коммуникативную ситуацию	2	2
247	по крайней	1	2
248	текст и	1	2
249	и предполагает	1	2
250	по мере	2	2
251	не менее	3	2
252	но они	3	2
253	наррации как	3	2
254	дело не	2	2
255	текста и	1	2
256	событий процессов	1	2
257	не могло	2	2
258	а о	2	2
259	как формы	1	2
260	имеем дело	2	2
261	события свидетель	2	2
262	в тексте	13	2
263	и его	10	2
264	драматургический текст	1	2
265	однако это	1	2
266	лицо события	2	2
267	в момент	1	2
268	крайней мере	1	2
269	к себе	4	2
270	этой причине	1	2
271	без нарратора	1	2
272	до сего	1	2
273	отличается от	1	2
274	же самое	2	2
275	числе и	1	2
276	значительной степени	1	2
277	оно не	2	2
278	и он	6	2
279	самом общем	1	2
280	не ограничивается	1	2
281	в едином	2	2
282	как мы	2	2
283	с ее	2	2
284	говорит и	1	2
285	данном случае	8	2
286	современная нарратология	3	2
287	в организации	1	2
288	понятийным мышлением	1	2
289	в пределах	2	2
290	приводит к	1	2
291	на том	1	2
292	но зато	2	2
293	по этой	1	2
294	в другом	1	2
295	и вообще	1	2
296	событием и	1	2
297	повествователя в	1	2
298	а по	2	2
299	иисуса христа	1	2
300	о нем	3	2
301	во всяком	2	2
302	сути своей	1	2
303	одного из	6	2
304	самому себе	1	2
305	в значительной	1	2
306	времени в	2	2
307	это было	2	2
308	в греческой	1	2
309	на протяжении	7	2
310	в форме	2	2
311	и судия	4	2
312	в литературе	4	2
313	большей или	2	2
314	к различным	1	2
315	дело с	2	2
316	в разные	1	2
317	ходе которого	1	2
318	и ее	3	2
319	точка зрения	5	2
320	уже в	1	2
321	свидетельствует о	1	2
322	в равной	2	2
323	или даже	1	2
324	обнаруживаются в	1	2
325	и понимание	1	2
326	и слушающих	1	2
327	текста в	3	2
328	слова в	4	2
329	в одном	4	2
330	сами по	2	2
331	человеческого присутствия	2	2
332	следует признать	1	2
333	никогда не	4	2
334	никого не	1	2
335	из двух	1	2
336	на ее	2	2
337	чем он	2	2
338	героя и	2	2
339	в соответствии	5	2
340	событие самого	2	2
341	из наиболее	4	2
342	в рассказе	8	2
343	зависит от	2	2
344	однако и	4	2
345	его как	1	2
346	одну из	1	2
347	о чем	4	2
348	произведение в	1	2
349	н.д тамарченко	1	2
350	к его	2	2
351	сути дела	1	2
352	сего времени	1	2
353	из уст	2	2
354	тем кто	1	2
355	и композиционно	1	2
356	жизни в	2	2
357	и было	1	2
358	на ранних	1	2
359	в культуре	1	2
360	в особом	1	2
361	в начале	3	2
362	нарративное высказывание	2	2
363	известной степени	1	2
364	говорящего и	1	2
365	не имея	1	2
366	драматургического текста	1	2
367	частности в	1	2
368	или в	6	2
369	изменение состояния	2	2
370	о котором	1	2
371	и все	3	2
372	не более	1	2
373	будто бы	1	2
374	указывает на	1	2
375	или меньшей	1	2
376	опыта в	1	2
377	фрейденберг и	1	2
378	не говоря	1	2
379	между повествуемым	1	2
380	что даже	1	2
381	героя в	3	2
382	нарративного высказывания	3	2
383	нарративность в	1	2
384	они не	1	2
385	к этому	1	2
386	том числе	1	2
387	события событие	1	1
388	термина в	1	1
389	выходит новое	1	1
390	ранних этапах	1	1
391	зрения как	2	1
392	как известно	3	1
393	человеческой речи	1	1
394	речь идет	3	1
395	обычно в	1	1
396	повестях белкина	1	1
397	чтобы не	1	1
398	диалогический момент	1	1
399	не остается	1	1
400	сам по	1	1
401	и то	3	1
402	роли первого	1	1
403	от текста	1	1
404	самом деле	3	1
405	на самом	1	1
406	мышлением которое	1	1
407	переход от	2	1
408	это и	1	1
409	понять со	1	1
410	идет о	3	1
411	некоторая заслуживающая	1	1
412	а непосредственно	1	1
413	и до	1	1
414	различные и	1	1
415	которое может	1	1
416	учебниках по	1	1
417	смене состояний	1	1
418	нарративному тексту	2	1
419	той же	1	1
420	практика общения	1	1
421	событие это	2	1
422	речевой деятельности	2	1
423	однако для	1	1
424	текста как	2	1
425	пиететное цитирование	1	1
426	способности человеческой	1	1
427	в повестях	1	1
428	исторической динамике	1	1
429	и само	1	1
430	воспроизведение чужих	1	1
431	современной нарратологии	6	1
432	бахтину нельзя	1	1
433	к текстам	1	1
434	смысле можно	1	1
435	последнем мы	1	1
436	с текстом	1	1
437	греческой античности	1	1
438	завершенная и	1	1
439	входит как	1	1
440	участвуем как	1	1
441	вниманию читателя	1	1
442	принадлежит к	1	1
443	но уже	1	1
444	в перформативной	1	1
445	цепь событий	1	1
446	в изложении	1	1
447	из того	1	1
448	событий и	1	1
449	мы и	1	1
450	чужих высказываний	1	1
451	немалое количество	1	1
452	меньшей степени	2	1
453	происхождение наррации	1	1
454	более глубокий	1	1
455	себе а	1	1
456	нуждалась в	1	1
457	[...] смысл	1	1
458	наррации и	2	1
459	он сам	3	1
460	может функционировать	1	1
461	культурную память	1	1
462	хх веке	1	1
463	истории в	4	1
464	бытия нуждалась	1	1
465	свидетельствующего о	2	1
466	и главное	1	1
467	[...] и	3	1
468	могло быть	1	1
469	звучит один	1	1
470	на концепции	1	1
471	а только	1	1
472	оно в	1	1
473	некоего созерцающего	1	1
474	не то	1	1
475	только потому	1	1
476	и всякий	1	1
477	в противовес	3	1
478	но достаточно	1	1
479	конечном счете	1	1
480	другой это	1	1
481	конструктивная проблема	1	1
482	тут же	1	1
483	связная сюжетная	1	1
484	событие рассказывания	1	1
485	речи но	1	1
486	и требующий	1	1
487	и читатель	1	1
488	как событийности	2	1
489	его на	1	1
490	мимесис не	1	1
491	человеческого бытия	1	1
492	установка [...]	1	1
493	кто говорит	2	1
494	о жизни	1	1
495	повседневная практика	1	1
496	обращения к	1	1
497	такое слово	1	1
498	отграниченная система	1	1
499	реальной действительности	1	1
500	в образовании	1	1
501	ценности к	1	1
502	тем же	2	1
503	следующим образом	1	1
504	становления наррации	1	1
505	между историей	1	1
506	на набережной	1	1
507	практике общения	1	1
508	наррация давно	1	1
509	событийной цепи	2	1
510	со своей	1	1
511	всего лишь	3	1
512	ситуации в	2	1
513	с собачкой	9	1
514	идеальное из	1	1
515	остальной жизни	1	1
516	в которой	1	1
517	презентацией наррации	1	1
518	отношения с	1	1
519	что это	1	1
520	в учебниках	1	1
521	формой человеческого	1	1
522	повествование в	1	1
523	в нашем	3	1
524	возможных композиционных	1	1
525	из этих	4	1
526	нарратология не	1	1
527	следующей главе	1	1
528	ней мифов-нарраций	1	1
529	что к	1	1
530	не рассказывает	1	1
531	и событие	2	1
532	имеются только	1	1
533	наиболее очевидным	1	1
534	на то	2	1
535	[...] то	1	1
536	овладения понятийным	1	1
537	в случае	2	1
538	человек не	1	1
539	будучи непосредственной	1	1
540	событии которое	1	1
541	из кругозора	1	1
542	что она	1	1
543	суть проблемы	1	1
544	требующий ответного	1	1
545	он не	3	1
