N	3gram	Medvedev_F_2	Istorich
1	и т д	5	18
2	мы знаем что	1	10
3	до сих пор	1	6
4	в том что	2	5
5	в этом случае	1	5
6	мы имеем в	1	5
7	вместе с тем	4	5
8	они должны были	2	4
9	что он не	1	4
10	в связи с	10	4
11	но все же	2	4
12	с одной стороны	1	3
13	с тем что	5	3
14	на самом деле	3	2
15	с самого начала	2	2
16	с другой стороны	3	2
17	в других случаях	1	2
18	но они не	1	2
19	не может быть	10	2
20	не что иное	1	2
21	что иное как	1	2
22	но и в	3	2
23	во всех этих	1	2
24	иметь в виду	1	2
25	так или иначе	1	1
26	мы не можем	1	1
27	в высшую степень	1	1
28	с обратным знаком	1	1
29	это и есть	1	1
30	на своем пути	1	1
31	связи с этим	3	1
32	сам по себе	3	1
33	а в связи	2	1
34	т е его	1	1
35	со всем что	1	1
36	в одной из	1	1
37	по себе а	2	1
38	при помощи этого	1	1
39	и пр в	1	1
40	не столько с	1	1
41	тем что в	1	1
42	как мы увидим	1	1
43	и связанные с	1	1
44	ее т е	1	1
45	не сам по	1	1
46	никогда не скажет	1	1
47	т е в	1	1
48	влечет за собой	1	1
49	каждый из этих	1	1
50	и прежде всего	2	1
51	как один из	1	1
52	он является если	1	1
53	есть не что	1	1
54	же и в	1	1
55	в отличие от	2	1
56	уже потому что	1	1
57	очень близки к	1	1
58	связанные с ними	1	1
59	но все эти	1	1
60	ее и этим	1	1
61	мы обратимся к	1	1
62	является не только	1	1
63	на задний план	1	1
64	т е что	1	1
65	смысле этого слова	1	1
66	может быть даже	1	1
67	в виду что	1	1
68	в зависимости от	3	1
69	органической связи с	1	1
70	таким образом мы	1	1
71	в высшей степени	4	1
72	и в книге	1	1
73	к какому выводу	1	1
74	и в его	1	1
75	в ней и	1	1
76	то что он	1	1
77	тем не менее	1	1
78	по этому поводу	1	1
79	это может быть	1	1
