N	2gram	Bakhtin_fo_1	FransuaR
1	и в	50	41
2	в преисподнюю	1	21
3	то есть	33	20
4	таким образом	11	19
5	в этом	25	15
6	как и	8	14
7	и все	6	14
8	то же	11	13
9	все эти	9	13
10	в этой	1	13
11	мы уже	11	12
12	в его	13	12
13	в себе	3	11
14	как мы	14	11
15	в том	9	11
16	прежде всего	15	11
17	так и	12	10
18	в то	9	10
19	никто не	2	10
20	все это	4	10
21	в своем	4	9
22	не в	5	9
23	же время	9	9
24	и его	16	9
25	в качестве	3	9
26	и т.п	4	9
27	но и	8	9
28	что в	5	9
29	но в	10	8
30	в конце	9	8
31	то что	6	8
32	и от	1	8
33	по существу	12	8
34	в нем	24	7
35	в эпоху	1	7
36	вовсе не	13	7
37	в них	4	7
38	как бы	2	7
39	и не	14	7
40	в романе	32	7
41	и до	5	6
42	ни в	8	6
43	о том	1	6
44	мы видим	3	6
45	только в	4	6
46	это не	6	6
47	есть в	2	6
48	для него	2	6
49	у него	6	6
50	с помощью	2	6
51	все они	1	6
52	как в	6	5
53	и к	2	5
54	не только	9	5
55	в плане	1	5
56	точки зрения	5	5
57	потому что	4	5
58	всего в	1	5
59	и это	4	5
60	в ней	4	5
61	на одном	1	5
62	до нас	5	5
63	и у	5	5
64	уже в	2	5
65	что и	3	5
66	вместе с	3	5
67	так же	6	5
68	и для	4	5
69	в другое	1	5
70	а в	3	5
71	к этому	3	5
72	в средние	1	4
73	место в	2	4
74	в сущности	3	4
75	как я	1	4
76	момент в	2	4
77	и на	8	4
78	хотя и	3	4
79	и наконец	1	4
80	та же	1	4
81	что это	1	4
82	он не	5	4
83	но все	5	4
84	и с	4	4
85	на этой	4	4
86	должно быть	1	4
87	том что	4	4
88	он дает	1	4
89	но он	2	4
90	одна из	2	4
91	ничего не	9	4
92	рядом с	2	4
93	в виду	3	4
94	в образе	5	4
95	и здесь	1	4
96	влияние на	4	4
97	уже говорили	3	4
98	может быть	11	4
99	в более	2	4
100	было бы	2	4
101	мира в	3	4
102	к жизни	2	4
103	средние века	1	4
104	том числе	4	4
105	например в	6	3
106	он может	1	3
107	и есть	1	3
108	из самых	1	3
109	с точки	2	3
110	той же	2	3
111	то новое	1	3
112	я не	1	3
113	с ее	6	3
114	он был	1	3
115	на них	2	3
116	во всех	6	3
117	совсем не	2	3
118	путь в	1	3
119	кроме того	4	3
120	его к	1	3
121	от этого	2	3
122	выражение в	2	3
123	и те	3	3
124	так сказать	7	3
125	при этом	3	3
126	игра с	1	3
127	и по	2	3
128	связанные с	1	3
129	в мире	1	3
130	его в	3	3
131	распространены в	1	3
132	во время	1	3
133	в своей	2	3
134	таким же	1	3
135	в их	6	3
136	оказывается что	2	3
137	не должно	1	3
138	в отношении	3	3
139	не имеет	4	3
140	тем что	2	3
141	как о	1	3
142	все то	2	3
143	свою очередь	1	3
144	преисподнюю и	1	3
145	все его	3	3
146	нас в	3	3
147	в форме	3	3
148	что он	1	3
149	поэтому и	3	3
150	по этому	1	3
151	из них	1	3
152	и их	8	3
153	в одном	3	3
154	так как	6	3
155	не на	1	3
156	не было	7	3
157	но есть	1	3
158	в описании	1	3
159	для этой	1	3
160	не может	6	3
161	и потому	3	3
162	в той	4	3
163	в человеческом	1	3
164	в это	2	3
165	не подлежит	1	3
166	с ними	1	3
167	в свою	2	3
168	не знает	3	3
169	того же	8	3
170	является и	1	3
171	жизни и	8	3
172	и другие	5	3
173	пространстве и	1	3
174	и эта	2	3
175	ту же	2	2
176	также и	2	2
177	xvii века	2	2
178	дел и	1	2
179	начинается с	1	2
180	и то	4	2
181	здесь и	2	2
182	оно было	1	2
183	в доме	1	2
184	из всех	1	2
185	пространства и	4	2
186	есть не	3	2
187	со всех	1	2
188	мы не	3	2
189	развития человечества	1	2
190	в которой	2	2
191	но по	2	2
192	он действует	1	2
193	не совсем	1	2
194	всего романа	1	2
195	же что	2	2
196	еще не	5	2
197	в которых	2	2
198	время в	6	2
199	в чем	2	2
200	и человеческой	1	2
201	с его	9	2
202	а следовательно	1	2
203	а только	2	2
204	точка зрения	1	2
205	явлений и	1	2
206	по отношению	3	2
207	отношение к	2	2
208	в течение	2	2
209	перед нами	1	2
210	характер носит	1	2
211	тело в	1	2
212	где все	1	2
213	имеем в	1	2
214	но без	1	2
215	как он	2	2
216	уже видели	1	2
217	и еще	2	2
218	и вот	1	2
219	особо отметить	1	2
220	одно и	3	2
221	человека в	17	2
222	значительной степени	1	2
223	что все	2	2
224	и может	2	2
225	это было	1	2
226	себе все	1	2
227	с этим	6	2
228	кн ii	1	2
229	далеко не	2	2
230	и совершается	1	2
231	мы имеем	1	2
232	которой он	1	2
233	числе и	2	2
234	и разнообразие	1	2
235	историческое время	2	2
236	что значит	1	2
237	в этих	3	2
238	весьма часто	2	2
239	места в	2	2
240	и момент	2	2
241	своего рода	1	2
242	образом и	1	2
243	их в	3	2
244	на всю	1	2
245	время здесь	3	2
246	в историческом	1	2
247	его целом	2	2
248	исторического времени	4	2
249	дело не	1	2
250	дело в	2	2
251	здесь на	4	2
252	и сама	1	2
253	в процессе	4	2
254	человек может	1	2
255	особый характер	1	2
256	следовательно и	1	2
257	на землю	1	2
258	так называемый	2	2
259	этом отношении	3	2
260	ряд произведений	1	2
261	где она	1	2
262	и времени	3	2
263	они как	1	2
264	к тому	3	2
265	они и	1	2
266	оно не	2	2
267	должен быть	1	2
268	правда не	2	2
269	рабле на	1	2
270	и образ	3	2
271	всего этого	2	2
272	на другой	2	2
273	в себя	1	2
274	с самого	2	2
275	роль в	9	2
276	на том	1	2
277	никогда не	2	2
278	здесь как	2	2
279	особенно в	1	2
280	отсюда и	2	2
281	здесь нет	3	2
282	и выражений	1	2
283	во все	2	2
284	жизнь и	4	2
285	были чрезвычайно	1	2
286	в словах	1	2
287	в разных	5	2
288	находится в	1	2
289	в построении	1	2
290	а также	2	2
291	и т.д	1	2
292	в значительной	2	2
293	и во	7	2
294	бы в	1	2
295	во всей	3	2
296	еще более	3	2
297	в литературе	16	2
298	того что	2	2
299	здесь от	1	2
300	тот же	1	2
301	одной из	3	2
302	во времени	3	2
303	и ее	3	2
304	со всеми	3	2
305	для всех	2	2
306	уже не	2	2
307	в большинстве	1	2
308	только на	3	2
309	же в	3	2
310	и обратно	1	2
311	и других	3	2
312	характерно что	4	2
313	и нового	1	2
314	и исторического	2	2
315	и со	1	2
316	входят в	1	2
317	к человеку	1	2
318	отношению к	5	2
319	них и	1	2
320	здесь только	2	2
321	в особенности	9	2
322	связан с	1	2
323	связаны с	3	2
324	именно в	3	2
325	характерно для	1	2
326	и др	9	2
327	а на	1	2
328	он только	2	2
329	до конца	4	2
330	а не	3	2
331	в связи	5	2
332	нигде не	1	2
333	может иметь	1	2
334	из которых	1	2
335	не осталось	2	2
336	по своему	1	2
337	в данном	2	2
338	превращения в	5	2
