N	3gram	Bakhtin_Fr_4	Hudozhes
1	в том что	1	11
2	о том что	2	7
3	подобно тому как	3	4
4	то же время	8	4
5	в то же	8	4
6	не может быть	1	3
7	в конечном счете	1	3
8	с одной стороны	2	3
9	для того чтобы	3	3
10	в соответствии с	1	3
11	что у нее	1	2
12	с точки зрения	2	2
13	до сих пор	1	2
14	и в то	4	2
15	в данном случае	1	2
16	же самое что	1	2
17	то же самое	1	2
18	не только в	2	2
19	к тому же	1	2
20	да и в	1	1
21	зрения на мир	1	1
22	нет и не	1	1
23	дело в том	1	1
24	зубной боли и	1	1
25	жизни в ее	1	1
26	и в других	2	1
27	при этом он	1	1
28	в том случае	1	1
29	в этом отношении	1	1
30	том числе и	2	1
31	а с другой	1	1
32	как будто он	1	1
33	и то что	1	1
34	том случае если	1	1
35	в это время	1	1
36	и что на	1	1
37	в самом начале	1	1
38	это своего рода	2	1
39	он вовсе не	1	1
40	тем что он	1	1
41	и все его	1	1
42	а также и	1	1
43	перед нами в	1	1
44	то время как	1	1
45	даже своего рода	1	1
46	все же не	1	1
47	за собой и	1	1
48	с другой стороны	3	1
49	и т.п в	2	1
50	потому что это	1	1
51	в то время	2	1
52	женщин и детей	2	1
53	с самого начала	3	1
54	с того что	1	1
55	том что у	1	1
56	можно сказать что	1	1
57	как мы знаем	1	1
58	в том числе	3	1
59	и в конечном	1	1
60	в разговоре с	1	1
61	и все что	1	1
62	что и в	1	1
63	именно тем что	1	1
