N	3gram	Tiupa_Disk_1	Komedia
1	в том что	13	9
2	с другой стороны	3	5
3	к тому же	4	5
4	том что он	1	4
5	то же время	4	4
6	в то же	3	4
7	по отношению к	9	3
8	в этом отношении	1	3
9	речь идет о	1	3
10	с одной стороны	9	3
11	едва ли не	2	3
12	о том что	5	3
13	не говоря уже	2	2
14	то же самое	2	2
15	говоря уже о	2	2
16	в первую очередь	1	2
17	до сих пор	1	2
18	как и в	1	2
19	каждый из них	1	2
20	во всяком случае	1	2
21	на то что	1	2
22	в новое время	1	2
23	том что в	2	1
24	и один из	1	1
25	что же касается	2	1
26	состоит в том	2	1
27	одной из сторон	1	1
28	более или менее	2	1
29	большей или меньшей	2	1
30	и даже не	1	1
31	подобно тому как	2	1
32	в том числе	2	1
33	том что на	1	1
34	в соответствии с	2	1
35	и не только	2	1
36	к одной из	1	1
37	вместе с тем	1	1
38	как будто бы	1	1
39	как одного из	1	1
40	сам по себе	1	1
41	не следует упускать	1	1
42	именно здесь в	1	1
43	на мой взгляд	2	1
44	в значительной степени	2	1
45	в данном случае	2	1
46	не только в	2	1
47	именно в этой	1	1
48	по своему происхождению	2	1
49	но при этом	3	1
50	в отличие от	4	1
51	и на его	1	1
52	и представляет его	1	1
53	даже не только	1	1
54	и в том	1	1
55	до наших дней	1	1
56	в тех случаях	1	1
57	представляет его себе	1	1
58	что он не	1	1
59	и тому же	1	1
60	с самого начала	1	1
61	и вернуться к	1	1
62	и прежде всего	1	1
63	к одному и	1	1
64	к этому времени	1	1
65	может и не	1	1
66	по аналогии с	1	1
67	лицо к которому	1	1
68	тех случаях когда	1	1
69	в другом случае	1	1
70	в большинстве случаев	1	1
71	следует упускать из	1	1
72	не заметить что	1	1
73	тем не менее	1	1
74	как мы видели	1	1
75	дошли до нас	1	1
76	может быть в	1	1
77	одному и тому	1	1
