N	2gram	Bakhtin_sl_2	Myshleni
1	в том	5	33
2	том что	5	27
3	точки зрения	8	26
4	то что	2	20
5	в этом	16	19
6	с точки	3	18
7	того что	1	17
8	мышления и	5	16
9	не только	24	15
10	и в	39	15
11	речи и	3	15
12	таким образом	8	14
13	что в	3	14
14	и речи	2	13
15	человеческой речи	2	12
16	того чтобы	2	12
17	что он	2	12
18	в самом	1	11
19	в процессе	13	11
20	мы не	2	10
21	в целом	1	10
22	для того	2	10
23	но и	21	10
24	мы можем	1	10
25	в сущности	6	9
26	в своем	6	9
27	о том	2	9
28	связи с	3	9
29	может быть	37	9
30	не может	20	9
31	не является	1	9
32	не в	9	8
33	никогда не	7	8
34	так и	15	8
35	и что	1	8
36	процессе развития	1	7
37	он не	2	7
38	по себе	5	7
39	и т.п	2	7
40	с одной	5	7
41	речи к	1	7
42	одной стороны	5	7
43	как бы	7	7
44	и не	22	7
45	мышлением и	1	7
46	во всяком	3	7
47	как известно	1	6
48	с таким	2	6
49	в зависимости	4	6
50	мы уже	2	6
51	зависимости от	4	6
52	по отношению	4	6
53	в этой	1	6
54	в истории	11	6
55	и к	6	6
56	как он	2	6
57	на то	1	6
58	как и	6	6
59	мы видели	2	6
60	всяком случае	2	6
61	точку зрения	3	6
62	речи в	1	6
63	в отношении	4	6
64	как мы	7	6
65	в виду	1	6
66	но в	6	6
67	по своей	1	6
68	мы находим	1	6
69	вовсе не	10	6
70	с другой	5	6
71	там где	6	6
72	в частности	1	6
73	вместе с	2	6
74	как это	3	6
75	в связи	2	6
76	сказать что	3	6
77	смысле слова	1	5
78	то же	4	5
79	видели что	1	5
80	уже в	2	5
81	от действительности	2	5
82	приводит к	1	5
83	это не	5	5
84	тогда когда	2	5
85	во всей	1	5
86	и даже	7	5
87	и их	5	5
88	друг друга	1	5
89	и др	4	5
90	с помощью	4	5
91	речи с	1	5
92	отношению к	4	5
93	все что	2	5
94	хотя бы	3	4
95	что его	1	4
96	с его	7	4
97	независимо от	2	4
98	как в	13	4
99	все же	6	4
100	могли бы	1	4
101	в них	6	4
102	несмотря на	1	4
103	в эту	1	4
104	в своей	1	4
105	от его	1	4
106	к этому	1	4
107	даже в	2	4
108	того как	2	4
109	и его	33	4
