1	и т д	20	39
2	не может быть	18	9
3	мы видим что	1	9
4	в этом случае	1	8
5	подобно тому как	3	5
6	тем не менее	5	4
7	с другой стороны	1	4
8	к тому что	2	3
9	в собственном смысле	3	3
10	то время как	1	3
11	в том что	6	3
12	но все же	1	3
13	бы то ни	9	3
14	в первом случае	2	3
15	далеко не все	1	3
16	в то время	1	3
17	то ни было	9	2
18	не значит что	1	2
19	оно может быть	1	2
20	если это так	2	2
21	с точки зрения	4	2
22	и таким образом	2	2
23	может быть и	1	2
24	но если это	3	2
25	это не значит	1	2
26	во всяком случае	1	2
27	для того чтобы	1	2
28	более или менее	3	2
29	должен знать что	1	2
30	т д в	1	2
31	на то что	6	2
32	и пр и	1	2
33	мы не можем	1	1
34	и тем не	1	1
35	до сих пор	1	1
36	д таким образом	1	1
37	но то что	2	1
38	и даже не	2	1
39	мы будем говорить	1	1
40	уже не может	2	1
41	не потому что	1	1
42	это так то	2	1
43	она может быть	1	1
44	какого бы то	2	1
45	что бы то	1	1
46	при таких условиях	1	1
47	они все же	1	1
48	с одной стороны	1	1
49	т д таким	1	1
50	так как мы	1	1
51	одно и то	5	1
52	на этом основании	1	1
53	а если мы	1	1
54	том что он	1	1
55	мы увидим как	1	1
56	в чем же	5	1
57	т е не	4	1
58	и пр также	1	1
59	он ничего не	1	1
60	по существу и	1	1
61	понимания может быть	1	1
62	это уже не	1	1
63	т д все	1	1
64	школы исходят из	1	1
65	она могла бы	2	1
66	и может быть	1	1
67	это значит что	17	1
68	мы видим как	1	1
69	она должна быть	1	1
70	а потому что	1	1
71	а в с	1	1
72	это было бы	1	1
73	о том что	1	1
74	мы переходим к	1	1
75	во втором случае	1	1
76	если же они	1	1
77	ясно что это	1	1
78	вместо того чтобы	1	1
79	видим таким образом	1	1
80	не может считаться	1	1
81	мы видим таким	1	1
82	того или другого	1	1
83	можно сказать что	2	1
84	а и в	7	1
85	о том как	2	1
86	какая разница между	1	1
87	друг с другом	1	1
88	в данном случае	2	1
89	что и в	1	1
90	но и она	1	1
91	между прочим и	1	1
92	что несмотря на	1	1
93	то что не	2	1
94	таким образом что	1	1
95	она не есть	1	1
96	если она есть	1	1
97	нет а есть	1	1
98	между собою так	1	1
99	тех или иных	1	1
100	то это значит	2	1
101	и то же	5	1
102	она все же	1	1
