N	2gram	Bakhtin_Fr_5	Myslijsy
1	потому что	7	52
2	то есть	25	42
3	и в	45	39
4	в языке	1	33
5	может быть	2	27
6	в том	10	26
7	только в	4	25
8	не может	5	22
9	что в	12	22
10	не только	14	21
11	так как	6	21
12	а не	4	21
13	в нем	10	20
14	но и	10	20
15	и не	15	18
16	том что	7	16
17	в этом	14	15
18	не в	7	15
19	если бы	1	14
20	по отношению	1	13
21	в себе	1	13
22	таким образом	8	13
23	так и	6	13
24	отношению к	1	13
25	было бы	2	12
26	в душе	1	11
27	мы не	4	10
28	как в	3	10
29	и что	2	10
30	а потому	1	10
31	то что	2	10
32	что не	1	10
33	речи и	1	10
34	но в	14	9
35	как и	10	9
36	тогда когда	1	9
37	мысли и	6	9
38	тем что	1	9
39	но не	4	8
40	точки зрения	4	8
41	в одном	3	8
42	того что	3	8
43	вместе с	3	8
44	по его	1	7
45	в ней	8	7
46	в истории	2	7
47	с этим	4	7
48	это не	3	7
49	то же	11	6
50	независимо от	2	6
51	все же	2	6
52	и как	5	6
53	бы не	1	6
54	при этом	2	6
55	и по	1	6
56	между собою	4	6
57	не менее	3	6
58	того как	1	6
59	тем не	1	6
60	что на	3	6
61	что и	7	6
62	еще не	1	6
63	как бы	12	6
64	то это	1	5
65	во всех	13	5
66	только тогда	1	5
67	то в	1	5
68	не имеют	1	5
69	с тем	2	5
70	несмотря на	2	5
71	не имеет	3	5
72	и его	13	5
73	что при	1	5
74	между тем	2	5
75	в его	13	5
76	для всех	3	5
77	вовсе не	8	5
78	друг друга	1	5
79	души и	1	5
80	так же	8	5
81	и потому	1	5
82	но это	5	5
83	и для	3	5
84	и народа	1	5
85	из себя	1	5
86	а в	4	5
87	в таком	1	5
88	все остальные	1	4
89	и стремления	1	4
90	из этих	3	4
91	в каждом	2	4
92	мы видели	7	4
93	и языка	2	4
94	в то	11	4
95	не по	1	4
96	никогда не	1	4
97	же время	9	4
98	и притом	2	4
99	не могут	2	4
100	к тому	2	4
101	свою очередь	1	4
102	бы в	4	4
103	слов и	1	4
104	в стороне	1	4
105	то на	1	4
106	для него	3	4
107	в более	1	4
108	не было	3	4
109	и даже	4	4
110	прежде всего	10	4
111	там где	3	4
112	слова и	2	4
113	от него	1	4
114	от того	3	4
115	мы видим	5	4
116	в свою	1	4
117	того же	3	3
118	столь же	1	3
119	тем как	1	3
120	относится к	2	3
121	в своем	11	3
122	хотя и	5	3
123	что по	1	3
124	в самом	4	3
125	что это	2	3
126	он не	6	3
127	так например	2	3
128	что все	2	3
129	в мире	1	3
130	той же	4	3
131	и с	10	3
132	в жизни	1	3
133	в них	6	3
134	в этой	6	3
135	не мог	4	3
136	и при	1	3
137	в своей	3	3
138	и без	2	3
139	с точки	2	3
140	и той	1	3
141	человеком и	2	3
142	тому что	1	3
143	для того	6	3
144	на него	2	3
145	свободы и	2	3
146	не могло	3	3
147	как она	1	3
148	и это	4	3
149	когда в	2	3
