N	4gram	Voloshinov_2	KulturaY
1	лишь с точки зрения	1	2
2	одним и тем же	2	2
3	в той или иной	3	2
4	одного и того же	4	2
5	ни в какой мере	1	2
6	в двух направлениях во-первых	1	2
7	в какой мере не	1	2
8	не говоря уже о	1	2
9	никогда не может быть	1	1
10	уже о том что	1	1
11	говоря уже о том	1	1
12	и не может быть	1	1
13	в самом деле как	1	1
14	в собственном смысле слова	2	1
15	с какой точки зрения	1	1
16	то же самое что	1	1
17	но для того чтобы	1	1
18	и пр и пр	3	1
19	а может быть и	1	1
20	с нашей точки зрения	2	1
21	той или иной форме	1	1
22	того или иного языкового	1	1
23	в зависимости от той	1	1
24	языка какую дает нам	1	1
25	не с точки зрения	1	1
26	в коем случае нельзя	1	1
27	ни в коем случае	2	1
28	той или иной степени	2	1
29	в то же время	8	1
