N	2gram	Propp_Isto_5	VerxiiNi
1	и в	25	26
2	таким образом	9	22
3	с тем	8	18
4	в этом	10	15
5	вместе с	22	15
6	точки зрения	2	13
7	как бы	2	12
8	в том	6	11
9	не только	13	10
10	и с	3	10
11	может быть	17	10
12	после смерти	3	10
13	связи с	8	9
14	так как	11	9
15	но и	13	9
16	что в	8	9
17	но не	5	8
18	главным образом	1	8
19	в индии	4	8
20	и у	1	8
21	с другой	9	8
22	и не	11	8
23	как на	1	8
24	но в	1	7
25	связанные с	2	7
26	но все	5	7
27	из них	2	7
28	том что	8	7
29	потому что	7	7
30	к нему	3	7
31	с одной	7	7
32	то что	7	7
33	а с	1	7
34	одной стороны	7	7
35	того же	2	6
36	представление о	17	6
37	все же	10	6
38	все эти	8	6
39	в себе	1	6
40	всяком случае	1	6
41	с точки	1	6
42	к тому	1	6
43	о том	7	6
44	в конце	1	6
45	что и	6	6
46	несмотря на	2	6
47	и потому	2	6
48	все это	4	6
49	мы должны	4	6
50	во всяком	1	6
51	отношение к	1	5
52	сих пор	2	5
53	и к	1	5
54	в силу	1	5
55	не имеет	1	5
56	того чтобы	3	5
57	никогда не	3	5
58	с другом	2	5
59	для того	3	5
60	образом в	2	5
61	в его	12	5
62	до сих	2	5
63	а не	2	5
64	друг с	2	5
65	и для	2	5
66	так же	5	5
67	одной из	1	5
68	том числе	1	5
69	в котором	1	4
70	то же	4	4
71	в течение	2	4
72	целый ряд	1	4
73	в самом	1	4
74	в этой	3	4
75	и по	2	4
76	что все	4	4
77	с другими	4	4
78	он не	4	4
79	попадает в	2	4
80	и тогда	1	4
81	в которых	3	4
82	в то	3	4
83	в нем	7	4
84	а в	3	4
85	числе и	1	4
86	что оно	1	4
87	и что	8	4
88	и только	1	4
89	только в	7	4
90	и вместе	2	4
91	не может	6	4
92	из которых	2	4
93	и от	1	4
94	в этих	6	4
95	во время	7	4
96	что он	22	4
97	в виде	9	4
98	же как	4	3
99	не вполне	1	3
100	если в	3	3
101	к сожалению	1	3
102	в своем	1	3
103	когда он	2	3
104	и как	3	3
105	за собой	1	3
106	в которой	4	3
107	что это	5	3
108	и если	1	3
109	при этом	1	3
110	индии в	2	3
111	и при	2	3
112	оказывается что	2	3
113	тем не	4	3
114	если бы	2	3
115	то с	1	3
116	не менее	4	3
117	как о	1	3
118	представляет собой	7	3
119	в других	2	3
120	и о	1	3
121	с самого	1	3
122	на нее	2	3
123	ясно что	5	3
124	можно сказать	2	3
125	того что	2	3
126	но с	1	3
127	хотя бы	1	3
128	в качестве	7	3
129	так что	2	3
130	уже не	11	3
131	связывается с	1	3
132	для него	1	3
133	в одном	1	3
134	и даже	1	3
135	с ней	2	3
136	в связи	4	3
137	с этой	2	3
138	и таким	2	3
139	у них	1	3
140	отношению к	2	3
141	и другие	1	3
142	к этому	2	3
143	в таком	1	3
144	точно так	1	3
145	одним из	2	2
146	и это	4	2
147	когда человек	2	2
148	его не	3	2
149	мы имеем	14	2
150	ни у	1	2
151	и заставляет	1	2
152	еще не	8	2
153	и на	8	2
154	во всех	2	2
155	силы и	1	2
156	в китае	1	2
157	относится к	1	2
158	и наконец	1	2
159	он в	1	2
160	на то	2	2
161	они в	1	2
162	не как	4	2
163	именно из	1	2
164	из него	2	2
165	состоит в	1	2
166	связан с	2	2
167	с целью	1	2
168	к которым	2	2
169	не всегда	4	2
170	мы видели	7	2
171	но если	1	2
172	и сейчас	1	2
173	не в	6	2
174	в тело	1	2
175	самого начала	1	2
176	этими двумя	1	2
177	тогда когда	2	2
178	не могло	1	2
179	же время	1	2
180	в русском	1	2
181	так например	2	2
182	ему в	3	2
183	ли это	1	2
184	не потому	2	2
185	и здесь	7	2
186	утверждать что	1	2
