N	3gram	Bakhtin_Pr_4	Vvedenie
1	в том что	2	12
2	о том что	2	12
3	в этом смысле	2	8
4	не может быть	8	8
5	до сих пор	8	6
6	в самом деле	4	6
7	то же время	5	6
8	в то же	5	6
9	с другой стороны	3	5
10	в широком смысле	1	5
11	по отношению к	5	4
12	в этом случае	1	4
13	можно было бы	2	4
14	на этот вопрос	2	4
15	в данном случае	1	4
16	не только в	1	4
17	по сравнению с	1	4
18	так или иначе	1	4
19	во всяком случае	1	4
20	с одной стороны	1	4
21	также и в	1	3
22	одной стороны и	1	3
23	в строгом смысле	2	3
24	в собственном смысле	1	3
25	но в то	2	3
26	что может быть	1	3
27	большей или меньшей	2	3
28	можно сказать что	2	3
29	сама по себе	2	3
30	но все же	1	3
31	в свое время	2	3
32	дело в том	2	2
33	с точки зрения	9	2
34	хотя бы и	1	2
35	что в нем	1	2
36	может быть и	1	2
37	в известной мере	1	2
38	на этой почве	1	2
39	в конце концов	1	2
40	в связи с	1	2
41	в этих случаях	2	2
42	как мы уже	2	2
43	той или иной	2	2
44	и в конце	1	1
45	сплошь да рядом	1	1
46	а между тем	1	1
47	не может не	1	1
48	в той или	1	1
49	в эпоху возрождения	1	1
50	которая как мы	1	1
51	прежде всего в	1	1
52	как один из	1	1
53	более или менее	3	1
54	имеем в виду	3	1
55	в какой они	1	1
56	никак не может	1	1
57	в том же	1	1
58	оно направлено на	1	1
59	что могло бы	1	1
60	в этом пункте	1	1
61	здесь не место	2	1
62	сам по себе	3	1
63	в отличие от	3	1
64	но и в	2	1
65	так как если	1	1
66	бы оно было	1	1
67	имеют первостепенное значение	2	1
68	уже в первом	1	1
69	как если бы	2	1
70	и не в	2	1
71	одно и то	1	1
72	в том или	1	1
73	так же как	1	1
74	связи между словами	1	1
75	мы имеем в	3	1
76	сообщение о том	1	1
77	и то же	1	1
78	но не к	1	1
79	очень широком смысле	1	1
80	в большей или	2	1
81	или меньшей степени	2	1
82	с разных сторон	1	1
83	к своему предмету	1	1
84	потому что она	1	1
85	в нем не	1	1
86	отношение к действительности	1	1
87	собственном смысле слова	1	1
88	на тему о	1	1
89	в каждом своем	1	1
90	как мы имеем	1	1
91	в этой форме	1	1
92	лицом к лицу	1	1
93	у него в	1	1
94	о возможности и	1	1
95	то что когда-то	1	1
96	с самого начала	1	1
97	но в этом	1	1
98	в очень широком	1	1
99	как своего рода	1	1
100	как мы видим	1	1
101	как на свой	1	1
102	язык в его	1	1
103	не признать его	1	1
104	после того как	1	1
105	этом смысле и	1	1
106	к тому что	1	1
107	в каждом из	1	1
108	если бы оно	1	1
109	в сущности лишь	1	1
110	в средние века	1	1
111	во всех его	2	1
112	а именно в	1	1
113	все это не	1	1
114	но если такая	1	1
115	не в этом	1	1
116	как мы знаем	1	1
117	может быть более	2	1
