N	3gram	Tiupa_Hudo_1	Komedia
1	в том что	6	9
2	и т п	8	5
3	том что он	1	4
4	в конце концов	1	4
5	то же время	8	4
6	в то же	8	4
7	и т д	3	4
8	по отношению к	8	3
9	в этом отношении	3	3
10	речь идет о	2	3
11	с одной стороны	1	3
12	о том что	9	3
13	во второй половине	2	2
14	то же самое	1	2
15	в первую очередь	2	2
16	до сих пор	2	2
17	в первой половине	2	2
18	как и в	3	2
19	каждый из них	1	2
20	во всяком случае	1	2
21	на то что	2	2
22	том что в	2	1
23	как мы помним	1	1
24	из поля зрения	1	1
25	что же касается	2	1
26	в следующем году	1	1
27	состоит в том	1	1
28	как было сказано	1	1
29	более или менее	1	1
30	в ответ на	1	1
31	а между тем	1	1
32	же как и	1	1
33	с этой точки	1	1
34	во времени и	1	1
35	как будто бы	1	1
36	в чем не	1	1
37	непосредственное участие в	1	1
38	случайно именно в	1	1
39	можно было бы	4	1
40	между тем не	1	1
41	ничего не знаем	1	1
42	не случайно именно	1	1
43	и в конце	1	1
44	мы узнаем о	1	1
45	в значительной степени	2	1
46	в это время	1	1
47	в данном случае	1	1
48	не только в	2	1
49	именно в этой	1	1
50	в высшей степени	1	1
51	по своему происхождению	1	1
52	но при этом	1	1
53	в отличие от	1	1
54	так или иначе	2	1
55	в стороне от	1	1
56	этой точки зрения	1	1
57	ни в чем	1	1
58	что он не	2	1
59	же как мы	1	1
60	не означает что	1	1
61	едва ли можно	1	1
62	именно в это	1	1
63	и каждый из	1	1
64	что у него	2	1
65	с самого начала	1	1
66	друг от друга	1	1
67	к тому что	4	1
68	тем не менее	3	1
69	не вызывает сомнений	1	1
70	мы уже знаем	2	1
71	на то чтобы	2	1
72	в самую суть	1	1
73	первой из них	1	1
